person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00011,experience_sampling_research_context,6,3.866,5.827,3.449,3.295,6.157,1.099,5.030,4.346,2.613,1.167,3.957,1.000,2.842,5.697,0.737,2.017
PDY00011,experience_sampling_research_context,7,3.866,5.827,3.449,2.745,6.504,2.256,4.073,2.912,5.165,2.515,3.574,3.007,2.991,3.555,0.685,2.420
PDY00011,experience_sampling_research_context,8,3.866,5.827,3.449,3.674,6.175,2.450,4.926,2.462,3.028,3.025,3.549,2.436,2.664,3.289,0.484,1.396
PDY00011,experience_sampling_research_context,9,3.866,5.827,3.449,3.437,6.771,2.146,3.733,3.544,3.146,1.234,3.247,1.937,1.125,5.331,0.379,1.720
PDY00011,experience_sampling_research_context,10,3.866,5.827,3.449,3.368,6.928,2.386,4.855,3.770,3.008,1.000,3.854,1.532,3.526,4.447,0.155,1.721
PDY00011,experience_sampling_research_context,11,3.866,5.827,3.449,3.611,6.523,1.898,4.309,3.246,3.025,2.290,2.771,2.301,2.062,4.703,0.378,1.802
PDY00011,experience_sampling_research_context,12,3.866,5.827,3.449,3.558,6.990,1.528,5.383,3.936,3.139,1.618,3.089,1.724,2.436,4.618,0.297,1.953
PDY00011,experience_sampling_research_context,13,3.866,5.827,3.449,3.625,6.993,1.329,3.755,2.336,3.496,1.397,3.256,2.477,3.073,4.761,0.090,2.458
PDY00011,experience_sampling_research_context,14,3.866,5.827,3.449,2.798,5.822,2.155,3.814,1.503,2.738,3.694,2.013,1.639,3.439,3.475,0.942,1.933
PDY00011,experience_sampling_research_context,15,3.866,5.827,3.449,2.437,6.762,2.872,5.018,3.455,4.063,4.247,3.571,3.189,3.526,3.982,0.673,1.784
PDY00011,experience_sampling_research_context,16,3.866,5.827,3.449,2.576,7.000,2.153,2.305,2.258,4.478,1.980,3.313,2.238,2.472,5.878,0.365,2.177
PDY00012,experience_sampling_research_context,1,4.292,5.793,3.287,4.752,6.694,2.136,5.569,3.338,2.264,2.099,4.134,1.767,3.203,4.479,1.048,1.984
PDY00012,experience_sampling_research_context,2,4.292,5.793,3.287,4.068,6.746,1.692,5.308,3.818,4.141,1.869,4.408,1.572,2.759,3.347,0.393,1.573
PDY00012,experience_sampling_research_context,3,4.292,5.793,3.287,3.859,6.047,1.000,5.119,5.098,1.791,1.000,3.233,1.000,1.904,4.854,0.533,2.183
PDY00012,experience_sampling_research_context,4,4.292,5.793,3.287,4.245,6.313,1.465,4.302,3.842,2.956,1.583,3.518,1.416,2.581,5.109,0.372,1.556
PDY00012,experience_sampling_research_context,5,4.292,5.793,3.287,4.223,6.384,1.119,6.338,3.414,3.217,1.332,3.630,1.000,2.296,4.231,0.146,2.040
PDY00012,experience_sampling_research_context,6,4.292,5.793,3.287,4.260,7.000,1.000,4.967,2.960,3.926,2.891,4.176,1.485,3.615,4.692,0.257,2.421
PDY00012,experience_sampling_research_context,7,4.292,5.793,3.287,3.315,4.810,1.000,6.238,5.035,1.399,2.858,4.917,1.000,1.000,5.305,1.045,2.880
PDY00012,experience_sampling_research_context,8,4.292,5.793,3.287,3.762,7.000,2.054,4.293,5.296,4.609,3.966,4.385,2.856,3.809,4.508,1.230,1.746
PDY00012,experience_sampling_research_context,9,4.292,5.793,3.287,3.795,7.000,1.974,5.099,2.307,4.225,3.892,3.225,1.542,2.464,5.379,0.038,1.887
PDY00012,experience_sampling_research_context,10,4.292,5.793,3.287,3.348,6.622,2.344,4.159,2.498,3.525,2.406,2.869,2.089,3.588,3.595,0.399,1.894
PDY00012,experience_sampling_research_context,11,4.292,5.793,3.287,4.404,6.103,1.413,5.710,3.711,2.424,1.000,4.150,1.000,2.731,4.579,0.836,1.954
PDY00012,experience_sampling_research_context,12,4.292,5.793,3.287,3.611,5.990,1.431,2.869,4.086,2.170,2.201,2.658,1.169,2.257,4.748,0.308,2.280
PDY00012,experience_sampling_research_context,13,4.292,5.793,3.287,3.541,6.961,2.084,3.621,3.804,4.685,1.000,2.806,1.735,3.557,5.614,0.565,1.755
PDY00012,experience_sampling_research_context,14,4.292,5.793,3.287,3.651,6.298,1.827,4.631,2.104,3.048,1.647,3.571,1.378,2.436,4.051,0.344,2.281
PDY00012,experience_sampling_research_context,15,4.292,5.793,3.287,3.546,7.000,1.917,5.880,2.919,2.915,1.000,3.344,1.000,3.207,3.746,0.299,2.101
PDY00012,experience_sampling_research_context,16,4.292,5.793,3.287,4.063,6.040,2.442,2.951,4.456,1.600,3.071,3.174,2.175,2.674,4.417,0.667,2.111
PDY00013,experience_sampling_research_context,1,3.648,4.729,5.031,3.493,5.220,3.931,3.785,2.225,3.308,2.913,2.709,1.970,3.655,3.500,0.681,1.732
PDY00013,experience_sampling_research_context,2,3.648,4.729,5.031,3.192,5.325,4.352,3.991,4.105,3.839,2.388,2.886,2.459,3.000,4.483,0.276,1.648
PDY00013,experience_sampling_research_context,3,3.648,4.729,5.031,2.857,4.566,3.873,5.321,4.530,3.067,3.476,3.764,1.963,2.181,6.048,0.524,1.710
PDY00013,experience_sampling_research_context,4,3.648,4.729,5.031,2.621,4.834,4.651,4.221,3.717,4.028,1.813,2.343,3.233,1.924,3.019,0.428,1.473
PDY00013,experience_sampling_research_context,5,3.648,4.729,5.031,2.573,4.454,3.327,6.649,2.104,2.752,1.000,3.526,1.000,2.500,5.085,0.584,2.640
PDY00013,experience_sampling_research_context,6,3.648,4.729,5.031,2.912,4.476,2.796,5.641,3.076,3.713,1.000,3.543,2.295,3.328,3.453,0.298,2.075
PDY00013,experience_sampling_research_context,7,3.648,4.729,5.031,2.841,4.738,4.231,3.720,2.924,4.521,2.351,3.172,2.669,3.723,4.685,0.590,2.033
PDY00013,experience_sampling_research_context,8,3.648,4.729,5.031,2.794,4.905,4.531,4.047,2.297,3.030,1.739,2.888,2.331,2.468,4.391,0.171,1.583
PDY00013,experience_sampling_research_context,9,3.648,4.729,5.031,2.963,5.435,3.273,5.021,4.637,5.529,1.706,3.469,1.565,3.329,4.876,0.652,2.511
PDY00013,experience_sampling_research_context,10,3.648,4.729,5.031,3.192,5.366,4.233,3.190,5.435,3.951,1.217,4.448,1.841,2.250,5.728,0.419,2.019
PDY00013,experience_sampling_research_context,11,3.648,4.729,5.031,2.783,5.201,3.151,7.000,2.524,3.604,2.904,3.712,1.163,3.098,4.186,0.552,2.223
PDY00013,experience_sampling_research_context,12,3.648,4.729,5.031,3.534,5.247,3.129,5.309,4.340,1.070,1.000,4.234,1.000,1.300,4.048,0.273,2.354
PDY00013,experience_sampling_research_context,13,3.648,4.729,5.031,3.066,5.324,2.720,5.158,2.866,2.584,2.794,3.008,1.768,3.185,4.606,0.318,2.756
PDY00013,experience_sampling_research_context,14,3.648,4.729,5.031,2.917,4.900,2.572,5.247,2.873,1.900,1.652,2.821,1.005,2.628,2.507,0.240,2.670
PDY00013,experience_sampling_research_context,15,3.648,4.729,5.031,2.301,5.026,4.429,4.369,4.118,5.326,3.206,3.337,2.778,4.289,4.417,0.867,1.933
PDY00013,experience_sampling_research_context,16,3.648,4.729,5.031,2.736,5.229,4.240,4.424,2.651,2.718,2.421,2.849,2.333,4.089,4.231,0.276,1.966
PDY00014,experience_sampling_research_context,1,3.744,3.080,6.084,2.884,3.276,5.648,4.752,1.538,3.550,2.699,2.797,4.012,4.186,3.720,0.666,1.837
PDY00014,experience_sampling_research_context,2,3.744,3.080,6.084,3.382,4.633,5.085,5.615,2.837,3.569,3.679,2.777,1.839,3.738,4.042,0.806,1.789
PDY00014,experience_sampling_research_context,3,3.744,3.080,6.084,3.990,3.853,4.892,4.888,4.284,5.265,2.368,3.329,2.708,3.568,4.238,0.527,1.918
PDY00014,experience_sampling_research_context,4,3.744,3.080,6.084,3.088,3.104,4.882,4.007,3.776,3.767,1.821,3.017,2.773,3.423,5.054,0.553,1.687
PDY00014,experience_sampling_research_context,5,3.744,3.080,6.084,2.746,4.129,4.281,3.031,5.296,3.462,2.606,3.297,2.982,3.143,5.110,0.656,2.520
PDY00014,experience_sampling_research_context,6,3.744,3.080,6.084,3.569,2.984,4.720,5.918,1.972,2.505,2.424,2.703,1.944,1.908,4.821,0.803,1.834
PDY00014,experience_sampling_research_context,7,3.744,3.080,6.084,2.265,3.174,4.418,5.332,1.602,3.220,1.260,4.058,1.362,1.572,4.211,0.599,2.478
PDY00014,experience_sampling_research_context,8,3.744,3.080,6.084,3.203,3.315,3.867,3.459,1.543,4.043,1.136,2.296,2.850,1.819,5.235,0.543,2.292
PDY00014,experience_sampling_research_context,9,3.744,3.080,6.084,3.126,4.175,3.668,4.381,2.476,3.855,1.410,4.223,1.899,2.287,6.066,0.378,2.613
PDY00014,experience_sampling_research_context,10,3.744,3.080,6.084,2.725,4.021,4.055,4.250,2.718,3.305,1.631,3.158,1.454,2.217,5.912,0.314,2.373
PDY00014,experience_sampling_research_context,11,3.744,3.080,6.084,3.409,3.228,3.680,4.056,3.904,1.988,1.969,3.406,2.204,1.587,4.623,0.617,2.423
PDY00014,experience_sampling_research_context,12,3.744,3.080,6.084,2.797,3.645,4.563,3.310,2.181,3.279,1.000,2.089,2.637,1.699,4.437,0.637,2.486
PDY00014,experience_sampling_research_context,13,3.744,3.080,6.084,3.122,3.140,5.196,5.644,2.409,2.686,3.026,3.743,2.524,3.499,3.140,0.488,1.476
PDY00014,experience_sampling_research_context,14,3.744,3.080,6.084,3.416,4.481,4.736,5.740,2.575,2.406,1.668,2.559,3.297,2.836,4.473,0.699,2.500
PDY00014,experience_sampling_research_context,15,3.744,3.080,6.084,3.310,3.533,4.908,4.669,4.278,3.416,1.279,2.541,2.140,2.835,2.753,0.409,2.235
PDY00014,experience_sampling_research_context,16,3.744,3.080,6.084,3.204,3.726,4.583,4.693,4.421,3.087,2.339,2.376,2.140,3.474,4.006,0.208,1.901
PDY00015,experience_sampling_research_context,1,3.760,4.468,5.281,3.476,5.743,4.455,5.307,3.187,4.862,2.838,3.544,2.625,3.891,4.117,0.898,1.464
PDY00015,experience_sampling_research_context,2,3.760,4.468,5.281,2.970,5.151,3.594,4.901,3.000,3.446,1.321,2.854,1.865,2.484,4.215,0.653,2.484
PDY00015,experience_sampling_research_context,3,3.760,4.468,5.281,3.175,4.368,3.171,4.491,2.537,2.493,1.689,2.468,1.000,2.240,6.337,0.470,2.317
PDY00015,experience_sampling_research_context,4,3.760,4.468,5.281,2.756,4.423,4.291,3.724,3.898,4.011,3.034,3.583,2.922,2.784,3.604,0.532,1.609
PDY00015,experience_sampling_research_context,5,3.760,4.468,5.281,3.011,5.649,2.982,4.679,3.604,3.489,1.090,3.277,1.636,2.863,7.000,0.930,2.783
PDY00015,experience_sampling_research_context,6,3.760,4.468,5.281,3.014,5.760,3.516,5.120,1.802,3.785,3.617,3.033,1.461,3.590,4.955,0.216,2.309
PDY00015,experience_sampling_research_context,7,3.760,4.468,5.281,2.949,5.843,3.689,5.043,2.729,3.482,2.755,3.412,1.718,2.304,5.624,0.107,2.079
PDY00015,experience_sampling_research_context,8,3.760,4.468,5.281,2.468,4.992,4.654,3.666,2.839,3.086,2.099,2.642,2.279,2.441,4.529,0.766,2.324
PDY00015,experience_sampling_research_context,9,3.760,4.468,5.281,3.174,5.022,3.698,3.893,3.370,3.932,1.101,3.503,1.000,2.219,6.010,0.564,2.231
PDY00015,experience_sampling_research_context,10,3.760,4.468,5.281,3.384,4.856,3.353,4.741,1.753,3.624,1.466,3.799,1.229,2.432,5.942,0.240,2.500
PDY00015,experience_sampling_research_context,11,3.760,4.468,5.281,3.759,4.173,2.837,5.521,3.858,4.662,1.000,3.003,1.617,2.271,2.647,0.525,2.026
PDY00015,experience_sampling_research_context,12,3.760,4.468,5.281,3.472,5.270,3.648,3.888,3.961,3.961,2.169,2.811,2.304,3.861,3.962,0.732,2.290
PDY00015,experience_sampling_research_context,13,3.760,4.468,5.281,3.536,4.719,3.872,6.133,2.582,4.683,2.855,4.022,3.016,2.385,4.178,0.280,1.358
PDY00015,experience_sampling_research_context,14,3.760,4.468,5.281,3.014,4.820,4.847,4.122,4.220,3.896,2.429,4.056,3.213,3.129,4.982,0.533,1.887
PDY00015,experience_sampling_research_context,15,3.760,4.468,5.281,2.555,4.774,3.302,5.465,2.575,2.510,1.000,3.380,1.659,1.773,5.071,0.683,2.575
PDY00015,experience_sampling_research_context,16,3.760,4.468,5.281,3.216,4.253,2.303,5.786,3.211,2.138,2.384,4.026,1.258,2.692,5.134,0.727,2.266
PDY00016,experience_sampling_research_context,1,2.918,4.122,5.205,2.230,3.892,3.508,4.803,2.602,3.849,1.656,2.765,1.347,3.672,3.363,0.482,2.214
PDY00016,experience_sampling_research_context,2,2.918,4.122,5.205,2.116,4.336,2.978,3.950,3.103,3.871,1.000,3.346,2.094,3.173,4.723,0.363,2.030
PDY00016,experience_sampling_research_context,3,2.918,4.122,5.205,1.961,5.699,3.182,5.285,3.595,4.373,2.086,4.580,1.266,3.475,6.020,0.574,2.727
PDY00016,experience_sampling_research_context,4,2.918,4.122,5.205,2.597,3.771,3.315,4.521,3.993,1.659,1.704,3.971,2.464,1.394,4.256,0.899,2.241
PDY00016,experience_sampling_research_context,5,2.918,4.122,5.205,2.964,4.551,3.519,4.478,3.056,3.557,1.651,2.965,2.094,2.744,4.167,0.451,1.731
PDY00016,experience_sampling_research_context,6,2.918,4.122,5.205,1.977,4.019,4.591,3.690,3.047,3.350,2.025,2.519,2.911,4.132,4.263,0.864,1.949
PDY00016,experience_sampling_research_context,7,2.918,4.122,5.205,1.528,4.636,3.586,4.542,1.244,4.233,1.000,2.173,2.638,2.776,3.113,0.690,2.984
PDY00016,experience_sampling_research_context,8,2.918,4.122,5.205,2.040,4.269,4.668,4.833,3.814,2.518,2.266,2.937,2.306,2.245,4.989,0.654,1.643
PDY00016,experience_sampling_research_context,9,2.918,4.122,5.205,1.835,4.013,4.072,3.385,1.000,2.754,1.459,1.722,1.833,2.499,4.014,0.352,2.234
PDY00016,experience_sampling_research_context,10,2.918,4.122,5.205,2.532,3.951,4.064,3.509,3.646,2.272,1.346,3.143,2.896,1.878,4.772,0.255,1.628
PDY00016,experience_sampling_research_context,11,2.918,4.122,5.205,1.239,4.275,2.916,5.335,3.229,2.777,1.534,2.710,1.237,2.318,4.493,0.922,2.627
PDY00016,experience_sampling_research_context,12,2.918,4.122,5.205,2.812,5.429,2.950,4.689,2.242,3.534,1.631,3.307,1.283,1.750,5.514,0.920,2.392
PDY00016,experience_sampling_research_context,13,2.918,4.122,5.205,2.637,4.847,3.411,4.674,2.114,4.101,3.172,4.060,2.432,3.578,5.220,0.406,1.903
PDY00016,experience_sampling_research_context,14,2.918,4.122,5.205,2.728,4.469,3.536,3.827,3.723,6.168,1.136,3.473,2.278,3.277,5.030,0.198,2.163
PDY00016,experience_sampling_research_context,15,2.918,4.122,5.205,2.946,4.296,4.656,5.492,1.979,4.301,3.346,3.184,2.367,2.804,5.412,0.503,1.515
PDY00016,experience_sampling_research_context,16,2.918,4.122,5.205,2.516,4.829,3.614,5.045,2.580,4.407,1.960,3.552,2.370,2.670,3.851,0.668,2.080
PDY00017,experience_sampling_research_context,1,4.641,4.273,4.673,5.190,4.187,2.696,4.707,3.202,3.451,1.000,3.011,1.457,2.889,4.213,0.851,2.017
PDY00017,experience_sampling_research_context,2,4.641,4.273,4.673,5.444,4.097,2.177,4.029,3.424,1.000,1.377,3.403,1.000,1.000,3.512,0.287,2.403
PDY00017,experience_sampling_research_context,3,4.641,4.273,4.673,4.413,4.578,2.925,5.059,2.296,3.010,2.269,5.115,2.652,2.621,4.856,0.753,2.250
PDY00017,experience_sampling_research_context,4,4.641,4.273,4.673,4.249,5.193,2.991,5.614,2.780,2.479,1.369,4.281,1.979,1.000,6.290,0.282,2.425
PDY00017,experience_sampling_research_context,5,4.641,4.273,4.673,5.225,4.991,1.887,6.297,4.628,3.743,1.766,4.199,1.000,2.641,3.005,0.761,2.327
PDY00017,experience_sampling_research_context,6,4.641,4.273,4.673,4.384,4.835,2.869,6.420,4.023,3.090,1.595,5.291,1.652,1.895,5.033,0.660,2.231
PDY00017,experience_sampling_research_context,7,4.641,4.273,4.673,4.485,4.022,3.790,2.899,4.314,1.627,2.018,2.617,2.274,1.836,3.706,0.611,1.787
PDY00017,experience_sampling_research_context,8,4.641,4.273,4.673,3.650,4.530,3.529,4.134,2.415,2.838,1.945,3.629,2.238,2.931,4.820,0.534,1.974
PDY00017,experience_sampling_research_context,9,4.641,4.273,4.673,3.989,4.736,2.893,5.447,1.806,2.536,1.000,4.091,1.875,2.789,4.871,0.394,2.385
PDY00017,experience_sampling_research_context,10,4.641,4.273,4.673,4.019,5.558,3.320,5.973,2.067,3.502,3.223,3.284,2.579,3.790,4.068,0.427,2.159
PDY00017,experience_sampling_research_context,11,4.641,4.273,4.673,4.416,4.157,2.621,6.180,2.576,2.041,1.052,4.182,1.511,1.373,4.766,0.832,2.250
PDY00017,experience_sampling_research_context,12,4.641,4.273,4.673,4.927,3.918,1.903,6.014,2.664,1.957,1.000,4.238,2.032,1.377,5.125,0.489,2.859
PDY00017,experience_sampling_research_context,13,4.641,4.273,4.673,4.372,4.601,2.731,4.376,1.613,3.439,1.564,3.371,2.800,2.487,4.456,0.688,2.006
PDY00017,experience_sampling_research_context,14,4.641,4.273,4.673,4.088,4.702,3.262,4.768,3.639,1.863,1.082,2.717,1.274,1.625,4.789,0.305,1.942
PDY00017,experience_sampling_research_context,15,4.641,4.273,4.673,4.527,5.681,2.824,5.245,3.187,3.918,1.983,3.556,1.894,2.715,4.422,0.619,2.395
PDY00017,experience_sampling_research_context,16,4.641,4.273,4.673,5.788,5.533,2.566,4.847,6.168,2.050,1.369,4.052,1.000,1.507,5.452,0.555,2.835
PDY00018,experience_sampling_research_context,1,4.466,4.451,3.886,4.228,4.953,2.203,6.512,2.198,2.224,2.418,4.132,1.177,1.868,3.502,0.753,2.217
PDY00018,experience_sampling_research_context,2,4.466,4.451,3.886,3.670,5.173,2.590,2.748,2.824,4.900,1.677,1.972,2.078,3.028,3.997,0.388,2.110
PDY00018,experience_sampling_research_context,3,4.466,4.451,3.886,4.590,4.460,1.833,4.721,3.777,3.740,1.000,3.581,1.000,3.169,3.260,0.796,2.023
PDY00018,experience_sampling_research_context,4,4.466,4.451,3.886,4.386,4.556,1.673,5.745,4.357,1.477,1.182,3.474,1.401,1.453,4.706,0.153,2.058
PDY00018,experience_sampling_research_context,5,4.466,4.451,3.886,4.478,5.334,1.117,5.452,2.194,4.703,1.803,3.971,2.279,3.257,4.474,0.475,2.312
PDY00018,experience_sampling_research_context,6,4.466,4.451,3.886,5.061,5.296,2.152,4.328,2.866,3.674,1.000,2.704,1.989,3.410,4.367,0.552,2.372
PDY00018,experience_sampling_research_context,7,4.466,4.451,3.886,3.380,5.854,1.662,5.775,2.490,5.672,1.462,3.205,1.897,3.262,4.716,0.910,3.092
PDY00018,experience_sampling_research_context,8,4.466,4.451,3.886,4.470,5.869,1.338,3.955,3.883,4.399,1.000,3.296,1.402,1.734,5.586,0.477,2.329
PDY00018,experience_sampling_research_context,9,4.466,4.451,3.886,4.402,5.067,2.797,4.241,3.073,3.795,2.793,2.947,2.773,3.821,5.516,0.777,1.419
PDY00018,experience_sampling_research_context,10,4.466,4.451,3.886,4.178,5.363,2.462,4.695,4.350,3.602,3.692,3.772,1.925,3.410,5.127,0.285,1.565
PDY00018,experience_sampling_research_context,11,4.466,4.451,3.886,5.364,5.046,2.584,4.133,5.118,3.022,2.853,5.042,1.493,2.282,4.352,0.542,1.990
PDY00018,experience_sampling_research_context,12,4.466,4.451,3.886,4.397,4.368,3.016,4.452,3.653,1.954,2.656,3.013,1.870,1.267,3.948,0.692,1.528
PDY00018,experience_sampling_research_context,13,4.466,4.451,3.886,4.542,4.839,3.524,4.934,3.016,4.403,2.493,3.979,1.934,3.301,4.560,0.374,1.777
PDY00018,experience_sampling_research_context,14,4.466,4.451,3.886,3.981,5.153,2.253,7.000,2.167,3.080,2.155,3.624,1.242,1.865,4.517,0.715,2.092
PDY00018,experience_sampling_research_context,15,4.466,4.451,3.886,4.544,5.188,2.065,4.511,3.230,2.448,2.775,2.495,2.213,3.319,4.922,0.262,2.471
PDY00018,experience_sampling_research_context,16,4.466,4.451,3.886,4.302,4.980,2.190,4.672,1.000,3.824,3.215,3.018,1.418,1.928,5.622,0.192,2.130
PDY00019,experience_sampling_research_context,1,4.635,4.621,4.283,4.832,4.659,3.270,5.051,2.768,3.162,1.485,3.947,2.521,2.295,4.516,1.322,1.845
PDY00019,experience_sampling_research_context,2,4.635,4.621,4.283,4.362,4.287,2.673,3.479,4.412,1.000,2.359,2.778,1.433,1.474,4.389,0.480,2.105
PDY00019,experience_sampling_research_context,3,4.635,4.621,4.283,4.805,5.181,1.723,5.135,1.690,3.999,1.000,2.712,1.109,3.108,5.356,0.762,2.731
PDY00019,experience_sampling_research_context,4,4.635,4.621,4.283,4.943,3.954,3.017,3.926,5.527,1.966,1.430,3.316,1.397,1.842,4.208,0.887,2.229
PDY00019,experience_sampling_research_context,5,4.635,4.621,4.283,4.601,5.395,2.872,5.116,3.164,3.696,1.601,3.115,1.412,2.457,3.738,0.643,2.261
PDY00019,experience_sampling_research_context,6,4.635,4.621,4.283,4.502,5.997,3.011,5.311,3.146,4.317,5.310,3.195,2.578,4.149,4.853,0.280,2.400
PDY00019,experience_sampling_research_context,7,4.635,4.621,4.283,4.511,4.631,2.567,4.779,3.076,3.354,3.085,3.057,2.318,4.687,2.921,0.606,1.907
PDY00019,experience_sampling_research_context,8,4.635,4.621,4.283,4.355,5.074,1.877,4.173,1.819,3.910,2.554,3.490,1.815,2.624,5.779,0.430,2.326
PDY00019,experience_sampling_research_context,9,4.635,4.621,4.283,5.195,5.499,2.611,3.907,4.139,2.266,1.000,2.803,1.000,1.435,5.290,0.666,2.104
PDY00019,experience_sampling_research_context,10,4.635,4.621,4.283,4.818,5.515,1.582,4.079,3.627,4.585,1.000,3.559,1.591,3.363,4.852,0.474,2.302
PDY00019,experience_sampling_research_context,11,4.635,4.621,4.283,5.251,5.972,2.644,5.769,3.072,3.301,1.000,2.988,1.000,3.392,3.635,0.651,2.424
PDY00019,experience_sampling_research_context,12,4.635,4.621,4.283,4.263,4.410,3.336,4.198,2.833,1.856,4.010,2.322,1.752,2.817,4.303,1.081,1.569
PDY00019,experience_sampling_research_context,13,4.635,4.621,4.283,3.973,3.555,2.125,7.000,4.573,1.492,1.054,3.965,1.000,1.088,4.395,0.786,2.560
PDY00019,experience_sampling_research_context,14,4.635,4.621,4.283,4.325,4.851,2.165,5.264,4.227,2.895,1.358,4.049,1.031,2.218,4.161,0.563,1.851
PDY00019,experience_sampling_research_context,15,4.635,4.621,4.283,5.631,4.713,2.774,5.359,4.621,2.579,1.000,3.958,1.627,2.130,4.202,0.684,2.349
PDY00019,experience_sampling_research_context,16,4.635,4.621,4.283,5.069,5.836,2.199,3.909,3.052,2.465,1.347,3.884,1.000,1.736,5.737,0.753,2.208
PDY00020,experience_sampling_research_context,1,4.544,4.322,4.369,4.932,5.557,2.383,4.517,3.512,3.782,1.632,3.352,1.179,3.449,4.430,0.921,2.432
PDY00020,experience_sampling_research_context,2,4.544,4.322,4.369,5.137,4.746,2.234,5.220,3.639,4.287,2.223,3.666,1.000,2.307,4.284,0.388,2.097
PDY00020,experience_sampling_research_context,3,4.544,4.322,4.369,4.319,4.930,2.376,6.275,2.624,3.183,1.943,4.007,1.000,2.183,4.636,0.381,2.391
PDY00020,experience_sampling_research_context,4,4.544,4.322,4.369,4.203,4.334,3.214,3.887,4.111,2.368,2.161,3.328,2.412,3.146,4.282,0.517,1.460
