person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00027,6,quiet_work,4.212,3.665,4.238,2.219,3.659,5.408
PER00027,7,creative_exploration,3.849,3.794,4.245,2.300,3.835,2.211
PER00027,8,social_event,2.807,2.875,3.520,1.445,2.795,3.293
PER00027,9,public_presentation,4.667,3.140,6.038,2.708,4.219,4.661
PER00027,10,quiet_work,3.395,3.547,4.023,2.039,3.577,5.985
PER00027,11,public_presentation,4.328,3.571,5.206,2.655,3.669,5.133
PER00027,12,family_obligation,4.251,3.391,5.724,2.773,3.707,3.946
PER00027,13,ambiguous_conflict,2.813,3.917,3.670,2.053,3.883,3.981
PER00027,14,social_event,3.458,3.436,3.588,1.761,3.174,3.253
PER00028,1,deadline_pressure,4.731,4.482,5.001,3.202,3.666,5.016
PER00028,2,social_event,3.914,3.993,4.606,2.627,2.642,2.687
PER00028,3,creative_exploration,4.340,4.113,3.740,2.198,3.830,3.274
PER00028,4,deadline_pressure,4.831,4.482,5.690,3.644,4.061,4.588
PER00028,5,creative_exploration,3.972,4.112,3.322,1.952,2.838,3.002
PER00028,6,deadline_pressure,5.223,4.521,6.334,4.091,3.744,6.338
PER00028,7,deadline_pressure,3.687,4.345,3.930,2.439,4.021,5.442
PER00028,8,deadline_pressure,4.773,3.652,5.645,2.945,3.991,5.181
PER00028,9,public_presentation,4.854,4.046,7.000,4.046,3.909,5.153
PER00028,10,social_event,3.459,4.046,4.221,2.440,3.651,2.858
PER00028,11,public_presentation,4.446,4.133,5.503,3.249,3.384,3.922
PER00028,12,ambiguous_conflict,4.155,4.030,4.536,2.612,3.795,3.945
PER00028,13,social_event,4.512,4.180,5.372,3.208,3.816,3.264
PER00028,14,ambiguous_conflict,4.626,4.532,3.778,2.446,3.423,3.517
PER00029,1,family_obligation,4.752,3.967,5.306,3.007,3.345,5.024
PER00029,2,team_meeting,3.918,4.092,5.502,3.216,3.577,3.256
PER00029,3,creative_exploration,4.333,4.273,3.165,1.932,3.316,1.231
PER00029,4,family_obligation,3.014,3.810,4.592,2.499,4.006,5.155
PER00029,5,quiet_work,4.029,3.736,4.293,2.291,4.062,6.172
PER00029,6,deadline_pressure,3.404,4.336,5.301,3.284,3.873,6.115
PER00029,7,deadline_pressure,3.899,4.101,4.558,2.670,4.044,5.532
PER00029,8,social_event,3.792,4.600,4.698,3.088,2.409,1.896
PER00029,9,family_obligation,3.747,3.993,4.112,2.346,3.533,4.159
PER00029,10,deadline_pressure,3.814,3.768,3.990,2.148,4.063,6.613
PER00029,11,family_obligation,3.545,3.875,3.909,2.164,3.188,4.530
PER00029,12,team_meeting,3.460,3.936,4.082,2.295,4.368,4.938
PER00029,13,team_meeting,4.500,3.858,5.008,2.760,3.797,3.713
PER00029,14,social_event,3.461,3.419,4.932,2.409,3.324,3.049
PER00030,1,ambiguous_conflict,2.372,2.765,3.816,1.507,2.098,3.430
PER00030,2,quiet_work,3.298,2.905,4.708,1.954,3.404,6.132
PER00030,3,quiet_work,3.400,3.935,3.360,1.889,3.226,6.228
PER00030,4,public_presentation,3.240,2.386,6.763,2.305,2.904,5.410
PER00030,5,public_presentation,5.164,4.153,5.406,3.207,3.617,4.210
PER00030,6,ambiguous_conflict,3.532,3.428,4.186,2.050,2.876,3.150
PER00030,7,family_obligation,3.701,3.173,4.707,2.134,3.453,5.188
PER00030,8,ambiguous_conflict,3.429,2.667,3.430,1.306,2.926,3.481
PER00030,9,creative_exploration,3.161,3.161,4.633,2.092,2.128,2.604
PER00030,10,family_obligation,3.618,3.432,4.900,2.402,3.055,4.517
PER00030,11,family_obligation,3.237,3.069,4.033,1.768,2.508,4.556
PER00030,12,public_presentation,4.410,3.079,6.250,2.749,3.561,6.006
PER00030,13,family_obligation,3.989,3.524,4.007,2.018,3.266,5.106
PER00030,14,ambiguous_conflict,3.461,3.529,4.297,2.167,2.367,3.504
PER00031,1,social_event,4.237,3.534,4.113,2.076,3.810,1.809
PER00031,2,team_meeting,2.895,3.524,4.150,2.089,4.660,4.585
PER00031,3,quiet_work,4.121,3.844,3.452,1.896,4.200,5.680
PER00031,4,ambiguous_conflict,4.341,3.714,4.397,2.333,4.004,3.506
PER00031,5,ambiguous_conflict,3.661,3.940,4.758,2.678,3.963,4.134
PER00031,6,family_obligation,4.286,4.461,3.649,2.326,3.710,4.352
PER00031,7,social_event,3.812,3.796,4.401,2.386,3.929,2.382
PER00031,8,quiet_work,3.098,4.398,2.664,1.674,4.752,6.364
PER00031,9,social_event,4.684,3.796,4.032,2.186,4.249,3.438
PER00031,10,ambiguous_conflict,3.643,3.541,2.733,1.383,3.788,3.518
PER00031,11,deadline_pressure,4.320,4.083,5.379,3.137,4.530,5.246
PER00031,12,family_obligation,4.636,4.337,4.291,2.658,4.653,5.196
PER00031,13,team_meeting,3.778,4.089,4.926,2.877,2.582,5.098
PER00031,14,creative_exploration,4.111,3.969,3.944,2.237,3.347,2.857
PER00032,1,team_meeting,3.865,3.523,4.352,2.190,3.899,4.521
PER00032,2,family_obligation,3.021,3.693,3.419,1.804,3.773,5.100
PER00032,3,quiet_work,3.877,3.626,4.704,2.437,4.326,6.263
PER00032,4,team_meeting,4.324,2.856,4.213,1.719,4.461,3.813
PER00032,5,quiet_work,3.151,3.565,3.567,1.817,3.570,5.807
PER00032,6,social_event,4.153,3.770,5.127,2.761,2.779,2.294
PER00032,7,creative_exploration,4.558,3.773,5.429,2.926,3.120,3.068
PER00032,8,quiet_work,3.183,3.758,3.879,2.083,4.400,6.589
PER00032,9,ambiguous_conflict,3.911,3.580,4.260,2.179,4.182,3.821
PER00032,10,public_presentation,4.762,3.988,5.828,3.321,4.246,5.344
PER00032,11,team_meeting,4.552,3.984,4.128,2.350,3.705,5.112
PER00032,12,deadline_pressure,4.081,4.399,5.614,3.528,3.535,5.919
PER00032,13,ambiguous_conflict,3.766,4.057,4.711,2.730,3.915,3.637
PER00032,14,public_presentation,3.152,3.463,4.059,2.008,4.097,4.194
PER00033,1,deadline_pressure,4.212,3.934,4.426,2.487,4.973,5.661
PER00033,2,family_obligation,4.175,3.760,3.888,2.088,4.925,4.520
PER00033,3,quiet_work,3.976,3.154,3.393,1.529,5.111,5.766
PER00033,4,team_meeting,3.470,3.965,3.903,2.210,5.685,3.885
PER00033,5,deadline_pressure,4.934,4.445,5.616,3.566,4.324,4.975
PER00033,6,creative_exploration,4.206,4.253,2.521,1.531,4.409,2.684
PER00033,7,team_meeting,4.389,3.596,5.007,2.572,5.039,4.440
PER00033,8,deadline_pressure,4.111,3.491,4.660,2.324,3.568,5.418
PER00033,9,public_presentation,5.678,4.427,5.748,3.635,4.153,4.783
PER00033,10,quiet_work,5.492,3.631,5.049,2.619,4.588,5.994
PER00033,11,public_presentation,4.222,3.502,5.592,2.798,5.228,5.185
PER00033,12,quiet_work,4.019,3.393,4.577,2.219,5.446,5.585
PER00033,13,creative_exploration,3.430,3.508,3.375,1.691,4.299,3.691
PER00033,14,deadline_pressure,5.149,3.313,4.356,2.061,4.676,5.891
PER00034,1,creative_exploration,4.439,3.363,4.093,1.967,3.207,2.049
PER00034,2,family_obligation,5.134,3.576,6.058,3.095,4.376,4.054
PER00034,3,team_meeting,4.594,3.607,5.351,2.758,3.361,4.259
PER00034,4,quiet_work,3.886,3.531,4.307,2.172,3.221,5.506
PER00034,5,family_obligation,3.345,3.044,3.978,1.730,3.558,5.067
PER00034,6,social_event,4.062,3.395,4.984,2.417,3.379,2.546
PER00034,7,public_presentation,4.683,2.848,6.838,2.782,4.265,4.538
PER00034,8,social_event,3.368,3.054,4.079,1.779,3.491,3.955
PER00034,9,public_presentation,5.043,4.424,5.909,3.734,3.638,4.658
PER00034,10,family_obligation,4.151,3.341,3.547,1.693,2.244,5.300
PER00034,11,public_presentation,4.489,3.279,5.452,2.554,3.091,5.453
PER00034,12,team_meeting,3.741,3.893,4.596,2.556,3.107,3.467
PER00034,13,social_event,4.407,2.936,4.942,2.073,3.207,2.716
PER00034,14,family_obligation,3.799,3.707,4.758,2.520,3.207,5.881
PER00035,1,public_presentation,4.642,3.729,6.658,3.547,4.394,4.301
PER00035,2,social_event,3.948,3.741,4.630,2.475,3.205,3.090
PER00035,3,deadline_pressure,3.847,3.413,5.717,2.787,4.690,5.150
PER00035,4,team_meeting,3.022,2.871,4.586,1.881,3.643,4.990
PER00035,5,quiet_work,4.366,3.474,3.375,1.675,4.868,6.608
PER00035,6,team_meeting,4.780,3.541,3.165,1.601,4.331,3.486
PER00035,7,social_event,4.929,3.565,5.448,2.775,2.637,2.636
PER00035,8,deadline_pressure,4.430,4.159,6.152,3.655,3.712,6.218
PER00035,9,creative_exploration,3.609,3.050,4.578,1.995,2.324,2.551
PER00035,10,creative_exploration,4.818,3.802,4.508,2.448,3.409,2.831
PER00035,11,creative_exploration,3.611,3.453,3.820,1.884,3.471,2.241
PER00035,12,family_obligation,4.021,3.833,5.577,3.053,4.375,5.231
PER00035,13,quiet_work,3.663,3.832,4.733,2.591,3.016,7.000
PER00035,14,family_obligation,3.343,3.203,4.450,2.036,3.332,4.738
PER00036,1,quiet_work,2.574,2.907,3.171,1.317,2.450,5.233
PER00036,2,public_presentation,3.312,3.429,3.816,1.870,3.052,4.152
PER00036,3,deadline_pressure,3.338,2.901,4.361,1.807,3.942,5.398
PER00036,4,family_obligation,2.410,2.747,3.461,1.358,3.090,5.049
PER00036,5,quiet_work,4.128,3.487,4.239,2.112,3.492,6.015
PER00036,6,creative_exploration,3.775,3.208,3.319,1.521,3.497,2.556
PER00036,7,family_obligation,2.937,2.373,4.374,1.483,2.923,5.350
PER00036,8,social_event,3.687,3.650,4.289,2.236,2.737,2.615
PER00036,9,deadline_pressure,4.497,2.808,4.850,1.946,4.233,6.214
PER00036,10,quiet_work,3.598,3.438,3.860,1.896,4.018,5.699
PER00036,11,deadline_pressure,4.390,2.839,6.286,2.549,3.539,5.872
PER00036,12,creative_exploration,2.873,3.112,3.464,1.540,2.688,3.313
PER00036,13,quiet_work,2.996,2.544,3.742,1.360,3.184,5.450
PER00036,14,public_presentation,2.715,3.291,4.575,2.151,3.291,5.048
PER00037,1,quiet_work,5.400,3.606,4.747,2.445,4.503,5.564
PER00037,2,ambiguous_conflict,3.240,3.238,3.840,1.776,3.390,4.292
PER00037,3,social_event,3.865,3.489,3.619,1.804,4.109,2.659
PER00037,4,deadline_pressure,4.182,3.146,5.248,2.359,4.268,5.656
PER00037,5,ambiguous_conflict,4.135,3.334,4.693,2.235,3.315,2.968
PER00037,6,social_event,3.550,3.572,3.301,1.684,2.668,2.267
PER00037,7,public_presentation,4.645,3.671,7.000,3.671,3.477,5.420
PER00037,8,ambiguous_conflict,5.245,3.228,6.085,2.806,3.558,4.557
PER00037,9,family_obligation,3.366,3.761,4.262,2.290,2.900,4.098
PER00037,10,public_presentation,3.569,3.049,5.772,2.514,4.150,4.744
PER00037,11,creative_exploration,3.983,3.466,3.581,1.773,3.856,2.838
PER00037,12,public_presentation,3.929,3.965,6.371,3.608,3.863,6.365
PER00037,13,ambiguous_conflict,3.531,3.571,3.624,1.849,3.056,3.166
PER00037,14,creative_exploration,3.211,2.951,2.429,1.024,2.287,2.155
PER00038,1,ambiguous_conflict,4.126,2.637,4.905,1.848,3.606,4.677
PER00038,2,deadline_pressure,2.949,2.674,4.116,1.573,3.486,6.754
PER00038,3,quiet_work,3.600,3.148,5.021,2.258,4.022,5.768
PER00038,4,creative_exploration,3.430,2.422,4.936,1.708,2.663,1.489
PER00038,5,public_presentation,4.421,2.799,5.748,2.298,3.660,5.290
PER00038,6,quiet_work,3.316,3.052,3.736,1.629,3.508,5.284
PER00038,7,quiet_work,4.498,3.099,4.840,2.143,4.559,5.040
PER00038,8,ambiguous_conflict,3.699,3.127,4.410,1.970,2.149,3.961
PER00038,9,public_presentation,3.742,3.441,4.144,2.037,4.330,5.355
PER00038,10,creative_exploration,4.149,2.973,3.774,1.603,3.470,2.782
PER00038,11,ambiguous_conflict,4.038,3.029,4.047,1.751,2.564,3.797
PER00038,12,deadline_pressure,4.231,2.581,5.562,2.051,3.593,4.731
PER00038,13,deadline_pressure,4.498,3.200,5.787,2.645,2.848,5.994
PER00038,14,creative_exploration,3.796,2.205,4.896,1.542,3.255,2.624
PER00039,1,deadline_pressure,3.699,3.206,5.092,2.332,4.091,5.398
PER00039,2,public_presentation,5.797,2.808,5.958,2.390,2.891,3.848
PER00039,3,family_obligation,3.956,3.200,4.585,2.096,4.504,5.417
PER00039,4,ambiguous_conflict,3.577,2.629,4.116,1.546,3.964,3.639
PER00039,5,public_presentation,5.043,3.431,6.281,3.078,4.067,5.892
PER00039,6,creative_exploration,2.962,2.786,3.499,1.393,2.763,3.277
PER00039,7,ambiguous_conflict,3.611,4.023,3.683,2.117,4.474,3.536
PER00039,8,quiet_work,3.668,3.305,4.754,2.244,4.331,6.047
PER00039,9,family_obligation,3.295,3.490,4.914,2.450,3.133,5.337
PER00039,10,social_event,4.221,2.646,3.967,1.499,2.803,2.883
PER00039,11,ambiguous_conflict,4.191,3.574,4.635,2.367,4.220,3.784
PER00039,12,quiet_work,3.286,2.569,3.213,1.179,3.587,5.227
PER00039,13,deadline_pressure,4.833,3.117,6.426,2.861,3.390,5.436
PER00039,14,creative_exploration,3.739,3.619,4.070,2.105,3.650,2.496
PER00040,1,quiet_work,3.830,4.311,3.709,2.285,3.622,5.779
PER00040,2,social_event,4.727,4.411,4.341,2.735,3.427,2.681
PER00040,3,family_obligation,3.988,4.932,4.089,2.881,4.124,4.840
PER00040,4,creative_exploration,4.657,4.659,4.330,2.882,3.906,2.884
PER00040,5,family_obligation,5.357,4.470,5.242,3.347,4.237,4.486
PER00040,6,social_event,4.025,3.716,4.793,2.545,3.756,2.699
PER00040,7,public_presentation,5.629,4.039,5.585,3.223,4.156,4.858
PER00040,8,public_presentation,5.127,3.964,6.615,3.746,3.485,5.075
PER00040,9,social_event,4.665,3.439,5.599,2.751,3.480,2.850
PER00040,10,family_obligation,3.961,3.936,3.158,1.776,3.489,4.440
PER00040,11,social_event,4.193,4.018,3.597,2.065,2.729,3.444
PER00040,12,deadline_pressure,4.723,4.449,5.486,3.486,4.524,5.566
PER00040,13,family_obligation,4.584,4.189,4.489,2.687,3.259,4.645
PER00040,14,deadline_pressure,4.963,3.765,6.174,3.321,4.087,5.632
PER00041,1,social_event,3.490,3.304,3.048,1.439,3.659,3.067
PER00041,2,ambiguous_conflict,5.055,3.981,5.091,2.895,3.259,2.214
PER00041,3,team_meeting,3.999,4.034,4.023,2.318,3.038,3.519
PER00041,4,ambiguous_conflict,4.294,3.908,4.811,2.686,3.232,3.351
PER00041,5,deadline_pressure,3.798,3.810,5.686,3.095,3.060,5.672
PER00041,6,creative_exploration,4.408,3.371,4.291,2.066,3.053,1.145
PER00041,7,deadline_pressure,3.901,2.921,4.312,1.800,3.305,5.405
PER00041,8,family_obligation,2.497,3.327,3.762,1.788,3.823,5.409
PER00041,9,creative_exploration,3.340,3.443,3.968,1.952,3.783,3.213
PER00041,10,deadline_pressure,4.036,3.743,5.388,2.881,3.473,5.771
PER00041,11,social_event,3.999,3.891,4.771,2.652,3.113,2.251
PER00041,12,ambiguous_conflict,4.079,3.999,4.492,2.566,2.674,3.694
PER00041,13,deadline_pressure,4.243,3.607,4.712,2.428,2.964,5.334
PER00041,14,social_event,3.177,3.544,5.036,2.550,3.928,3.523
PER00042,1,quiet_work,3.747,3.328,3.520,1.674,3.004,5.782
PER00042,2,creative_exploration,3.212,2.740,2.892,1.132,2.906,2.715
PER00042,3,public_presentation,4.523,3.777,6.964,3.757,2.348,5.067
PER00042,4,team_meeting,3.345,2.828,4.716,1.906,2.352,3.517
PER00042,5,team_meeting,3.435,3.563,3.902,1.986,2.805,5.256
PER00042,6,family_obligation,3.945,3.372,3.823,1.842,3.053,4.641
PER00042,7,creative_exploration,3.496,3.403,3.627,1.763,1.811,2.944
PER00042,8,team_meeting,4.960,3.485,4.361,2.171,3.059,4.530
PER00042,9,public_presentation,4.464,3.263,6.505,3.032,3.684,4.379
PER00042,10,creative_exploration,3.164,3.938,2.827,1.591,2.529,2.389
PER00042,11,deadline_pressure,4.346,3.650,4.861,2.535,3.572,5.504
PER00042,12,family_obligation,4.439,4.034,3.766,2.170,3.588,4.505
PER00042,13,deadline_pressure,3.737,3.439,5.696,2.798,3.384,5.985
PER00042,14,deadline_pressure,3.679,3.626,5.387,2.791,3.008,5.508
PER00043,1,public_presentation,3.881,3.392,3.911,1.895,4.009,4.933
PER00043,2,team_meeting,4.502,3.831,4.938,2.702,3.315,4.113
PER00043,3,team_meeting,3.414,3.161,3.705,1.673,3.289,4.823
PER00043,4,creative_exploration,3.567,3.637,2.474,1.286,3.276,2.734
PER00043,5,team_meeting,3.924,3.341,4.569,2.180,3.540,4.338
PER00043,6,deadline_pressure,4.319,4.351,5.415,3.366,3.881,6.277
PER00043,7,family_obligation,3.415,3.453,4.560,2.250,3.578,5.451
PER00043,8,public_presentation,5.541,3.343,6.606,3.155,4.134,5.502
PER00043,9,social_event,4.408,3.455,4.677,2.308,3.254,3.187
PER00043,10,team_meeting,4.226,3.143,5.592,2.511,4.086,4.120
PER00043,11,public_presentation,3.347,3.299,5.373,2.532,3.698,4.905
PER00043,12,family_obligation,3.839,3.099,5.089,2.253,3.041,5.171
PER00043,13,team_meeting,3.851,3.779,5.062,2.732,4.104,5.318
PER00043,14,quiet_work,4.443,3.615,4.456,2.301,3.100,6.001
PER00044,1,family_obligation,4.039,3.758,3.935,2.113,4.788,4.528
PER00044,2,team_meeting,4.414,4.106,4.896,2.872,3.666,4.174
PER00044,3,creative_exploration,5.168,3.810,4.700,2.558,3.080,3.199
PER00044,4,family_obligation,4.978,3.396,5.315,2.579,4.279,5.608
PER00044,5,ambiguous_conflict,5.262,3.612,4.743,2.448,4.266,3.889
PER00044,6,family_obligation,3.868,3.762,4.634,2.491,3.648,4.708
PER00044,7,creative_exploration,3.652,3.247,4.138,1.920,2.817,2.232
PER00044,8,ambiguous_conflict,3.576,3.704,4.878,2.581,2.468,3.321
PER00044,9,ambiguous_conflict,3.636,3.866,3.659,2.021,2.965,3.054
PER00044,10,deadline_pressure,4.713,3.796,4.599,2.494,3.783,4.434
PER00044,11,quiet_work,3.544,3.704,2.763,1.462,3.462,5.862
PER00044,12,team_meeting,3.260,3.518,4.730,2.377,3.940,4.546
PER00044,13,public_presentation,3.455,4.038,5.090,2.936,3.290,5.006
PER00044,14,social_event,5.531,4.448,6.163,3.916,4.101,3.139
PER00045,1,creative_exploration,3.723,3.236,3.722,1.721,4.000,1.924
PER00045,2,creative_exploration,4.547,3.389,4.522,2.189,4.000,2.451
PER00045,3,creative_exploration,3.890,3.874,3.184,1.762,3.316,3.222
PER00045,4,team_meeting,3.226,3.757,4.978,2.672,4.009,5.306
PER00045,5,social_event,4.359,2.906,5.268,2.187,3.513,2.027
PER00045,6,deadline_pressure,4.746,3.479,5.063,2.516,3.497,6.102
PER00045,7,family_obligation,4.099,3.284,4.994,2.343,3.711,5.879
PER00045,8,social_event,4.334,3.442,2.783,1.368,3.849,2.381
PER00045,9,quiet_work,2.918,3.005,4.399,1.889,3.732,4.681
PER00045,10,creative_exploration,3.967,3.607,2.530,1.304,3.787,2.661
PER00045,11,quiet_work,4.205,4.392,4.202,2.636,3.537,6.315
PER00045,12,public_presentation,4.445,3.372,5.443,2.622,4.340,5.280
PER00045,13,ambiguous_conflict,3.929,3.542,5.339,2.702,3.829,2.928
PER00045,14,social_event,3.185,3.435,3.416,1.677,3.450,2.677
PER00046,1,social_event,3.390,3.521,4.601,2.314,3.478,2.113
PER00046,2,quiet_work,3.892,3.238,3.718,1.720,3.958,6.293
PER00046,3,quiet_work,4.224,4.165,4.292,2.554,4.033,5.773
PER00046,4,family_obligation,5.093,3.672,5.041,2.645,3.879,4.580
PER00046,5,public_presentation,4.256,3.539,5.602,2.832,3.530,4.885
PER00046,6,team_meeting,4.060,3.744,3.738,1.999,3.476,3.747
PER00046,7,creative_exploration,4.174,3.708,3.302,1.749,3.663,2.026
PER00046,8,team_meeting,4.977,3.766,5.101,2.744,3.774,3.266
PER00046,9,team_meeting,4.356,3.845,4.578,2.515,3.267,3.571
PER00046,10,creative_exploration,3.899,3.938,3.574,2.011,4.010,3.231
PER00046,11,ambiguous_conflict,3.397,3.808,3.276,1.782,4.140,3.396
PER00046,12,creative_exploration,3.016,3.274,3.630,1.698,3.120,1.457
PER00046,13,family_obligation,4.259,3.445,4.839,2.381,5.063,4.795
PER00046,14,public_presentation,4.821,4.411,5.470,3.447,3.840,4.626
PER00047,1,social_event,4.141,3.600,5.603,2.882,3.715,4.233
PER00047,2,deadline_pressure,4.272,3.817,5.605,3.056,3.397,5.115
PER00047,3,social_event,3.308,3.054,3.289,1.435,2.620,2.298
PER00047,4,quiet_work,3.790,3.396,3.770,1.829,3.670,5.969
PER00047,5,social_event,3.020,3.539,4.480,2.265,2.648,2.346
PER00047,6,social_event,3.823,3.247,4.055,1.881,4.292,3.502
PER00047,7,quiet_work,3.753,3.655,4.481,2.340,2.913,6.141
PER00047,8,social_event,4.270,3.890,4.649,2.583,3.396,2.673
PER00047,9,creative_exploration,3.903,3.271,2.434,1.137,4.137,2.830
PER00047,10,ambiguous_conflict,5.096,3.392,4.588,2.223,3.069,3.904
PER00047,11,team_meeting,3.690,3.798,3.322,1.802,3.554,4.284
PER00047,12,family_obligation,3.251,3.077,3.685,1.620,4.280,4.823
PER00047,13,team_meeting,3.879,3.950,3.406,1.922,3.494,4.920
PER00047,14,public_presentation,4.988,3.550,5.944,3.015,3.536,5.232
PER00048,1,quiet_work,3.285,4.586,2.159,1.415,4.784,6.604
PER00048,2,deadline_pressure,3.926,3.991,4.154,2.368,4.644,5.452
PER00048,3,public_presentation,4.849,4.166,5.767,3.432,3.942,4.985
PER00048,4,social_event,4.774,4.930,4.524,3.186,4.712,2.370
PER00048,5,quiet_work,3.833,3.927,4.459,2.501,3.768,4.753
PER00048,6,ambiguous_conflict,3.362,4.472,3.416,2.182,3.633,3.938
PER00048,7,team_meeting,4.920,4.583,5.292,3.465,3.827,5.513
PER00048,8,family_obligation,4.956,4.138,4.884,2.887,3.854,4.320
PER00048,9,ambiguous_conflict,4.320,4.557,4.789,3.117,5.034,4.686
PER00048,10,social_event,3.511,4.428,4.471,2.829,3.474,2.230
PER00048,11,ambiguous_conflict,5.272,4.345,5.131,3.185,3.646,3.384
PER00048,12,creative_exploration,4.689,4.752,3.495,2.373,4.313,2.524
PER00048,13,public_presentation,5.425,4.172,6.810,4.059,4.164,4.988
PER00048,14,team_meeting,4.984,3.579,5.682,2.905,4.525,5.179
PER00049,1,quiet_work,3.442,2.851,5.293,2.156,2.798,5.701
PER00049,2,creative_exploration,4.214,2.008,4.622,1.326,1.729,2.363
PER00049,3,deadline_pressure,4.818,2.727,5.323,2.074,2.883,5.525
PER00049,4,public_presentation,4.299,2.753,7.000,2.753,2.380,4.806
PER00049,5,ambiguous_conflict,2.965,2.352,4.566,1.534,2.917,3.841
PER00049,6,ambiguous_conflict,2.956,2.582,3.261,1.203,1.360,2.891
PER00049,7,family_obligation,3.113,2.986,3.473,1.482,3.264,4.491
PER00049,8,family_obligation,3.248,2.148,3.718,1.141,3.462,5.987
PER00049,9,public_presentation,2.860,1.807,5.503,1.421,2.106,5.113
PER00049,10,family_obligation,2.708,2.239,3.409,1.090,1.940,4.529
PER00049,11,public_presentation,3.052,1.999,5.337,1.524,3.346,4.950
PER00049,12,creative_exploration,2.145,1.911,2.512,0.686,2.461,3.177
PER00049,13,creative_exploration,3.039,2.768,3.634,1.437,1.759,1.982
PER00049,14,public_presentation,3.657,2.686,5.904,2.266,2.343,5.744
PER00050,1,family_obligation,4.407,4.486,4.298,2.754,4.367,5.927
PER00050,2,public_presentation,5.344,4.898,5.387,3.770,4.477,4.219
PER00050,3,creative_exploration,4.454,5.521,2.760,2.177,3.710,2.609
PER00050,4,family_obligation,4.813,4.821,4.304,2.964,4.314,3.994
PER00050,5,family_obligation,5.156,5.321,4.987,3.791,5.229,5.127
PER00050,6,family_obligation,4.624,4.909,5.112,3.585,4.706,5.002
