person_id,conscientiousness_score,extraversion_score,neuroticism_score,identity_coherence,life_satisfaction,social_functioning,developmental_integration,measurement_reliability_index,identity_trait_alignment_index,person_situation_sensitivity_index,responsible_interpretation_index,mean_behavior_score,mean_situation_strength,mean_observed_regulation,mean_contextual_constraint
PER00851,5.152,2.877,3.000,2.569,3.571,3.663,3.938,7.247,3.848,4.789,5.368,4.510,4.634,4.341,3.730
PER00852,4.191,4.394,2.077,2.758,2.806,3.333,2.575,7.173,3.713,4.529,5.116,4.249,4.762,4.360,4.396
PER00853,3.090,4.768,5.482,1.991,1.704,3.086,1.831,8.310,2.518,4.491,5.010,3.647,4.252,3.072,4.771
PER00854,4.373,4.414,4.538,3.049,2.691,3.182,3.439,7.572,4.185,4.555,5.269,3.946,4.365,3.732,3.813
PER00855,5.010,3.123,5.209,1.539,2.054,3.590,2.426,8.653,3.081,4.294,5.236,3.946,4.137,3.816,4.441
PER00856,3.025,1.181,2.633,2.492,1.523,2.512,2.597,7.515,3.464,3.346,4.519,3.397,4.527,3.498,4.267
PER00857,3.735,4.060,5.213,2.156,2.028,2.841,2.535,7.877,3.167,4.200,5.154,3.597,4.390,3.149,4.031
PER00858,6.253,4.720,4.125,4.614,3.748,3.649,3.936,6.851,5.192,4.636,5.414,4.655,4.531,4.582,4.417
PER00859,2.969,3.423,4.899,2.683,3.058,3.354,2.950,7.278,2.718,4.409,4.632,3.891,4.650,3.184,4.910
PER00860,3.284,3.306,3.589,2.744,2.896,4.228,3.217,7.796,2.625,4.833,4.976,3.804,4.213,3.663,5.453
PER00861,3.269,4.057,3.067,2.749,2.438,3.543,2.442,7.919,2.976,4.323,4.686,4.087,4.867,3.552,4.260
PER00862,3.406,3.196,5.354,1.567,1.164,2.845,3.046,8.322,2.818,4.383,5.778,3.915,4.672,3.401,4.171
PER00863,3.109,2.362,5.426,1.917,2.188,2.961,2.767,8.688,2.871,4.309,4.545,3.403,4.401,2.823,4.293
PER00864,4.634,3.512,3.775,3.079,2.621,4.454,2.834,8.337,3.204,4.631,5.516,4.121,4.521,3.894,4.760
PER00865,3.991,3.918,4.837,3.566,2.053,3.116,2.849,8.211,3.538,4.508,5.458,3.953,4.464,3.673,4.464
PER00866,4.560,5.197,2.513,3.991,3.392,4.061,2.787,7.448,4.819,4.775,5.530,4.291,4.456,3.966,3.810
PER00867,4.689,1.739,3.305,2.967,1.781,2.969,3.639,8.243,3.891,4.298,5.574,3.988,4.465,4.140,4.468
PER00868,5.770,2.515,2.075,4.148,3.028,3.320,4.706,7.479,4.500,4.940,5.089,4.598,4.575,4.708,4.395
PER00869,3.789,3.366,2.190,3.259,2.620,2.640,2.665,7.954,3.216,4.586,5.422,3.927,4.185,4.020,4.512
PER00870,4.115,3.857,3.343,2.707,2.195,3.636,3.172,6.976,3.544,4.788,4.819,4.058,4.529,3.969,4.738
PER00871,4.766,5.887,3.194,4.428,3.586,4.537,3.823,7.433,4.728,4.756,5.842,4.382,4.401,4.247,5.072
PER00872,2.802,4.320,5.888,2.302,2.670,3.726,1.354,8.142,2.179,4.562,5.091,3.743,4.630,2.776,3.909
PER00873,3.257,2.908,1.327,2.444,2.943,3.349,3.407,8.074,3.951,4.837,5.794,4.260,5.038,4.031,4.758
PER00874,2.871,4.574,3.628,3.209,2.394,4.443,3.047,8.038,3.960,4.787,5.607,3.900,4.473,3.314,4.240
PER00875,4.829,3.824,5.080,3.119,2.916,4.043,2.645,7.948,3.151,4.745,4.992,4.439,4.844,3.844,4.301
PER00876,6.453,4.437,2.099,3.616,3.101,4.577,3.761,8.242,4.699,5.115,5.709,4.894,4.184,5.091,4.348
PER00877,3.828,4.201,4.785,2.194,2.614,3.881,2.751,7.901,3.361,4.943,5.164,4.219,4.961,3.753,4.753
PER00878,4.274,3.567,4.334,2.482,1.652,3.020,2.832,7.628,2.729,4.492,5.080,3.744,4.594,3.662,4.389
PER00879,3.844,5.041,5.554,2.835,2.821,3.024,2.661,8.211,3.883,4.325,5.818,3.986,4.432,3.475,5.200
PER00880,4.182,4.471,3.751,3.918,2.954,2.441,3.334,7.684,4.458,5.034,5.387,4.343,4.875,3.810,3.936
PER00881,3.460,4.364,4.699,3.053,2.349,3.182,2.760,7.522,3.582,4.576,5.491,3.393,4.077,3.188,3.528
PER00882,4.209,3.658,2.207,3.890,2.341,3.119,3.437,8.463,4.215,4.350,5.523,4.096,4.536,3.883,3.723
PER00883,4.967,4.937,4.654,2.853,2.692,4.434,3.073,7.385,3.462,4.941,5.116,4.458,4.659,3.822,3.629
PER00884,3.193,2.779,6.845,1.900,1.277,2.264,1.881,8.840,2.159,4.123,5.310,3.160,4.383,2.634,4.267
PER00885,3.071,4.534,2.019,3.329,3.338,3.068,2.860,7.944,4.184,4.020,5.179,3.625,4.088,3.643,4.049
PER00886,3.781,5.022,5.457,2.418,2.349,3.349,3.003,8.585,4.035,4.090,5.801,3.828,4.458,3.395,3.788
PER00887,3.910,3.707,3.070,1.991,2.984,4.117,3.387,8.164,3.286,4.169,5.339,4.255,4.492,3.676,4.322
PER00888,3.984,3.391,4.376,1.820,2.353,2.193,2.981,8.221,3.314,4.352,5.115,3.730,4.568,3.493,4.466
PER00889,4.177,3.546,1.893,2.160,3.115,3.653,2.553,8.069,3.688,4.741,5.531,4.052,4.219,4.055,4.284
PER00890,3.619,4.631,1.769,2.623,3.168,4.359,2.642,7.546,3.795,4.333,4.655,4.131,4.682,4.119,4.607
PER00891,2.535,5.531,5.771,3.124,1.966,2.570,1.664,7.750,2.736,4.814,4.517,3.564,4.733,2.961,4.532
PER00892,4.806,3.846,3.480,3.223,2.986,3.683,4.011,7.318,3.810,4.954,5.174,3.995,4.156,4.110,3.874
PER00893,4.596,3.557,4.135,2.730,2.475,3.010,3.952,7.702,3.655,4.502,5.006,3.909,3.951,3.889,4.474
PER00894,5.249,6.686,3.715,3.509,3.547,5.034,3.945,8.050,4.054,4.853,5.546,4.412,4.141,4.245,4.499
PER00895,4.729,4.449,4.141,1.714,2.947,3.915,2.690,7.968,3.270,4.592,4.984,4.218,4.196,3.841,4.556
PER00896,4.558,2.893,4.854,1.338,1.432,3.106,2.723,8.120,3.341,4.355,5.707,3.736,4.016,3.737,4.149
PER00897,3.839,4.127,3.330,2.596,2.847,3.560,2.835,7.900,3.492,4.826,5.454,3.951,4.160,3.611,4.604
PER00898,5.250,4.132,2.282,3.198,3.127,3.166,4.249,8.101,4.098,4.701,5.354,4.508,4.217,4.370,3.965
PER00899,6.482,3.980,3.465,3.675,3.326,4.082,3.819,7.577,4.718,5.570,5.630,4.733,4.468,4.940,4.361
PER00900,5.301,3.933,4.968,2.298,2.480,3.720,3.673,8.740,3.824,4.608,5.829,4.134,4.441,4.029,4.450
