person_id,assessment_context,extraversion,agreeableness,conscientiousness,neuroticism,openness,extraversion_category,conscientiousness_category,neuroticism_category,profile_type,synthetic_cluster,nearest_threshold_distance,near_threshold_boundary,cluster_boundary_margin,near_cluster_boundary,dimensional_signal_strength,information_loss_index,well_being,collaboration_score,reflective_utility_score
TTD00544,popular_typology_context,4.880,4.894,5.988,1.987,5.763,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.550,0,1.273,0,1.508,0.775,4.228,4.513,1.957
TTD00545,popular_typology_context,5.674,5.716,6.185,2.002,4.590,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.260,0,0.747,0,1.632,0.730,4.252,6.227,1.612
TTD00546,popular_typology_context,4.595,5.211,4.547,3.089,5.552,higher,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.217,0,0.124,1,0.963,1.445,4.044,5.077,2.545
TTD00547,popular_typology_context,5.497,5.934,6.110,3.184,4.984,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.486,0,0.299,1,1.468,1.151,4.071,5.533,1.411
TTD00548,popular_typology_context,4.614,5.175,5.185,2.173,5.439,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.284,0,1.041,0,1.248,0.894,4.100,5.040,2.276
TTD00549,popular_typology_context,4.814,5.075,5.984,2.463,4.866,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.484,0,1.385,0,1.255,0.890,4.104,4.677,2.245
TTD00550,popular_typology_context,4.112,4.468,7.000,3.351,5.110,moderate,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.138,1,1.001,0,1.068,1.425,4.551,3.916,1.905
TTD00551,popular_typology_context,2.703,3.961,5.694,4.922,4.023,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.291,0,1.114,0,0.795,1.251,2.435,3.759,2.070
TTD00552,popular_typology_context,3.146,4.309,4.546,6.442,4.036,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.021,1,1.148,0,0.838,1.624,2.051,3.544,2.109
TTD00553,popular_typology_context,1.294,4.067,5.910,5.623,4.531,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.201,0,1.276,0,1.367,0.834,2.713,3.137,2.487
TTD00554,popular_typology_context,2.989,5.988,4.041,5.067,4.404,lower,moderate,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.074,1,0.559,0,0.902,1.560,2.132,4.283,2.477
TTD00555,popular_typology_context,2.799,5.217,4.944,5.737,4.759,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.429,0,1.585,0,1.171,0.937,2.918,3.966,2.008
TTD00556,popular_typology_context,2.461,5.044,4.867,5.488,4.888,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.537,0,1.217,0,1.165,0.941,3.556,3.658,2.576
TTD00557,popular_typology_context,2.346,5.192,5.305,5.622,4.631,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.301,0,1.803,0,1.281,0.876,2.078,3.872,2.607
TTD00558,popular_typology_context,3.080,4.876,5.311,5.338,3.919,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.249,0,1.502,0,0.905,1.137,2.526,3.858,2.288
TTD00559,popular_typology_context,2.487,4.761,5.026,6.233,3.577,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.093,1,1.664,0,1.191,1.346,2.525,3.436,1.417
TTD00560,popular_typology_context,3.985,5.682,5.635,5.767,3.622,moderate,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.048,1,1.154,0,1.096,1.406,3.371,4.527,1.445
TTD00561,popular_typology_context,1.989,4.358,5.618,6.054,4.535,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.028,1,1.745,0,1.315,1.279,2.769,2.432,2.614
TTD00562,popular_typology_context,2.230,5.135,5.043,5.359,5.440,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.713,0,0.633,0,1.349,0.843,3.127,3.587,1.522
TTD00563,popular_typology_context,2.974,5.163,6.353,5.181,4.569,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.239,0,1.798,0,1.258,0.888,2.969,4.424,2.180
TTD00564,popular_typology_context,3.321,5.117,5.301,5.028,4.537,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.207,0,1.398,0,0.932,1.112,2.927,3.853,2.625
TTD00565,popular_typology_context,3.162,4.775,5.773,5.295,3.953,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.283,0,1.619,0,0.945,1.101,2.791,4.363,2.104
TTD00566,popular_typology_context,3.795,4.873,5.251,5.753,4.486,moderate,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.125,1,1.336,0,0.914,1.549,2.937,2.840,2.554
TTD00567,popular_typology_context,2.761,3.413,6.458,5.544,4.571,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.241,0,1.405,0,1.280,0.877,2.159,3.827,2.198
TTD00568,popular_typology_context,2.539,4.398,3.886,5.703,4.549,lower,moderate,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.068,1,0.516,1,0.845,1.976,1.726,3.384,2.116
TTD00569,popular_typology_context,3.174,5.234,6.242,5.608,5.306,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.496,0,1.505,0,1.443,0.801,3.366,4.041,1.643
TTD00570,popular_typology_context,3.740,4.698,5.221,5.419,4.852,moderate,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.070,1,1.190,0,0.890,1.571,2.889,3.740,2.369
TTD00571,popular_typology_context,2.335,6.090,5.742,5.869,4.789,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.459,0,1.629,0,1.631,0.731,3.539,4.519,1.874
TTD00572,popular_typology_context,3.630,5.324,4.999,5.264,4.569,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.040,1,1.106,0,0.905,1.557,2.770,4.844,2.493
TTD00573,popular_typology_context,5.858,3.149,2.850,4.843,3.954,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.284,0,1.770,0,0.950,1.097,2.011,3.705,1.875
TTD00574,popular_typology_context,5.058,2.954,3.122,4.832,4.598,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.268,0,1.390,0,0.882,1.159,1.916,3.944,2.786
TTD00575,popular_typology_context,5.077,2.589,2.580,5.444,3.391,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.279,0,1.647,0,1.192,0.925,1.826,3.242,2.084
TTD00576,popular_typology_context,4.857,2.613,1.811,5.020,4.053,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.277,0,1.828,0,1.101,0.982,1.396,2.933,2.379
TTD00577,popular_typology_context,5.780,3.267,3.403,5.550,3.772,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.102,1,1.342,0,0.978,1.493,1.565,3.787,2.265
TTD00578,popular_typology_context,5.555,3.546,2.369,4.780,4.582,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.124,1,1.725,0,1.000,1.475,1.976,3.320,2.317
TTD00579,popular_typology_context,5.066,3.445,3.403,3.716,4.083,higher,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.046,1,0.057,1,0.517,2.481,1.546,3.369,2.825
TTD00580,popular_typology_context,5.017,3.180,3.142,4.813,3.118,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.483,0,0.781,0,0.878,1.163,1.518,3.393,1.788
TTD00581,popular_typology_context,5.316,3.813,2.009,5.807,4.852,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.143,1,1.619,0,1.231,1.323,1.375,4.412,1.652
TTD00582,popular_typology_context,4.398,2.909,3.751,4.174,3.871,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.068,1,0.349,1,0.408,2.774,1.000,4.381,2.160
TTD00583,popular_typology_context,4.740,3.000,1.785,4.957,3.228,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.410,0,1.406,0,1.137,0.959,1.467,2.782,2.725
TTD00584,popular_typology_context,5.766,2.710,2.298,4.953,3.509,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.161,1,1.916,0,1.240,1.318,1.404,3.731,1.764
TTD00585,popular_typology_context,6.128,2.215,2.736,5.868,4.305,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.025,1,1.981,0,1.470,1.210,1.000,3.431,1.990
TTD00586,popular_typology_context,4.480,3.000,2.889,5.663,4.581,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.150,1,1.223,0,0.967,1.502,1.015,3.257,2.778
TTD00587,popular_typology_context,4.732,2.826,2.497,5.653,3.456,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.214,0,1.477,0,1.121,0.969,1.000,2.809,1.899
TTD00588,popular_typology_context,4.784,3.656,2.899,4.679,4.261,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.014,1,0.816,0,0.634,1.895,1.335,3.180,1.915
TTD00589,popular_typology_context,5.112,2.519,2.441,5.236,5.064,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.734,0,1.791,0,1.291,0.871,1.473,3.481,2.244
TTD00590,popular_typology_context,4.968,3.514,2.817,5.149,4.858,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.156,1,1.295,0,0.929,1.535,2.135,3.642,2.720
TTD00591,popular_typology_context,4.276,3.581,2.716,5.310,3.550,moderate,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.054,1,0.660,0,0.748,1.729,1.295,4.205,2.248
TTD00592,popular_typology_context,4.407,3.021,3.438,5.031,3.702,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.032,1,0.408,1,0.656,2.220,1.302,3.263,1.501
TTD00593,popular_typology_context,4.800,3.659,2.164,5.798,4.300,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.011,1,1.474,0,1.015,1.464,1.774,3.256,1.580
TTD00594,popular_typology_context,5.632,3.617,2.397,4.644,3.734,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.053,1,1.511,0,0.906,1.557,1.000,3.755,2.609
TTD00595,popular_typology_context,2.397,3.868,4.478,4.263,5.326,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.067,1,1.031,0,0.760,1.713,2.202,3.066,1.485
TTD00596,popular_typology_context,2.083,4.700,4.314,4.250,5.980,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.016,1,1.577,0,1.032,1.451,2.580,3.409,3.171
TTD00597,popular_typology_context,2.963,4.208,3.474,4.424,5.472,lower,lower,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.094,1,0.953,0,0.734,1.747,2.882,3.043,2.523
TTD00598,popular_typology_context,3.752,3.624,4.233,3.533,6.378,moderate,moderate,lower,mixed_dimensional_profile,open_reflective_introverted_profile,0.046,1,0.961,0,0.740,1.738,3.059,4.490,1.955
TTD00599,popular_typology_context,1.634,4.174,3.655,4.028,5.541,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.015,1,1.488,0,0.891,1.570,3.038,2.908,2.146
TTD00600,popular_typology_context,3.215,5.388,4.142,4.788,5.856,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.188,0,0.777,0,0.992,1.062,3.407,3.831,2.400
TTD00601,popular_typology_context,3.045,5.177,5.350,4.312,5.501,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.018,1,0.039,1,1.059,1.791,3.462,4.277,2.511
TTD00602,popular_typology_context,2.310,3.345,4.392,3.524,6.093,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.062,1,1.507,0,1.061,1.429,2.690,3.435,2.493
TTD00603,popular_typology_context,1.790,4.965,5.598,4.842,5.293,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.512,0,0.589,0,1.382,0.828,3.289,3.412,2.025
TTD00604,popular_typology_context,1.725,4.181,5.734,3.409,6.081,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.149,1,0.870,0,1.372,1.252,2.455,3.755,2.277
TTD00605,popular_typology_context,2.008,5.082,3.904,4.616,7.000,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.234,0,1.595,0,1.357,0.839,3.437,4.443,2.051
TTD00606,popular_typology_context,2.641,4.505,4.511,4.776,6.681,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.175,1,1.447,0,1.166,1.360,2.410,3.081,2.488
TTD00607,popular_typology_context,2.550,3.741,3.919,4.314,6.050,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.016,1,1.803,0,0.831,1.632,2.056,3.454,1.625
TTD00608,popular_typology_context,4.092,4.474,4.664,5.111,6.228,moderate,higher,higher,overcontrolled_sensitive_type,open_reflective_introverted_profile,0.144,1,0.519,1,0.914,1.909,2.849,4.494,2.691
TTD00609,popular_typology_context,2.993,4.109,4.294,4.153,6.080,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.036,1,1.903,0,0.728,1.754,2.339,3.260,2.210
TTD00610,popular_typology_context,3.089,3.631,3.171,4.924,6.474,lower,lower,higher,undercontrolled_reactive_type,open_reflective_introverted_profile,0.039,1,1.340,0,1.102,1.402,1.630,2.551,2.419
TTD00611,popular_typology_context,2.563,3.444,4.300,4.180,7.000,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.030,1,1.863,0,1.095,1.406,2.397,3.474,2.802
TTD00612,popular_typology_context,3.672,3.817,3.627,3.787,5.982,moderate,lower,moderate,mixed_dimensional_profile,open_reflective_introverted_profile,0.002,1,0.726,0,0.616,1.926,3.317,3.765,2.019
TTD00613,popular_typology_context,2.382,4.949,3.916,4.689,6.372,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.246,0,1.561,0,1.143,0.955,2.157,4.135,1.985
TTD00614,popular_typology_context,1.269,4.429,4.765,3.840,5.173,lower,higher,moderate,mixed_dimensional_profile,open_reflective_introverted_profile,0.099,1,0.660,0,1.051,1.436,2.370,3.385,2.259
TTD00615,popular_typology_context,2.605,4.701,3.705,4.597,6.474,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.035,1,1.840,0,1.092,1.408,2.514,3.733,1.697
TTD00616,popular_typology_context,2.798,4.110,5.480,4.849,6.034,lower,higher,higher,overcontrolled_sensitive_type,open_reflective_introverted_profile,0.220,0,0.253,1,1.135,1.320,2.771,3.820,2.116
TTD00617,popular_typology_context,5.017,6.911,2.997,3.690,4.442,higher,lower,moderate,mixed_dimensional_profile,social_collaborative_profile,0.020,1,0.975,0,1.136,1.379,2.303,5.060,2.018
TTD00618,popular_typology_context,4.382,6.128,4.784,3.110,4.744,higher,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.052,1,0.013,1,0.986,1.847,3.639,5.344,1.928
TTD00619,popular_typology_context,4.957,5.585,4.908,3.985,6.320,higher,higher,moderate,mixed_dimensional_profile,social_collaborative_profile,0.315,0,0.202,1,1.157,1.306,3.258,4.054,2.359
TTD00620,popular_typology_context,4.477,6.729,5.575,2.798,5.164,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.147,1,0.407,1,1.430,1.587,4.701,5.523,1.915
TTD00621,popular_typology_context,4.737,5.356,4.830,3.234,4.353,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.023,1,0.064,1,0.808,2.016,3.448,4.102,2.170
TTD00622,popular_typology_context,5.357,5.541,5.797,2.731,5.159,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.829,0,0.782,0,1.424,0.809,3.180,4.979,2.360
TTD00623,popular_typology_context,5.978,5.776,5.077,3.155,3.645,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.025,1,0.698,0,1.206,1.337,3.487,5.033,2.489
TTD00624,popular_typology_context,5.629,5.984,4.823,1.674,5.715,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.493,0,0.183,1,1.695,1.070,4.098,4.776,1.949
TTD00625,popular_typology_context,5.012,5.598,6.048,3.072,4.610,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.280,0,0.705,0,1.239,0.898,4.230,4.970,2.219
TTD00626,popular_typology_context,5.885,6.312,5.036,2.143,3.480,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.190,0,0.305,1,1.522,1.129,4.395,4.865,2.093
TTD00627,popular_typology_context,6.198,4.973,3.852,3.483,5.392,higher,moderate,lower,mixed_dimensional_profile,social_collaborative_profile,0.182,0,1.036,0,1.046,1.021,3.371,4.956,1.723
TTD00628,popular_typology_context,6.958,5.106,4.773,3.241,4.752,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.422,0,0.968,0,1.269,0.882,3.660,4.691,1.071
TTD00629,popular_typology_context,5.065,5.575,4.805,2.646,4.498,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.168,1,0.011,1,1.059,1.791,3.155,5.154,2.651
TTD00630,popular_typology_context,6.608,6.637,5.131,2.984,5.658,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.686,0,0.712,0,1.810,0.676,4.078,5.375,2.621
TTD00631,popular_typology_context,5.211,5.766,4.685,3.137,3.707,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.037,1,0.537,1,0.963,1.865,4.435,4.942,2.004
TTD00632,popular_typology_context,5.529,6.065,4.900,2.911,4.896,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.566,0,0.656,0,1.296,0.869,3.945,5.785,2.340
TTD00633,popular_typology_context,6.520,4.942,5.181,3.102,4.527,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.197,0,0.602,0,1.214,0.912,3.713,4.956,1.619
TTD00634,popular_typology_context,5.779,5.525,4.210,3.588,4.440,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.082,1,1.279,0,0.873,1.587,4.377,4.999,2.687
TTD00635,popular_typology_context,5.714,6.199,5.327,2.277,4.510,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.180,1,0.038,1,1.494,1.560,4.299,5.678,2.495
TTD00636,popular_typology_context,5.803,6.099,5.270,2.722,4.414,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.084,1,0.408,1,1.373,1.612,3.990,5.847,1.924
TTD00637,popular_typology_context,5.544,5.989,4.266,3.593,4.283,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.047,1,1.192,0,0.898,1.564,4.074,4.420,2.991
TTD00638,popular_typology_context,6.049,4.678,3.863,3.636,4.021,higher,moderate,lower,mixed_dimensional_profile,social_collaborative_profile,0.034,1,0.580,0,0.650,1.869,2.859,5.061,1.868
TTD00639,popular_typology_context,3.798,3.404,4.176,4.226,4.257,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.073,1,1.429,0,0.292,2.876,2.619,2.965,2.347
TTD00640,popular_typology_context,4.282,5.045,3.802,3.827,3.734,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.048,1,1.106,0,0.393,2.464,3.493,4.323,1.331
TTD00641,popular_typology_context,3.725,4.189,4.108,4.231,4.011,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.055,1,1.784,0,0.163,3.753,2.456,4.244,2.555
TTD00642,popular_typology_context,3.991,3.966,3.500,4.606,3.997,moderate,lower,higher,mixed_dimensional_profile,mixed_boundary_profile,0.170,1,0.940,0,0.231,3.223,1.907,3.491,2.153
TTD00643,popular_typology_context,3.976,4.185,4.156,4.588,3.192,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.145,1,1.402,0,0.352,2.610,2.359,3.538,1.542
TTD00644,popular_typology_context,3.692,3.292,4.603,3.580,3.581,moderate,higher,lower,mixed_dimensional_profile,mixed_boundary_profile,0.022,1,1.693,0,0.492,2.181,2.381,4.141,2.441
TTD00645,popular_typology_context,4.086,3.810,4.158,3.943,4.320,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.010,1,1.774,0,0.162,3.758,2.882,3.246,2.667
TTD00646,popular_typology_context,3.950,3.977,3.692,3.855,4.346,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.016,1,1.616,0,0.174,3.647,2.944,2.794,2.291
TTD00647,popular_typology_context,4.118,3.899,4.240,3.986,3.906,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.090,1,1.958,0,0.113,4.293,2.425,3.806,2.487
TTD00648,popular_typology_context,4.188,3.843,4.120,3.768,4.457,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.098,1,1.642,0,0.231,3.221,2.362,3.652,2.126
TTD00649,popular_typology_context,3.939,3.135,3.585,3.878,3.855,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.085,1,0.901,0,0.322,2.736,2.046,3.533,1.998
TTD00650,popular_typology_context,3.483,4.610,4.456,4.018,4.467,lower,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.126,1,0.729,0,0.414,2.396,3.009,3.699,2.907
TTD00651,popular_typology_context,4.285,4.383,3.879,3.937,4.165,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.045,1,1.668,0,0.203,3.412,2.580,3.657,2.668
TTD00652,popular_typology_context,3.942,3.438,3.695,4.262,3.721,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.025,1,1.076,0,0.293,2.868,2.163,2.480,2.860
TTD00653,popular_typology_context,3.780,4.008,3.786,3.780,4.025,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.110,1,1.925,0,0.137,4.009,2.984,4.314,2.373
TTD00654,popular_typology_context,4.245,3.576,3.717,3.743,3.908,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.047,1,1.269,0,0.260,3.043,3.294,3.993,2.276
TTD00655,popular_typology_context,3.541,3.882,3.919,3.823,3.744,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.074,1,1.921,0,0.218,3.305,2.385,4.510,2.537
TTD00656,popular_typology_context,3.905,4.167,3.827,4.025,4.515,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.157,1,1.393,0,0.195,3.476,2.306,4.323,2.781
TTD00657,popular_typology_context,3.599,3.732,3.939,4.453,3.840,lower,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.062,1,1.514,0,0.269,2.995,2.439,3.090,2.690
TTD00658,popular_typology_context,4.700,4.319,4.170,3.951,4.241,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.011,1,1.242,0,0.296,2.855,2.912,3.966,2.075
TTD00659,popular_typology_context,3.864,3.629,3.997,4.412,3.953,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.041,1,1.439,0,0.194,3.487,2.137,4.683,2.798
TTD00660,popular_typology_context,3.851,3.457,4.117,4.524,3.591,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.079,1,1.234,0,0.348,2.625,2.185,3.561,2.637
TTD00661,measurement_critique_context,5.406,5.411,5.053,1.977,4.531,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.201,0,0.405,1,1.285,1.137,4.204,4.745,1.000
TTD00662,measurement_critique_context,5.912,5.392,6.254,1.602,4.347,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.017,1,0.716,0,1.661,1.044,4.707,5.144,2.122
TTD00663,measurement_critique_context,5.561,5.081,6.008,2.049,5.784,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.751,0,0.947,0,1.677,0.619,4.802,4.790,1.440
TTD00664,measurement_critique_context,5.031,5.278,5.679,2.348,4.365,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.035,1,0.967,0,1.201,1.243,3.989,5.144,2.333
TTD00665,measurement_critique_context,5.086,5.532,5.825,1.694,4.976,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.646,0,1.152,0,1.545,0.664,4.822,4.732,1.000
TTD00666,measurement_critique_context,4.546,5.431,5.749,2.447,4.052,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.216,0,0.896,0,1.066,0.909,3.494,4.757,1.477
TTD00667,measurement_critique_context,5.476,5.238,4.421,1.719,5.806,higher,higher,lower,social_collaborative_type,resilient_high_regulation_profile,0.091,1,0.201,1,1.445,1.484,4.294,5.112,1.317
TTD00668,measurement_critique_context,4.806,4.669,6.390,2.144,5.869,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.339,0,1.283,0,1.518,0.674,4.278,4.909,1.000
TTD00669,measurement_critique_context,6.050,5.302,5.711,2.218,5.659,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.972,0,0.440,1,1.701,0.971,4.173,5.512,1.296
TTD00670,measurement_critique_context,5.993,6.463,5.285,2.872,5.218,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.798,0,0.505,1,1.617,0.998,4.111,5.827,1.583
TTD00671,measurement_critique_context,4.303,5.932,6.434,3.112,5.201,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.027,1,0.926,0,1.352,1.165,4.792,4.263,2.113
TTD00672,measurement_critique_context,5.796,6.197,6.691,2.062,4.866,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.536,0,0.663,0,1.898,0.556,3.941,6.018,1.930
TTD00673,measurement_critique_context,4.344,5.826,5.747,2.533,4.949,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.014,1,1.067,0,1.266,1.207,3.890,5.477,1.185
TTD00674,measurement_critique_context,5.053,5.292,6.097,3.144,5.461,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.526,0,0.829,0,1.352,0.745,4.407,5.060,1.167
TTD00675,measurement_critique_context,5.390,4.600,5.177,3.092,5.832,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.270,0,0.273,1,1.181,1.194,3.230,4.695,1.333
TTD00676,measurement_critique_context,5.799,5.240,5.577,2.107,5.385,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.910,0,0.615,0,1.579,0.652,4.696,4.492,1.000
TTD00677,measurement_critique_context,4.021,4.530,5.175,2.778,5.514,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.200,0,0.789,0,0.892,1.052,3.750,4.955,1.771
TTD00678,measurement_critique_context,4.274,5.453,6.568,2.148,5.223,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.056,1,1.388,0,1.474,1.111,4.859,5.227,1.844
TTD00679,measurement_critique_context,4.575,5.493,5.792,2.277,5.900,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.245,0,1.135,0,1.497,0.682,4.071,5.028,1.034
TTD00680,measurement_critique_context,4.739,4.769,6.041,2.335,4.972,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.409,0,1.381,0,1.237,0.803,4.399,5.498,1.067
