pair_id,zygosity,genetic_relatedness,twin1_trait,twin2_trait,twin1_temperament_reactivity,twin2_temperament_reactivity,twin1_effortful_control,twin2_effortful_control,family_stress,social_support,socioeconomic_security,educational_stability,shared_environment_index,nonshared_environment_index,trait_mean,trait_difference,gxe_marker,rge_marker,developmental_context_score
BGP00671,DZ,0.500,3.660,3.390,3.029,3.398,4.221,3.392,3.028,4.235,1.317,4.171,3.717,1.597,3.525,0.270,1.071,2.466,3.461
BGP00672,DZ,0.500,4.659,4.430,4.786,3.781,4.551,3.969,3.894,6.076,3.893,3.574,4.738,2.044,4.544,0.229,0.922,3.584,4.773
BGP00673,DZ,0.500,4.795,5.323,3.197,2.419,5.342,5.014,1.729,5.838,2.949,4.218,4.911,4.218,5.059,0.528,0.754,3.726,4.337
BGP00674,DZ,0.500,3.399,5.217,3.836,3.968,3.832,4.307,5.027,3.466,5.878,4.191,3.994,3.377,4.308,1.818,1.780,2.677,3.797
BGP00675,DZ,0.500,3.904,3.090,4.396,4.203,3.832,4.007,4.789,4.439,4.104,4.732,4.123,2.990,3.497,0.814,0.927,2.767,4.166
BGP00676,DZ,0.500,5.465,5.405,5.250,5.427,5.159,4.657,5.652,3.295,2.439,6.205,3.121,1.388,5.435,0.061,1.687,3.009,3.217
BGP00677,DZ,0.500,5.181,5.507,2.658,2.907,5.127,5.547,1.336,5.734,2.970,5.395,5.337,2.847,5.344,0.325,1.164,3.539,5.181
BGP00678,DZ,0.500,3.692,5.704,3.859,3.780,5.285,6.050,4.352,5.545,5.386,5.400,5.167,4.092,4.698,2.012,1.833,3.774,5.047
BGP00679,DZ,0.500,4.933,4.217,3.521,3.655,4.972,3.650,3.461,4.941,3.614,3.891,4.273,2.595,4.575,0.716,1.126,3.506,4.045
BGP00680,DZ,0.500,2.716,2.694,2.621,2.560,3.821,4.482,3.732,4.172,4.067,5.690,4.429,2.307,2.705,0.022,1.032,2.571,4.186
BGP00681,DZ,0.500,4.141,4.262,4.493,4.689,4.215,3.690,4.257,4.100,2.693,5.365,4.142,2.156,4.201,0.121,1.007,2.530,3.794
BGP00682,DZ,0.500,5.364,4.713,4.718,4.069,4.709,3.924,2.351,3.337,3.303,3.553,3.942,1.892,5.038,0.651,1.302,3.426,3.460
BGP00683,DZ,0.500,4.658,5.688,2.933,3.744,4.678,5.888,1.327,5.063,3.195,3.932,4.832,1.823,5.173,1.031,0.972,3.841,4.650
BGP00684,DZ,0.500,4.853,5.399,5.623,4.048,5.175,4.365,4.045,3.360,4.704,4.193,3.983,2.952,5.126,0.546,1.458,2.977,4.152
BGP00685,DZ,0.500,3.768,3.946,2.894,3.513,4.188,4.566,2.295,4.619,5.258,3.285,4.960,0.890,3.857,0.178,1.270,3.690,4.749
BGP00686,DZ,0.500,3.095,4.219,3.898,4.597,2.590,3.481,4.692,3.732,4.382,3.522,3.555,1.123,3.657,1.124,1.845,2.917,4.075
BGP00687,DZ,0.500,3.823,4.266,3.083,4.449,4.206,4.192,3.302,3.771,3.121,5.752,4.128,1.809,4.044,0.444,1.234,2.853,4.384
BGP00688,DZ,0.500,4.206,3.993,4.802,4.678,5.500,4.957,4.180,4.696,2.395,4.380,3.818,2.002,4.099,0.213,0.909,3.500,3.681
BGP00689,DZ,0.500,4.178,5.569,5.817,6.968,3.787,4.313,5.603,2.897,4.369,5.152,3.271,2.624,4.873,1.391,1.911,2.987,3.547
BGP00690,DZ,0.500,4.721,4.022,5.328,5.661,4.587,4.346,5.254,3.981,2.497,6.283,3.563,2.365,4.372,0.699,1.453,1.844,3.685
BGP00691,DZ,0.500,3.691,2.256,2.408,1.847,3.406,4.008,2.882,3.830,1.703,2.767,3.737,1.735,2.974,1.435,1.376,2.176,3.205
BGP00692,DZ,0.500,3.222,4.984,5.196,5.716,3.652,4.951,5.163,3.611,4.284,3.466,3.497,2.114,4.103,1.762,1.563,2.426,3.829
BGP00693,DZ,0.500,6.248,5.468,4.172,4.221,5.122,5.352,3.453,4.708,4.067,5.143,4.573,1.753,5.858,0.780,1.351,3.891,4.564
BGP00694,DZ,0.500,3.398,4.036,1.515,4.037,4.122,4.645,4.267,5.985,3.781,4.750,4.446,1.428,3.717,0.638,1.302,3.383,4.353
BGP00695,DZ,0.500,6.709,5.234,5.752,3.909,6.030,6.012,3.043,7.000,3.858,2.862,4.683,2.044,5.972,1.475,1.510,4.590,4.158
BGP00696,DZ,0.500,5.909,4.237,4.740,2.408,6.460,4.804,3.064,5.599,4.118,4.503,4.775,1.230,5.073,1.673,1.219,4.212,5.321
BGP00697,DZ,0.500,4.452,4.362,5.187,4.772,4.005,4.318,5.261,3.112,4.077,4.421,3.655,2.045,4.407,0.090,1.910,2.759,3.055
BGP00698,DZ,0.500,2.881,4.113,3.481,4.891,2.337,3.238,6.407,3.398,5.444,2.781,3.386,2.423,3.497,1.232,2.204,2.824,3.577
BGP00699,DZ,0.500,2.868,3.493,4.097,4.871,3.365,4.496,5.042,2.828,3.487,4.872,3.169,2.409,3.180,0.626,2.200,3.397,3.617
BGP00700,DZ,0.500,5.181,4.212,4.199,4.724,5.826,4.417,2.924,3.250,3.479,3.777,3.731,2.220,4.697,0.969,1.588,3.474,3.847
BGP00701,DZ,0.500,3.648,4.495,4.002,3.448,3.895,4.056,3.459,4.824,3.486,3.374,4.247,2.322,4.071,0.848,1.151,2.762,4.332
BGP00702,DZ,0.500,2.799,2.952,3.017,3.023,3.156,3.094,3.801,2.601,2.112,3.745,2.734,3.423,2.875,0.154,1.178,2.468,3.234
BGP00703,DZ,0.500,4.639,5.954,2.803,4.741,5.561,5.965,3.069,5.553,4.533,6.611,5.186,2.602,5.296,1.315,1.982,4.357,5.662
BGP00704,DZ,0.500,2.806,3.290,2.377,2.787,3.983,3.716,1.333,3.828,3.613,4.121,4.468,1.578,3.048,0.484,0.679,3.367,4.205
BGP00705,DZ,0.500,6.135,6.510,5.392,4.765,6.275,6.129,3.820,6.056,5.897,4.168,5.039,2.284,6.322,0.376,1.312,4.358,5.536
BGP00706,DZ,0.500,5.083,3.952,3.980,4.715,3.769,4.192,4.851,3.988,3.331,4.698,3.628,4.664,4.518,1.131,1.912,2.535,3.755
BGP00707,DZ,0.500,3.689,3.326,4.496,2.931,4.817,3.462,5.808,5.440,4.619,5.632,4.310,4.254,3.508,0.363,1.558,3.049,4.592
BGP00708,DZ,0.500,3.040,3.288,3.252,3.505,3.566,2.472,2.423,2.720,4.137,3.856,3.894,1.785,3.164,0.248,1.343,2.566,3.616
BGP00709,DZ,0.500,4.367,4.924,3.573,3.583,4.771,4.825,4.077,6.165,3.934,4.929,4.688,2.363,4.645,0.558,0.849,3.891,4.598
BGP00710,DZ,0.500,4.658,4.009,5.000,5.316,4.697,3.430,4.563,2.899,4.495,2.710,3.478,1.579,4.334,0.649,1.775,2.894,3.373
BGP00711,DZ,0.500,4.299,2.678,3.636,2.855,3.863,4.013,2.023,2.170,2.665,5.220,3.936,3.404,3.489,1.621,2.278,2.509,3.613
BGP00712,DZ,0.500,5.534,4.086,3.160,1.956,6.088,5.168,2.010,5.853,5.672,6.000,6.083,2.772,4.810,1.448,1.279,4.487,5.469
BGP00713,DZ,0.500,3.812,3.779,4.709,3.747,4.033,3.392,3.262,3.741,3.872,2.919,3.964,1.935,3.795,0.032,0.694,3.032,4.320
BGP00714,DZ,0.500,3.283,3.379,3.514,4.266,3.525,3.921,3.033,3.731,4.546,3.338,4.018,4.621,3.331,0.096,1.082,2.971,3.559
BGP00715,DZ,0.500,3.686,3.957,2.560,4.083,4.428,4.310,1.004,3.306,4.368,3.875,4.869,2.688,3.821,0.270,1.693,3.310,4.505
BGP00716,DZ,0.500,5.215,3.000,4.054,3.876,3.603,3.016,4.552,3.470,5.744,2.111,3.987,2.319,4.108,2.216,1.858,3.193,3.684
BGP00717,DZ,0.500,4.191,4.301,3.245,4.242,3.396,5.103,4.184,4.494,3.945,4.680,4.155,2.817,4.246,0.110,1.059,2.723,4.339
BGP00718,DZ,0.500,3.809,2.024,2.894,1.316,3.648,3.295,2.981,3.764,5.354,4.455,4.596,3.233,2.917,1.785,1.594,3.490,4.804
BGP00719,DZ,0.500,3.890,3.151,2.233,2.849,4.029,3.478,2.829,4.389,4.755,3.356,4.458,3.847,3.521,0.739,1.364,3.176,4.392
BGP00720,DZ,0.500,3.553,3.629,2.846,3.157,5.356,4.941,1.862,4.515,1.601,5.468,4.452,2.708,3.591,0.076,0.849,2.842,4.153
