respondent_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,sociability_score,assertiveness_score,compassion_score,politeness_score,orderliness_score,industriousness_score,anxiety_score,volatility_score,aesthetics_score,intellect_score,outcome_score,broad_life_functioning,relationship_functioning,creative_engagement,emotional_distress,facet_profile_dispersion,hierarchy_consistency_index,bandwidth_fidelity_gap,domain_facet_alignment
FFM00539,2.462,4.138,1.000,5.512,2.248,2.382,2.337,3.923,3.640,2.941,1.611,5.097,5.262,2.859,3.197,2.048,1.258,3.057,3.338,5.382,0.432,5.419,2.344,6.005
FFM00540,4.102,5.020,2.817,4.919,4.447,4.695,3.777,4.680,5.865,3.659,2.770,3.642,5.039,4.442,5.307,2.340,2.204,5.230,4.898,4.411,1.051,5.723,1.862,6.065
FFM00541,3.136,3.888,5.099,4.790,4.295,3.159,4.459,4.668,4.077,5.514,5.014,4.050,2.453,3.400,5.088,4.530,3.297,3.745,5.341,5.084,1.135,5.743,2.459,5.530
FFM00542,2.781,5.188,3.823,3.043,4.576,3.394,3.122,5.171,3.362,3.354,4.575,3.386,3.570,3.714,3.080,3.333,3.008,4.461,5.124,3.151,0.824,5.391,1.937,5.108
FFM00543,5.251,1.665,6.452,4.820,3.741,4.813,5.632,2.387,2.501,5.612,5.747,3.923,3.815,5.112,3.146,3.963,3.726,3.027,4.360,4.788,0.629,5.051,4.050,5.508
FFM00544,3.519,2.116,5.003,3.850,5.142,4.542,3.548,2.843,3.186,4.677,3.883,4.268,4.382,4.517,4.428,2.964,3.077,3.914,5.818,4.587,0.467,5.693,2.906,5.544
FFM00545,3.945,3.756,5.300,4.248,3.904,3.194,2.884,4.021,3.740,4.458,4.385,3.531,5.686,4.278,4.738,3.956,3.670,3.588,5.459,4.539,0.656,5.596,3.417,5.421
FFM00546,3.439,4.753,3.751,3.705,4.112,2.737,4.006,4.830,3.772,4.200,4.595,3.762,4.353,3.040,5.216,3.923,2.937,4.476,4.819,3.652,1.098,6.141,1.870,6.027
FFM00547,4.083,2.221,3.801,4.848,3.781,4.540,5.408,3.127,2.435,4.275,4.938,4.124,3.770,4.153,4.130,4.245,3.001,2.977,4.694,3.605,0.520,5.509,2.141,5.768
FFM00548,4.574,3.821,5.458,4.909,3.021,4.483,4.595,3.819,3.123,5.291,4.064,4.319,4.816,3.099,3.567,3.617,3.868,3.070,4.157,5.440,0.600,6.615,3.703,6.546
FFM00549,2.360,4.217,4.416,2.561,3.105,2.832,3.563,4.202,4.252,4.388,3.522,2.335,4.002,3.191,3.709,3.330,3.263,4.299,4.260,2.563,0.766,6.037,2.875,6.062
FFM00550,4.670,3.913,2.768,4.441,2.955,4.844,3.866,5.248,4.621,2.640,3.596,4.741,4.226,3.238,3.825,3.272,3.007,4.276,4.168,4.522,0.732,5.450,2.470,5.839
FFM00551,3.218,4.928,4.812,4.073,3.998,2.368,3.553,4.160,4.721,5.205,4.344,3.301,4.402,5.211,4.331,4.276,4.350,4.426,4.884,3.831,0.917,5.488,2.373,6.167
FFM00552,3.445,3.530,3.538,4.073,4.854,2.927,2.260,3.377,4.175,3.463,3.023,4.256,3.647,4.245,5.157,3.276,3.007,4.189,6.071,3.796,0.685,5.883,2.232,6.093
FFM00553,3.798,3.709,4.805,5.235,2.522,3.866,4.831,4.355,3.489,4.402,3.991,5.995,4.621,2.612,2.432,3.254,3.345,3.650,3.879,5.392,0.759,6.295,3.590,6.497
FFM00554,4.273,4.329,3.128,4.392,3.643,3.462,3.399,3.933,3.816,4.903,3.189,3.863,4.831,4.170,3.678,2.734,4.244,3.876,4.592,4.358,0.671,6.404,2.346,6.199
FFM00555,4.638,3.989,4.033,4.446,5.344,4.774,4.540,3.100,3.459,3.002,3.334,4.268,4.699,5.092,5.386,2.959,3.940,4.412,5.364,3.964,0.330,5.937,2.099,6.329
FFM00556,3.972,3.780,3.990,3.934,4.031,2.910,4.202,4.524,4.306,4.275,3.762,3.791,3.301,6.070,3.305,3.660,4.637,3.864,4.767,4.252,1.056,5.995,2.356,5.999
FFM00557,4.788,5.950,4.181,4.509,5.561,3.265,3.753,5.048,5.166,3.287,3.790,5.140,3.911,5.103,4.591,3.459,4.528,4.842,5.948,4.642,0.570,5.544,2.438,5.614
FFM00558,4.422,4.017,4.889,3.081,3.274,6.102,3.337,4.787,4.919,4.153,4.396,3.152,3.438,3.506,2.107,3.792,3.208,4.916,5.036,3.788,0.965,5.993,3.605,5.924
FFM00559,3.947,2.613,3.735,6.506,2.183,4.934,4.069,2.426,4.310,2.756,2.841,5.478,6.554,3.115,3.153,2.649,1.999,2.841,3.320,5.802,0.790,5.320,2.797,5.363
FFM00560,3.598,2.704,3.217,4.558,3.930,3.171,3.718,3.481,3.537,3.139,3.477,4.313,4.095,4.262,3.868,3.289,2.602,3.032,4.690,4.445,0.310,6.323,1.334,6.455
FFM00561,3.978,2.946,4.935,4.234,3.661,5.548,4.587,2.618,2.874,4.237,4.296,4.403,5.924,3.153,3.932,2.931,3.726,3.098,4.370,5.309,0.715,5.180,2.968,5.589
FFM00562,3.502,3.934,3.494,3.187,3.534,3.104,3.771,3.680,3.285,5.090,3.847,4.174,3.001,4.129,4.148,4.105,4.128,3.841,4.687,4.538,0.699,5.959,2.082,5.861
FFM00563,4.935,4.377,4.962,4.189,2.852,3.791,4.423,3.678,4.132,4.218,4.656,5.252,2.923,4.135,2.817,4.499,3.463,4.051,3.369,5.244,1.034,5.707,2.127,5.843
FFM00564,4.174,3.928,2.947,4.046,5.777,3.366,3.389,4.790,3.201,3.232,3.197,3.150,4.556,4.578,5.159,3.255,3.715,4.348,5.490,4.268,0.727,5.624,1.717,6.063
FFM00565,4.064,4.282,4.846,3.044,5.262,3.395,4.447,4.647,3.497,5.352,5.204,3.069,2.581,4.407,5.288,3.779,4.292,4.346,5.860,3.414,0.744,6.240,2.780,6.209
FFM00566,4.014,3.897,3.284,2.376,2.921,5.148,3.255,3.993,3.606,3.327,3.073,3.487,3.150,3.321,3.069,3.417,4.783,3.869,4.154,2.759,0.625,5.961,1.756,6.280
FFM00567,4.688,4.457,3.575,3.345,3.767,4.545,3.400,4.481,5.050,4.777,3.775,3.529,4.227,3.890,3.121,3.592,4.704,4.463,4.573,3.306,0.837,5.906,1.158,5.799
FFM00568,2.813,3.297,4.084,2.733,4.902,2.363,3.513,3.367,3.951,4.788,4.566,2.146,3.264,3.694,5.120,4.176,4.231,3.193,4.610,2.907,0.900,5.554,1.465,6.093
FFM00569,4.109,4.191,3.988,2.674,4.768,4.659,3.792,4.192,3.712,5.639,4.172,2.897,2.805,5.124,4.400,4.925,3.534,4.153,5.832,3.431,0.726,5.985,2.759,6.683
FFM00570,2.829,4.908,3.218,3.433,4.789,4.333,2.523,5.691,3.939,4.045,3.169,4.409,3.744,3.384,4.423,2.489,3.593,3.955,5.357,4.694,1.228,5.220,2.262,5.919
FFM00571,3.388,3.843,5.232,5.448,4.580,2.604,3.170,3.577,3.023,4.145,5.281,5.054,5.105,3.133,4.341,4.513,3.126,2.783,4.794,4.704,0.703,6.056,2.274,5.832
FFM00572,4.700,3.319,5.071,3.746,4.392,4.384,3.605,3.597,4.368,5.044,4.423,4.060,3.866,4.496,4.285,4.691,3.732,3.714,4.745,3.584,0.515,6.100,1.754,6.222
FFM00573,3.753,3.178,3.029,5.720,3.657,4.174,4.063,3.006,2.609,3.890,3.775,4.876,5.710,3.878,3.410,3.363,2.552,3.901,4.439,5.509,0.385,5.427,1.872,5.758
FFM00574,2.284,4.424,3.900,5.168,4.131,2.736,3.614,4.229,4.041,3.735,4.336,4.880,4.318,3.152,3.175,3.124,2.367,2.933,4.465,5.865,0.450,5.513,1.658,5.903
FFM00575,3.789,4.316,3.718,3.680,4.167,2.874,3.695,4.482,3.449,3.029,4.126,3.861,3.871,2.694,3.542,3.227,3.368,4.238,4.186,4.669,0.762,5.515,1.329,5.587
FFM00576,4.588,4.778,4.741,3.942,2.355,3.398,4.208,5.094,5.557,4.993,4.854,4.496,4.906,2.693,1.992,5.106,3.875,4.170,3.403,4.783,0.505,5.720,1.619,5.824
FFM00577,4.158,3.719,1.573,4.817,4.521,3.512,4.594,3.754,4.380,2.704,2.066,4.044,4.112,5.109,4.869,1.296,3.640,3.761,6.156,4.214,0.531,5.492,2.561,6.221
FFM00578,3.900,5.109,4.473,3.939,5.867,3.269,3.241,4.015,4.074,4.513,4.922,5.176,3.785,3.923,5.477,4.019,3.231,4.240,5.156,5.065,0.688,5.502,1.601,5.344
FFM00579,3.240,4.540,3.921,2.657,3.409,3.172,4.040,4.459,4.453,3.487,4.401,3.342,3.277,2.489,3.796,3.761,3.581,5.532,4.997,2.505,0.632,5.689,2.115,6.512
FFM00580,4.508,4.421,5.099,4.133,3.874,4.886,4.312,4.168,4.607,4.724,4.893,3.893,4.010,3.224,3.589,4.034,4.218,4.010,4.956,4.328,0.333,6.483,2.451,6.733
FFM00581,6.089,4.230,3.026,1.706,4.811,5.471,5.090,3.299,4.156,2.238,2.663,1.987,2.551,3.877,3.790,2.249,4.178,4.669,5.029,1.947,0.463,5.090,1.998,5.152
FFM00582,4.097,3.503,5.772,6.093,5.662,5.090,2.941,3.635,2.949,4.702,5.491,6.245,5.235,5.318,4.660,3.554,3.138,3.728,5.376,5.828,1.058,5.814,3.472,5.913
FFM00583,2.235,2.228,3.827,3.564,2.359,2.264,2.739,2.723,4.075,3.380,4.355,2.561,2.091,2.320,1.933,3.738,2.716,2.705,2.826,3.279,0.732,5.480,1.524,5.400
FFM00584,4.572,2.551,4.776,4.555,3.410,5.777,4.926,3.468,2.934,4.352,5.041,3.302,3.520,3.649,3.577,4.470,3.397,4.035,4.392,4.249,0.473,5.761,2.148,6.117
FFM00585,4.177,4.459,4.019,5.192,3.944,4.623,3.783,3.612,4.459,4.056,3.964,4.758,4.823,4.237,4.712,3.634,3.115,4.192,4.957,4.875,0.464,6.183,2.022,6.470
FFM00586,3.831,2.823,5.364,4.301,3.490,3.753,4.077,4.657,3.412,4.167,3.985,5.061,3.444,4.099,2.992,3.495,3.263,4.111,4.324,4.747,0.895,5.646,3.851,5.584
FFM00587,2.233,1.998,2.949,3.967,3.629,2.641,3.281,2.614,1.974,3.067,2.879,4.082,3.456,4.270,4.407,2.211,2.385,2.114,5.533,3.672,0.446,5.662,2.917,6.255
FFM00588,5.615,4.289,3.831,4.362,3.932,5.297,6.250,4.522,2.868,3.492,3.992,4.634,4.283,3.729,4.312,3.509,3.373,5.207,4.461,4.734,0.808,6.373,2.336,6.543
FFM00589,3.440,3.505,6.484,3.610,3.659,2.878,4.908,3.513,3.460,6.033,5.816,3.622,4.610,2.546,3.887,4.485,4.241,3.682,4.709,3.878,0.926,6.682,4.199,6.583
FFM00590,2.169,4.502,5.303,4.864,4.778,3.489,1.629,4.575,4.170,4.661,5.418,3.873,3.034,3.173,5.025,4.468,3.754,3.886,5.145,5.223,1.142,6.324,2.142,6.366
FFM00591,3.455,5.477,3.911,2.716,4.489,3.346,2.951,5.446,4.955,4.116,3.632,2.906,2.608,3.990,4.188,4.001,4.691,4.947,5.100,2.741,0.373,5.786,1.344,6.447
FFM00592,3.252,4.134,4.416,2.450,5.375,3.044,3.740,4.327,3.966,3.012,4.928,2.812,2.970,4.707,4.235,3.431,3.035,4.145,6.070,3.517,0.721,6.052,2.682,6.066
FFM00593,4.106,5.515,2.072,3.552,4.669,4.294,4.308,5.154,5.004,1.964,2.207,4.060,2.441,4.744,3.220,2.887,3.230,5.410,5.486,3.945,0.710,6.135,2.409,6.632
FFM00594,3.245,3.037,4.538,3.256,3.141,3.201,3.691,3.272,2.745,4.829,4.097,3.288,3.808,3.474,3.638,3.459,3.498,3.767,4.670,3.808,0.486,5.995,2.840,6.579
FFM00595,3.571,3.867,5.768,4.332,4.450,3.678,2.425,3.410,4.155,5.015,5.862,4.171,3.560,4.253,3.910,4.630,2.931,4.437,4.236,3.846,0.760,6.147,2.113,6.131
FFM00596,5.571,5.274,5.586,5.235,5.262,4.403,4.011,4.768,5.213,5.631,4.496,4.229,4.592,4.532,4.435,3.634,3.543,4.907,5.009,4.710,0.486,5.840,3.112,5.448
FFM00597,3.289,4.086,4.245,5.151,5.174,3.177,3.353,4.624,3.370,4.129,4.594,4.131,4.983,5.743,4.979,3.554,3.803,4.030,6.485,4.288,0.702,5.963,2.736,6.575
FFM00598,5.365,3.611,6.393,3.932,3.965,4.850,4.470,3.194,4.743,5.893,6.469,4.450,5.035,4.036,3.987,5.831,5.350,4.359,6.015,4.093,0.628,6.673,2.750,6.208
FFM00599,3.886,4.161,5.318,2.364,2.916,3.948,3.582,4.402,4.629,4.039,5.575,3.203,2.430,3.359,3.914,4.971,3.235,4.543,4.533,2.983,0.691,5.809,2.210,6.023
FFM00600,5.107,3.431,4.197,5.550,3.192,4.499,4.829,4.397,4.016,2.933,4.809,5.519,4.895,2.930,4.070,3.170,2.497,4.384,4.099,4.589,0.870,5.330,2.744,5.901
FFM00601,3.339,5.297,2.803,4.694,2.590,5.249,5.303,5.496,4.172,3.801,3.549,4.156,4.937,3.327,3.543,3.093,2.793,4.583,4.014,4.479,0.526,4.952,1.826,4.872
FFM00602,2.756,4.694,4.604,3.072,2.748,3.977,3.612,3.916,4.456,4.967,4.629,3.150,4.212,3.357,3.421,4.501,4.548,4.691,4.619,3.581,0.474,5.656,2.271,5.861
FFM00603,2.553,4.991,3.134,2.999,4.036,2.748,2.464,3.731,3.698,3.331,3.318,2.526,3.691,2.909,2.928,3.192,3.265,4.393,3.987,2.911,0.302,6.291,0.867,5.929
FFM00604,3.144,5.328,2.397,5.539,4.379,3.641,4.081,4.193,5.676,2.656,1.867,4.326,3.924,3.970,4.562,1.997,2.771,4.439,4.967,5.632,0.741,5.771,1.957,5.719
FFM00605,2.670,3.559,4.083,1.325,6.368,2.557,2.982,3.276,3.999,4.005,3.588,2.662,1.914,4.134,5.615,3.840,4.217,3.147,6.170,2.685,0.759,5.761,1.616,5.859
FFM00606,6.213,2.418,3.427,4.675,5.120,5.345,4.771,3.207,3.018,4.477,3.388,4.925,3.941,4.488,5.414,3.848,3.298,3.927,5.112,5.056,0.753,5.509,1.332,6.061
FFM00607,5.568,3.590,3.747,5.615,2.479,4.089,4.950,3.772,5.188,3.845,4.712,4.968,5.477,3.051,2.935,2.936,3.826,3.854,4.175,5.593,0.754,5.523,3.048,5.578
FFM00608,4.756,4.655,3.693,2.111,4.635,4.209,5.405,3.536,4.534,2.917,3.259,2.560,1.518,4.249,4.871,2.714,4.348,5.758,4.661,2.016,0.840,6.339,2.614,6.865
FFM00609,3.266,3.891,4.621,2.256,5.111,4.014,2.314,4.992,3.229,4.673,4.624,3.229,1.787,4.065,5.122,4.571,3.992,4.611,5.467,3.692,1.202,6.145,1.539,6.417
FFM00610,4.295,4.591,4.768,5.185,5.021,4.574,4.510,3.928,4.140,4.039,4.601,4.900,5.296,5.130,4.447,4.310,4.482,4.337,6.124,5.059,0.384,5.668,1.847,5.961
FFM00611,4.590,4.477,3.603,3.872,5.154,4.128,4.377,4.153,4.515,3.301,2.461,3.757,3.776,5.369,4.467,3.028,4.153,4.303,5.281,3.758,0.474,6.132,1.523,6.572
FFM00612,5.080,3.751,5.043,4.078,5.072,4.962,4.188,1.987,3.328,3.417,5.251,3.668,5.299,4.723,4.568,4.050,3.505,4.971,5.725,4.435,1.147,5.784,2.368,5.709
FFM00613,3.929,2.988,6.244,3.499,2.616,3.527,4.429,2.331,4.259,4.772,5.337,3.035,4.027,2.992,2.806,4.397,4.701,3.646,3.998,3.120,0.914,6.353,3.783,6.320
FFM00614,2.404,4.852,4.354,4.018,4.155,2.338,2.261,3.948,5.460,5.268,4.178,3.885,3.565,3.370,4.544,4.175,2.735,3.393,3.863,3.777,0.835,6.484,1.307,6.622
FFM00615,4.321,4.008,4.172,4.362,3.568,3.832,4.324,5.195,3.565,4.504,4.733,4.318,2.556,4.094,2.963,4.643,2.939,3.976,4.087,4.223,1.049,5.842,2.363,5.910
FFM00616,3.237,4.123,4.180,2.557,4.491,2.730,3.268,3.705,3.836,4.460,3.971,3.394,2.870,3.703,3.853,3.506,4.218,4.165,4.504,2.765,0.366,5.825,1.283,6.150
FFM00617,3.390,4.953,6.003,3.752,4.087,3.074,3.246,5.592,3.828,6.271,6.106,3.444,2.264,4.131,3.659,6.169,4.584,4.186,4.872,4.669,0.751,6.245,2.011,5.792
FFM00618,4.960,4.358,3.928,3.715,6.284,4.109,4.594,2.878,4.889,4.709,4.339,3.139,4.226,5.888,5.867,4.137,3.730,4.230,5.873,3.932,0.795,5.852,1.866,5.987
FFM00619,3.878,4.462,3.140,2.852,3.145,4.138,4.040,3.710,4.285,3.236,4.677,2.482,2.846,4.400,3.202,2.956,4.088,4.584,3.890,3.000,0.735,5.768,1.663,5.984
FFM00620,4.405,4.115,5.443,1.505,3.862,4.297,3.377,4.724,4.258,5.981,5.006,2.437,2.200,3.911,3.652,5.003,4.806,5.134,4.947,2.064,0.571,6.244,2.139,6.377
FFM00621,5.579,3.237,5.179,2.640,5.011,3.691,6.175,3.848,3.004,4.937,4.902,2.951,3.758,5.064,5.034,4.279,3.772,3.917,5.870,3.584,0.840,5.882,2.663,6.052
FFM00622,5.219,5.221,5.760,5.320,4.260,5.393,4.856,4.981,5.407,3.966,5.532,4.363,5.913,4.020,4.704,4.302,4.135,4.424,4.373,4.689,0.953,6.134,2.768,5.892
FFM00623,1.000,2.875,3.992,3.617,4.174,1.000,1.219,3.807,3.222,4.597,3.806,3.790,2.869,4.255,4.722,3.361,3.666,2.208,4.678,3.405,0.597,6.275,2.096,6.103
FFM00624,4.126,3.975,3.634,3.776,3.773,4.200,3.816,4.113,4.450,3.548,4.573,2.988,4.069,4.615,4.597,3.456,4.237,3.935,5.051,4.627,0.569,5.902,1.629,6.289
FFM00625,4.348,4.931,4.564,4.016,3.719,3.733,4.060,4.886,4.831,4.994,4.574,3.881,4.858,4.172,4.234,3.616,3.234,4.730,5.116,3.742,0.368,6.340,2.758,6.767
FFM00626,2.819,6.391,2.910,3.610,4.518,4.220,2.302,5.621,4.865,3.995,3.449,3.110,3.586,4.448,4.181,3.389,4.130,5.753,4.812,4.137,0.792,6.131,1.545,5.686
FFM00627,5.402,3.213,3.422,3.181,3.590,6.000,4.462,4.340,3.065,3.338,3.676,2.810,4.374,2.688,3.503,2.754,2.863,5.318,2.809,3.774,1.106,6.270,2.528,6.431
FFM00628,4.490,4.782,3.583,3.094,4.697,4.955,5.132,4.293,4.176,3.729,4.258,2.933,4.730,4.474,4.359,4.220,3.956,4.795,4.865,3.217,0.547,5.976,1.716,6.017
FFM00629,4.504,3.095,4.924,2.202,5.919,3.508,4.390,4.833,2.950,3.838,3.354,3.170,1.908,5.708,5.498,3.702,4.051,4.537,6.871,2.773,0.944,5.516,2.637,5.726
FFM00630,4.890,4.584,4.272,3.760,2.844,3.832,4.814,4.900,4.790,4.990,5.274,3.890,3.872,3.437,4.120,4.565,4.170,4.814,4.564,4.720,0.416,4.656,1.974,5.394
FFM00631,3.641,3.195,3.297,3.632,5.346,4.338,3.672,3.236,3.983,4.125,3.268,4.113,4.391,5.852,5.525,2.851,3.326,4.295,6.015,4.093,0.575,5.863,1.964,6.610
FFM00632,3.423,5.506,2.716,3.221,3.875,3.383,2.561,5.617,5.420,2.920,3.454,2.910,3.351,3.489,4.507,3.825,3.501,4.958,5.260,3.022,0.602,5.996,2.762,6.474
FFM00633,3.092,3.945,4.928,5.127,4.075,2.349,3.345,2.599,4.130,4.910,6.477,5.283,5.368,3.538,3.878,4.608,3.518,3.163,4.907,4.666,0.904,5.890,2.059,6.100
FFM00634,4.499,1.740,4.356,4.012,3.307,4.005,4.439,1.896,2.086,4.293,4.193,5.635,3.903,3.110,3.154,4.081,3.366,3.443,5.462,4.948,0.500,5.984,2.371,6.347
FFM00635,4.094,4.348,3.426,3.631,5.160,3.801,4.079,3.833,4.629,3.238,2.707,4.328,4.534,4.968,5.100,2.271,3.483,4.363,6.498,4.393,0.388,6.188,2.824,6.232
FFM00636,3.683,3.178,5.091,3.262,6.043,3.231,3.757,3.613,3.933,3.746,4.620,3.511,2.473,5.351,5.836,4.068,4.236,3.679,6.873,3.518,0.648,5.528,2.323,5.692
FFM00637,3.416,5.207,4.772,5.872,4.332,2.712,4.531,4.554,4.184,5.878,4.546,4.885,4.903,3.929,4.010,4.527,3.439,4.862,5.580,5.946,0.724,5.503,1.913,5.877
FFM00638,5.502,4.547,4.689,3.882,4.209,4.641,4.034,4.996,5.596,3.864,4.112,3.740,3.622,3.645,4.260,3.224,3.829,5.072,4.861,3.663,0.438,6.201,2.843,5.883
FFM00639,3.648,4.380,2.712,2.103,4.938,2.829,3.816,3.972,4.115,3.180,2.930,3.470,2.099,4.562,4.346,3.920,3.916,4.153,5.610,2.882,0.594,5.582,2.216,6.107
FFM00640,1.939,3.213,2.867,2.606,4.411,3.609,1.882,4.049,3.666,2.472,3.350,3.156,2.600,4.235,3.348,3.222,2.375,3.743,5.964,2.993,0.886,5.484,1.955,5.889
FFM00641,1.984,3.007,4.327,3.303,3.834,2.511,3.359,3.694,3.432,4.104,3.998,3.659,3.201,3.998,3.666,3.355,3.649,2.815,4.248,3.732,0.401,5.422,2.557,6.347
FFM00642,3.735,3.191,2.963,5.339,2.854,3.240,3.126,3.018,3.977,3.370,3.085,3.864,4.542,3.677,2.425,1.695,2.539,3.972,4.262,5.363,0.658,5.696,2.866,5.852
FFM00643,1.908,3.555,3.710,4.689,2.926,2.364,3.204,3.525,4.540,4.093,3.691,4.202,4.882,2.728,2.940,3.282,1.970,3.488,3.895,4.830,0.630,5.849,2.325,6.044
FFM00644,3.116,4.488,4.671,3.586,3.317,3.425,3.708,4.782,4.880,3.575,4.358,4.716,3.728,4.220,3.404,3.632,3.856,4.664,5.005,3.876,0.594,6.205,2.840,6.211
FFM00645,3.967,3.305,5.337,3.418,3.622,3.512,4.086,5.104,2.971,4.730,4.820,3.240,3.311,3.280,3.490,4.373,4.017,4.347,3.920,2.778,0.615,6.460,2.416,6.188
FFM00646,4.223,2.857,4.642,6.052,3.358,4.478,4.231,3.012,2.355,4.124,4.083,5.893,5.345,2.819,3.918,3.490,2.376,4.124,3.854,6.341,0.519,6.380,2.517,6.495
FFM00647,3.070,5.306,3.545,5.064,5.835,2.448,3.011,5.070,6.189,2.895,3.841,4.854,4.018,4.900,5.002,2.558,3.865,3.943,6.223,5.241,0.713,5.710,2.294,5.932
FFM00648,2.806,3.150,5.726,2.852,4.652,3.416,2.757,3.454,3.458,5.236,5.463,3.068,3.510,3.983,3.727,4.211,3.849,3.519,4.671,3.671,0.317,6.230,2.674,6.020
FFM00649,3.853,3.697,4.426,3.423,4.793,3.577,3.961,3.931,3.928,4.666,3.898,4.399,2.903,3.308,5.094,3.799,4.342,4.091,5.042,3.990,0.887,6.476,2.074,6.564
FFM00650,2.855,5.775,5.160,3.459,4.924,2.405,2.996,6.020,4.229,4.328,4.288,4.208,3.665,4.686,5.175,4.474,4.539,4.379,5.474,4.030,0.691,6.581,2.172,6.099
FFM00651,4.744,4.755,4.741,2.580,4.047,4.202,4.303,4.471,4.652,3.723,4.252,2.005,3.313,3.673,4.079,3.542,3.961,5.705,3.762,3.113,0.505,6.010,2.263,6.305
FFM00652,4.115,4.932,5.767,3.409,5.729,5.473,4.903,4.933,5.912,4.740,4.536,3.988,3.568,5.166,6.259,4.535,3.949,4.707,5.818,3.964,0.653,5.583,2.286,5.594
FFM00653,3.375,2.830,4.259,3.570,4.018,3.345,3.336,2.513,3.386,4.314,3.571,4.361,4.214,2.764,3.606,4.007,2.037,3.658,3.935,4.756,0.523,5.578,1.586,6.262
FFM00654,4.615,2.962,3.309,3.776,3.557,3.935,3.742,2.419,2.488,3.345,4.192,4.422,3.645,4.163,2.567,3.197,3.368,3.720,4.867,4.924,0.696,5.379,1.890,5.949
FFM00655,3.900,5.500,2.801,3.814,5.512,3.914,2.786,4.974,3.971,4.046,2.630,3.677,4.265,4.829,4.975,2.809,3.577,4.576,5.696,3.657,0.856,5.777,1.725,6.056
FFM00656,5.779,3.200,3.691,4.005,6.176,4.650,4.504,3.067,3.358,3.595,3.463,4.710,5.200,5.642,4.797,2.846,4.079,3.566,6.041,3.896,0.381,5.398,1.899,5.744
FFM00657,4.823,4.596,3.828,4.522,2.348,4.206,4.549,4.143,4.219,3.226,4.593,4.160,4.502,1.993,3.260,3.764,3.579,4.606,2.818,4.894,0.679,5.645,1.285,6.202
FFM00658,3.742,4.710,4.084,2.132,5.163,2.952,4.044,4.898,4.936,3.913,4.527,3.409,2.952,4.789,4.975,3.713,3.990,4.709,5.589,3.431,0.478,5.714,1.576,6.189
FFM00659,5.136,4.249,4.780,2.910,3.819,5.625,4.053,4.778,4.763,4.144,5.012,3.036,3.600,3.520,2.674,4.453,2.832,4.595,3.302,3.758,0.773,6.282,2.139,6.514
FFM00660,5.041,4.134,4.181,4.363,5.209,4.262,4.709,4.158,3.741,3.984,3.181,4.693,3.567,5.454,3.921,4.148,4.555,4.640,5.511,4.727,0.865,6.013,1.204,5.921
FFM00661,3.287,4.044,1.989,4.925,2.397,3.014,2.968,4.541,3.896,3.038,2.526,4.013,4.863,3.309,2.485,1.462,2.329,3.332,3.750,5.848,0.575,5.766,2.409,6.268
FFM00662,6.677,3.487,4.742,4.828,6.107,6.109,6.081,3.494,2.374,3.746,4.579,4.044,4.747,5.321,5.346,3.871,4.271,5.205,5.879,4.830,0.542,5.958,2.052,6.172
FFM00663,3.114,6.617,4.284,4.611,4.005,3.297,4.499,5.951,6.020,3.856,4.662,4.221,3.843,2.849,3.169,3.340,3.478,4.650,4.626,4.643,0.555,5.706,2.414,5.507
FFM00664,2.184,4.273,4.419,2.980,4.600,3.180,2.317,4.028,3.140,5.849,4.241,2.468,3.208,3.906,3.713,3.496,3.367,4.118,5.314,2.763,0.859,5.526,2.014,5.761
FFM00665,3.853,2.274,3.691,3.236,3.677,3.761,4.982,2.733,3.178,3.881,4.461,2.865,2.850,4.129,4.214,3.961,3.124,2.956,4.241,3.308,0.469,5.746,1.856,5.945
FFM00666,4.731,3.244,3.956,3.795,6.391,5.118,5.009,3.112,4.415,3.485,4.435,4.665,3.995,4.214,5.326,3.633,4.108,4.322,6.253,4.356,0.829,5.566,1.678,5.902
FFM00667,4.723,4.452,4.505,2.992,4.419,4.856,5.076,4.730,3.736,4.233,5.624,3.597,2.407,3.283,4.449,4.688,4.453,5.006,5.329,3.581,0.992,5.916,1.720,6.408
FFM00668,4.917,1.685,4.522,3.191,5.796,4.295,3.679,2.601,3.123,4.841,3.968,2.652,2.786,5.089,6.158,3.107,3.053,3.094,6.798,3.810,0.643,5.986,3.007,6.148
FFM00669,1.608,2.982,4.480,5.644,4.739,3.159,1.435,3.150,2.970,4.902,3.632,4.827,4.517,4.027,4.468,3.509,2.858,3.351,4.975,5.235,0.785,6.120,2.813,6.031
FFM00670,3.704,2.417,2.676,2.838,3.651,3.838,4.665,3.697,2.194,3.147,2.513,2.466,2.484,4.742,3.535,2.818,3.439,4.436,5.055,2.999,0.838,5.515,2.486,6.190
FFM00671,3.814,2.459,4.184,2.745,3.731,3.378,4.627,2.843,3.452,4.754,2.638,2.812,2.570,2.905,3.146,2.699,3.067,3.259,3.173,3.074,0.891,6.188,3.112,6.407
FFM00672,5.482,5.389,4.622,5.414,3.936,4.755,4.997,5.365,5.166,4.484,4.044,6.147,3.680,2.649,4.453,3.738,3.589,5.487,5.937,5.127,1.030,5.984,3.338,6.178
FFM00673,5.941,4.530,4.247,4.803,4.317,5.730,5.224,4.860,4.720,4.515,3.842,4.084,4.430,5.004,3.627,3.906,4.173,3.590,5.093,4.587,0.608,5.849,1.692,6.107
