participant_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,conscientiousness_t1,conscientiousness_t2,behavior_score,trait_score,situation_strength,person_situation_interaction,characterology_typology_index,psychometric_structure_index,person_situation_index,narrative_identity_index,measurement_invariance_caution_index,historical_method_maturity_index
HIST00747,3.093,2.143,5.094,3.379,4.635,5.122,5.317,5.318,3.346,5.421,2.591,6.436,5.542,4.506,4.228,4.079,5.503
HIST00748,3.986,1.778,4.941,4.051,2.654,5.051,4.797,3.023,3.267,3.147,1.468,6.878,4.447,3.022,4.019,4.140,5.174
HIST00749,4.503,2.055,4.827,2.114,5.913,4.796,4.906,4.599,3.552,4.726,2.398,6.359,5.680,4.942,5.503,4.019,5.622
HIST00750,3.104,2.727,5.619,4.084,6.211,5.760,4.987,3.868,3.683,3.400,1.789,5.061,7.709,4.405,4.531,4.870,6.088
HIST00751,3.314,4.655,3.176,3.773,3.985,3.318,2.779,4.951,3.571,4.154,2.119,7.336,5.761,4.174,4.010,3.650,4.915
HIST00752,4.676,4.895,4.921,2.014,3.108,4.555,4.177,4.166,4.944,2.595,1.833,6.015,5.659,4.018,4.553,3.433,5.295
HIST00753,3.265,2.019,4.123,5.956,3.176,4.234,5.049,3.804,3.367,4.000,1.924,7.048,4.797,4.346,3.735,4.607,5.197
HIST00754,3.542,3.548,3.669,4.095,4.137,3.348,3.150,3.934,3.958,3.375,1.908,6.393,6.053,3.635,4.600,4.515,5.570
HIST00755,2.442,2.392,3.636,1.305,3.088,3.268,3.164,3.663,2.886,3.938,1.623,6.759,5.182,4.251,4.795,3.667,4.335
HIST00756,3.460,4.691,4.717,3.877,5.328,4.734,5.028,3.432,3.998,2.508,1.432,7.795,5.903,3.157,4.430,4.854,5.323
HIST00757,4.884,3.975,3.685,5.144,3.274,3.280,3.151,3.274,2.824,3.533,1.425,7.214,5.650,3.652,4.582,4.052,4.992
HIST00758,1.904,3.821,5.775,2.900,2.896,5.285,6.054,5.772,5.064,4.307,3.116,5.624,6.526,4.999,3.709,3.687,4.834
HIST00759,4.449,5.018,5.033,3.202,4.120,5.086,4.476,3.843,4.663,4.056,2.701,6.570,6.170,4.227,5.135,4.542,5.670
HIST00760,4.638,3.555,3.639,3.325,3.412,3.129,3.829,3.978,3.852,3.354,1.845,6.512,5.214,3.482,4.075,4.324,4.697
HIST00761,2.823,4.407,2.935,3.044,2.744,2.924,3.481,4.382,3.258,4.206,1.958,6.661,4.969,3.618,3.874,4.103,4.400
HIST00762,3.418,4.369,4.541,1.857,4.300,4.200,4.835,3.665,4.069,3.240,1.883,5.442,6.938,3.724,4.324,3.746,4.770
HIST00763,4.151,4.789,3.108,2.404,4.388,2.621,3.084,2.703,2.944,3.866,1.626,7.255,5.196,3.532,4.647,3.250,4.564
HIST00764,2.963,6.119,3.915,3.545,3.143,4.146,4.638,3.981,4.854,1.597,1.108,6.787,5.437,3.910,4.711,3.395,4.799
HIST00765,4.022,4.961,2.630,3.526,2.730,2.620,3.548,2.921,3.157,2.521,1.137,6.924,5.105,3.194,5.369,3.486,4.719
HIST00766,4.947,4.497,3.022,4.035,3.092,2.895,2.478,4.124,3.660,3.113,1.628,7.286,4.992,4.004,4.954,4.555,5.407
HIST00767,5.668,4.883,5.704,2.797,3.850,5.599,5.087,4.891,5.134,3.982,2.921,6.304,6.102,4.755,5.748,4.190,5.688
HIST00768,3.425,2.962,4.996,3.873,4.425,5.470,5.657,3.725,3.827,4.210,2.301,7.436,5.765,4.273,5.141,3.729,5.536
HIST00769,3.723,2.317,5.168,4.007,3.882,5.006,5.638,3.973,3.978,4.717,2.681,6.202,6.965,4.814,3.835,4.641,5.301
HIST00770,3.530,2.976,4.791,3.053,4.665,4.708,4.072,3.170,2.998,3.355,1.437,6.610,6.697,2.866,4.278,3.481,4.868
HIST00771,2.485,4.743,4.395,3.271,4.420,3.916,3.970,4.514,3.763,4.938,2.654,6.692,5.754,4.789,4.247,4.653,5.906
HIST00772,3.680,5.482,4.808,4.903,3.752,4.675,5.100,3.481,4.694,2.978,1.997,6.689,6.445,3.823,4.226,4.393,5.505
HIST00773,4.082,4.075,5.141,4.801,2.230,5.401,4.868,3.455,4.010,4.177,2.392,7.040,5.513,3.881,2.589,3.297,4.367
HIST00774,1.619,4.294,4.919,3.673,4.840,4.925,5.424,4.678,3.651,5.400,2.816,6.243,6.362,4.647,4.333,4.578,5.111
HIST00775,3.963,5.943,4.234,3.472,5.103,4.220,4.579,4.681,4.616,3.942,2.599,6.879,6.395,4.684,5.818,4.484,5.536
HIST00776,4.298,3.597,4.277,5.582,2.872,3.922,3.324,3.796,3.071,3.665,1.608,6.929,5.029,4.629,3.746,4.407,4.651
HIST00777,3.385,4.080,2.562,5.982,5.642,2.546,3.374,4.553,2.971,6.838,2.903,6.494,5.843,5.457,5.055,4.745,5.781
HIST00778,5.166,2.968,4.856,2.788,5.227,4.965,5.303,3.101,3.441,3.219,1.583,6.445,6.714,3.849,4.134,5.036,5.621
HIST00779,4.602,2.864,3.554,4.588,4.147,3.366,4.208,5.162,3.240,5.370,2.486,6.383,6.345,5.378,4.737,5.096,5.603
HIST00780,2.875,3.343,4.069,4.922,4.061,3.475,3.453,4.494,3.710,5.002,2.651,6.776,4.496,4.782,4.286,4.661,4.794
HIST00781,4.605,4.979,5.246,1.994,4.689,5.185,4.314,4.210,4.125,4.522,2.665,5.704,6.601,5.254,5.215,4.273,5.820
HIST00782,5.539,2.574,5.875,3.884,3.962,5.802,6.078,4.713,4.365,4.128,2.574,7.008,5.765,4.359,4.898,4.029,5.322
HIST00783,2.974,4.849,5.027,4.468,4.105,5.137,4.840,4.786,4.257,4.502,2.738,6.239,6.106,4.629,4.792,4.187,5.576
HIST00784,2.945,4.138,5.415,2.900,3.549,5.777,5.079,3.713,3.896,3.766,2.096,5.964,6.177,4.212,4.351,4.771,4.974
HIST00785,4.344,2.187,4.923,4.599,3.445,4.864,4.852,3.678,2.867,4.068,1.666,6.816,5.160,4.523,3.767,4.680,5.000
HIST00786,5.414,4.885,2.131,4.544,3.288,1.982,2.157,4.944,3.234,7.000,3.234,6.495,5.188,5.125,5.690,4.113,5.575
HIST00787,5.456,3.093,4.766,6.068,6.239,4.837,4.306,3.703,3.490,3.515,1.752,6.413,6.936,3.704,5.593,6.139,6.610
HIST00788,5.156,5.989,2.434,3.795,3.575,2.153,2.124,3.436,3.467,3.756,1.860,6.660,5.984,4.188,4.707,3.811,5.082
HIST00789,4.866,1.611,5.242,4.794,5.840,5.243,5.185,3.877,3.904,4.913,2.740,6.052,6.375,3.672,4.446,5.488,5.701
HIST00790,3.629,5.468,3.686,4.339,2.450,3.698,3.438,3.576,3.384,4.170,2.016,6.531,5.976,4.610,3.417,4.409,5.507
HIST00791,4.060,3.542,2.675,3.769,2.979,2.858,2.800,4.483,2.931,6.457,2.704,7.310,4.909,5.416,4.356,3.474,5.228
HIST00792,5.022,4.819,1.328,3.465,4.038,1.304,1.444,3.219,2.546,5.487,1.996,6.950,4.761,3.867,4.929,4.305,5.056
HIST00793,4.685,4.825,4.613,2.821,5.885,4.738,4.355,4.256,4.642,3.609,2.394,5.839,7.137,4.330,5.606,3.325,5.600
HIST00794,4.735,3.814,5.269,4.213,3.907,5.329,5.030,5.242,3.809,4.313,2.347,6.415,6.532,4.146,5.050,4.105,5.256
HIST00795,5.056,3.327,4.304,3.779,3.441,4.630,4.702,3.452,2.871,2.740,1.124,6.880,5.338,3.694,4.426,3.972,4.941
HIST00796,3.777,5.134,3.910,4.612,4.531,4.024,3.821,4.458,3.776,6.663,3.594,6.346,6.771,4.754,4.012,5.436,6.018
HIST00797,4.135,3.820,5.870,4.189,5.805,5.430,5.717,4.508,4.557,3.931,2.559,5.162,6.983,4.170,5.031,4.594,5.867
HIST00798,3.509,3.565,4.120,2.665,5.054,4.052,3.813,4.400,3.531,5.095,2.570,6.101,6.364,4.703,4.862,4.155,5.824
HIST00799,5.249,4.784,3.584,3.644,4.290,4.207,4.675,3.860,3.537,4.115,2.079,5.530,6.449,3.943,4.698,4.687,4.990
HIST00800,3.983,3.447,3.599,2.870,6.424,3.397,3.989,3.365,3.245,2.863,1.327,6.058,5.696,2.864,5.426,5.418,4.806
HIST00801,4.600,2.792,4.930,4.395,4.504,5.389,4.779,4.657,3.320,5.682,2.695,5.816,5.869,4.953,4.955,5.077,5.931
HIST00802,2.678,3.360,4.614,3.462,4.691,4.476,4.785,3.937,3.525,3.748,1.887,6.198,5.855,3.768,4.305,4.252,5.563
HIST00803,1.933,3.229,4.846,2.756,4.368,5.103,4.865,4.325,3.942,5.482,3.087,5.565,6.393,5.151,4.761,4.968,5.988
HIST00804,3.024,4.111,4.052,2.993,5.547,4.337,4.400,3.798,3.885,3.037,1.686,7.021,5.361,3.275,5.451,3.819,4.964
HIST00805,1.735,2.612,3.500,4.454,4.184,3.790,3.696,4.398,3.585,3.663,1.876,6.933,4.444,3.701,4.187,3.948,3.986
HIST00806,2.605,3.618,5.069,2.908,4.637,5.230,5.228,3.538,3.486,3.544,1.765,5.684,6.348,4.245,3.912,4.727,4.843
HIST00807,3.674,2.479,2.667,4.337,3.766,2.991,3.302,3.864,2.190,4.482,1.402,7.595,4.182,3.767,5.101,4.621,4.662
HIST00808,3.180,4.023,4.601,2.111,3.453,4.877,4.463,3.489,4.100,5.575,3.266,6.697,5.687,4.448,5.176,3.110,4.455
HIST00809,3.471,1.442,3.869,2.895,4.101,3.906,3.810,4.220,3.002,4.300,1.844,6.945,5.221,3.783,4.129,3.963,5.481
HIST00810,3.683,2.505,4.472,5.466,5.011,3.963,4.377,3.195,3.595,2.927,1.503,7.152,5.321,3.255,5.149,5.204,5.725
HIST00811,5.395,3.574,4.872,4.819,4.340,4.323,4.420,3.825,3.552,3.226,1.637,6.562,5.484,3.426,4.504,4.418,5.255
HIST00812,2.041,4.279,4.057,2.262,4.684,3.940,4.340,4.225,4.662,2.197,1.463,6.196,5.848,4.041,4.779,4.387,5.783
HIST00813,5.453,3.942,5.471,1.483,6.489,5.434,5.295,4.528,5.192,3.392,2.516,5.198,7.526,3.764,5.099,4.603,5.562
HIST00814,1.338,1.838,2.336,4.893,4.238,2.188,2.436,3.493,2.094,4.519,1.352,6.918,4.855,3.726,5.126,4.013,4.967
HIST00815,2.009,4.497,4.879,2.362,4.051,4.658,4.779,5.626,5.162,5.092,3.756,5.869,5.984,4.311,4.680,5.006,5.805
HIST00816,3.796,3.380,5.729,3.803,6.034,5.410,4.419,4.070,4.855,2.407,1.669,5.974,6.463,3.261,5.961,5.149,5.067
HIST00817,4.058,5.196,6.178,2.935,4.224,6.076,5.690,4.292,4.307,2.933,1.805,6.340,7.567,3.662,4.776,3.318,5.498
HIST00818,3.611,4.822,3.418,3.038,4.599,4.104,3.860,2.914,3.961,2.309,1.306,6.495,6.068,2.837,4.977,4.180,5.504
HIST00819,4.974,4.193,4.592,3.782,3.642,4.588,4.202,4.930,3.519,4.945,2.486,6.493,5.550,4.168,5.872,4.796,5.849
HIST00820,5.290,3.983,3.011,3.690,4.930,2.741,2.582,4.178,2.690,4.583,1.761,7.026,5.094,3.871,5.920,4.333,5.296
HIST00821,3.471,4.148,3.908,4.128,3.801,3.620,4.159,2.459,2.960,2.134,0.903,7.135,5.557,2.699,3.943,5.401,4.806
HIST00822,3.418,3.534,4.859,4.291,4.583,4.879,4.265,4.330,4.208,4.402,2.646,6.155,6.124,4.154,5.004,5.022,5.463
HIST00823,2.817,2.846,3.443,3.478,4.630,3.090,2.693,4.757,3.982,4.501,2.561,5.839,5.720,4.199,4.707,4.568,5.455
HIST00824,3.447,3.092,3.838,3.329,3.179,3.712,3.668,4.768,3.119,5.195,2.314,6.483,5.608,4.998,3.314,4.431,4.828
HIST00825,4.581,5.015,4.825,5.844,7.000,4.803,5.055,3.862,3.990,4.619,2.633,6.805,6.691,3.956,5.545,4.882,5.482
HIST00826,5.490,5.169,2.923,2.789,3.127,2.681,3.324,4.715,4.386,5.606,3.512,6.495,5.372,4.522,4.494,4.092,5.260
HIST00827,3.468,4.173,3.959,3.653,6.531,4.205,3.865,3.893,3.697,4.896,2.586,6.100,6.159,4.385,5.083,4.074,6.080
HIST00828,6.409,3.403,5.101,4.668,4.595,5.311,4.872,3.830,3.491,5.867,2.926,6.497,5.909,4.219,5.318,4.807,5.531
HIST00829,2.762,5.145,5.090,4.081,5.476,5.158,4.477,5.167,5.312,5.467,4.149,6.347,6.537,5.925,5.086,4.980,5.629
HIST00830,4.910,4.716,4.632,1.257,5.155,5.001,5.297,4.750,4.543,3.392,2.201,5.580,6.319,4.967,5.345,3.200,5.646
HIST00831,4.744,2.455,3.970,3.646,3.501,4.104,3.911,3.243,2.639,4.622,1.742,6.976,4.098,3.929,4.328,4.194,4.649
HIST00832,4.636,4.509,1.623,3.574,4.453,1.482,1.912,3.662,3.309,3.492,1.651,7.289,5.012,3.780,4.865,3.776,5.247
HIST00833,4.822,3.471,3.175,6.087,3.772,3.200,3.086,4.653,3.897,4.155,2.313,7.134,5.394,4.413,4.157,4.707,5.609
HIST00834,3.675,3.929,3.607,3.897,5.385,3.911,4.013,4.179,3.589,4.522,2.318,7.373,6.113,4.354,5.282,3.979,5.518
HIST00835,2.977,2.453,5.373,3.365,4.216,5.490,5.258,4.113,3.847,5.080,2.792,5.497,6.203,4.614,4.013,3.949,5.509
HIST00836,4.628,4.705,5.205,4.135,4.632,5.318,5.068,3.778,4.043,3.310,1.911,6.460,7.033,3.302,4.852,4.773,5.619
HIST00837,3.108,3.511,3.934,3.757,7.000,4.003,4.528,3.952,2.779,5.574,2.213,6.420,6.559,4.677,5.284,4.580,5.675
HIST00838,3.239,4.943,5.469,3.496,2.545,5.487,5.023,4.857,4.202,4.157,2.495,6.004,6.292,4.308,4.882,3.874,5.335
HIST00839,4.681,3.658,5.691,4.737,4.706,5.702,5.097,3.943,4.067,4.090,2.376,7.020,6.461,4.074,5.069,5.760,5.899
HIST00840,2.079,3.441,4.645,2.546,4.664,4.502,4.665,4.569,4.564,2.251,1.468,5.679,6.232,3.705,5.157,4.491,5.515
HIST00841,4.166,4.174,5.606,4.237,5.298,5.622,6.013,3.421,3.836,3.983,2.183,5.729,7.109,3.291,5.384,4.464,5.697
HIST00842,2.674,3.498,3.919,3.527,4.752,3.378,2.790,5.559,3.790,5.649,3.059,6.265,5.216,5.316,4.505,4.719,5.444
HIST00843,3.804,4.191,5.500,5.620,4.096,5.407,5.167,4.413,3.976,5.076,2.883,6.662,6.964,5.198,5.307,5.518,6.790
HIST00844,4.936,3.313,3.854,4.343,4.844,3.750,3.675,2.180,2.414,3.708,1.279,7.679,5.245,2.596,5.341,3.760,3.910
HIST00845,1.000,5.719,4.260,3.210,5.978,4.515,4.407,4.672,5.424,2.055,1.593,6.187,6.500,3.364,5.725,5.691,5.467
HIST00846,4.045,5.232,3.911,3.754,4.485,3.897,3.885,3.888,3.667,2.952,1.546,6.647,5.740,4.169,5.104,5.064,5.377
HIST00847,5.737,3.659,4.232,3.087,3.679,4.057,4.606,4.126,4.110,5.702,3.348,6.048,5.451,5.206,5.125,4.544,5.484
HIST00848,2.166,3.918,4.406,5.198,3.875,4.666,3.930,4.302,4.080,5.518,3.216,6.548,5.821,4.874,3.574,4.699,5.558
HIST00849,5.037,4.722,4.814,5.008,4.302,4.918,4.930,3.649,3.380,4.125,1.991,6.356,5.632,3.234,4.759,4.240,4.660
HIST00850,4.901,4.381,4.153,3.560,7.000,4.223,4.252,4.663,3.818,6.079,3.316,6.030,6.414,5.714,5.683,4.224,5.881
HIST00851,4.028,3.900,3.500,5.478,5.049,3.354,3.523,3.917,3.777,4.474,2.414,7.982,5.417,4.555,4.637,5.193,5.425
HIST00852,4.915,4.588,3.109,5.427,3.703,3.034,3.181,4.096,3.127,4.939,2.206,7.263,5.083,4.647,5.093,3.332,5.312
HIST00853,3.738,3.875,2.974,3.291,6.342,3.118,3.037,5.092,3.491,6.259,3.122,6.851,5.067,5.202,5.216,4.540,5.312
HIST00854,3.400,2.174,3.652,4.201,4.304,3.265,3.165,3.324,3.273,3.420,1.599,6.629,5.936,4.136,3.770,3.935,4.408
HIST00855,3.607,2.651,4.348,4.674,2.673,4.099,4.172,5.213,3.808,3.907,2.125,6.544,5.987,5.084,3.479,4.023,5.725
HIST00856,1.250,4.971,5.779,3.869,3.854,5.584,5.411,3.706,4.062,2.385,1.384,6.113,6.386,4.530,4.690,4.302,5.856
HIST00857,3.653,3.711,2.411,3.267,3.790,2.329,2.693,2.964,1.855,4.454,1.180,6.416,5.427,3.522,4.282,4.331,5.259
HIST00858,4.198,4.080,4.330,3.635,4.550,4.192,4.384,3.595,3.406,5.515,2.683,6.183,6.254,4.472,5.080,4.839,5.468
HIST00859,2.568,6.852,6.197,4.110,6.100,6.808,6.672,5.536,5.547,5.336,4.229,4.693,8.531,5.386,5.752,6.050,6.765
HIST00860,5.687,5.670,3.362,5.462,4.811,3.195,3.568,4.927,4.355,4.957,3.084,6.950,6.533,4.803,4.908,4.584,5.872
HIST00861,4.864,2.935,3.769,3.835,4.430,3.846,3.709,3.327,3.346,3.329,1.591,6.570,6.077,3.894,5.480,4.266,6.025
HIST00862,2.617,6.283,3.600,3.297,4.592,3.324,3.542,3.858,4.564,1.950,1.272,6.158,6.170,3.161,4.448,4.615,5.276
HIST00863,4.818,3.287,4.203,6.580,4.728,4.337,3.748,4.172,3.677,3.746,1.968,7.252,5.494,4.143,4.496,5.800,5.615
HIST00864,3.924,3.486,6.112,6.066,3.122,5.754,4.978,4.230,3.394,3.482,1.688,6.754,5.689,4.421,3.845,4.619,5.197
HIST00865,3.539,3.464,1.899,3.175,4.809,1.413,1.217,3.540,3.192,5.282,2.409,6.574,5.438,3.701,5.226,5.089,5.280
HIST00866,3.776,4.432,4.251,2.072,2.625,4.571,5.029,4.437,3.388,5.556,2.689,7.174,5.255,4.782,3.675,4.242,4.471
HIST00867,3.543,3.085,4.596,3.200,4.854,4.503,5.162,5.439,4.036,5.546,3.198,6.009,5.736,5.549,4.585,3.436,6.337
HIST00868,3.967,5.099,3.564,3.730,4.676,3.905,4.098,4.574,3.539,5.007,2.531,6.633,5.562,4.923,5.487,3.212,5.393
HIST00869,1.933,3.925,4.200,4.642,5.545,4.261,4.229,3.172,3.451,4.652,2.294,5.366,6.803,3.489,5.324,5.649,5.999
HIST00870,3.691,4.468,3.208,3.222,4.226,3.633,3.780,5.055,4.073,5.689,3.310,6.294,5.476,5.346,4.447,4.663,5.401
HIST00871,4.530,3.929,3.287,2.486,4.756,2.794,2.712,4.038,3.355,4.349,2.084,6.358,5.817,3.763,5.269,3.580,4.843
HIST00872,3.981,4.426,3.552,5.395,3.961,3.621,3.021,3.848,2.864,5.314,2.174,6.811,5.797,3.884,4.969,5.314,5.640
HIST00873,2.613,3.838,3.868,2.485,4.879,3.976,4.031,4.750,4.311,4.332,2.668,6.366,5.700,4.791,4.803,4.679,5.953
HIST00874,2.879,5.325,3.443,5.076,4.902,3.271,3.365,4.190,3.755,4.814,2.583,6.001,6.011,4.390,5.247,5.111,4.801
HIST00875,2.214,4.305,4.107,3.495,5.611,4.209,4.406,4.033,3.448,4.205,2.071,6.624,5.187,3.815,4.812,4.488,5.128
HIST00876,4.380,4.054,4.974,4.242,4.154,4.473,4.574,3.411,3.896,4.313,2.400,5.888,6.709,3.865,4.896,4.308,5.563
HIST00877,5.704,3.180,5.639,1.839,3.453,5.765,5.932,3.295,4.555,2.466,1.605,6.264,5.623,3.466,3.686,3.704,4.399
HIST00878,4.577,3.820,4.870,3.755,4.592,5.071,5.443,4.410,3.423,4.978,2.434,6.245,6.573,3.908,5.484,5.056,5.276
HIST00879,3.612,4.269,4.341,3.451,4.032,4.463,4.086,4.044,3.579,4.922,2.516,6.829,5.618,4.562,3.977,4.787,5.272
HIST00880,2.985,6.135,5.612,5.180,5.031,5.726,5.547,5.560,4.963,5.893,4.178,5.746,6.734,5.078,5.547,4.928,6.102
HIST00881,2.645,4.814,4.217,3.679,2.706,4.393,4.487,3.172,3.442,4.875,2.397,7.480,5.618,4.162,4.059,4.132,5.598
HIST00882,3.482,4.542,4.465,4.416,4.185,4.815,4.574,4.447,3.535,4.171,2.106,6.171,6.278,4.297,4.930,5.080,4.976
HIST00883,4.486,3.893,3.801,4.446,4.804,4.119,4.265,4.819,3.136,5.733,2.569,5.877,6.334,5.757,4.993,4.582,5.850
HIST00884,4.143,5.166,5.077,4.040,4.819,4.973,4.671,3.291,4.011,3.520,2.017,6.090,7.023,3.421,5.477,3.983,5.351
HIST00885,3.923,5.033,4.970,4.417,3.610,4.908,4.960,4.287,3.971,3.882,2.202,6.883,6.138,4.324,4.351,3.991,4.915
HIST00886,3.070,2.494,5.218,4.264,3.729,5.522,5.309,2.597,3.249,2.494,1.158,6.916,6.066,3.290,4.128,4.333,4.699
HIST00887,2.504,3.169,4.244,3.046,2.998,3.976,3.947,3.637,3.088,2.850,1.257,7.306,5.393,4.267,3.715,3.253,4.968
HIST00888,4.632,4.824,4.682,1.738,5.294,4.756,5.668,6.067,4.935,6.726,4.742,6.722,6.463,6.287,5.725,4.660,6.201
HIST00889,4.269,3.841,4.643,3.814,3.349,4.505,4.295,3.895,3.661,4.007,2.096,6.535,5.901,3.904,3.545,4.023,4.971
HIST00890,4.126,3.457,4.334,4.070,4.973,4.278,4.780,3.508,2.866,3.970,1.625,5.294,6.659,3.595,5.233,6.142,5.702
HIST00891,4.457,4.270,2.874,3.278,4.463,2.903,3.056,3.314,3.333,2.787,1.327,7.416,5.528,2.692,5.824,4.289,4.635
HIST00892,2.730,5.548,4.532,3.077,4.193,4.302,4.237,4.246,3.801,4.811,2.613,6.226,5.702,4.745,4.466,4.723,5.387
HIST00893,5.762,3.412,3.781,3.440,5.234,4.375,3.793,4.040,3.201,4.742,2.169,6.451,6.345,4.437,5.338,5.247,5.628
HIST00894,4.786,3.241,4.219,3.525,5.516,4.239,3.821,4.047,4.621,3.310,2.185,6.723,5.927,3.658,5.417,4.710,5.023
HIST00895,3.869,2.924,3.508,2.953,4.179,3.596,3.520,4.568,3.574,3.227,1.648,6.593,5.076,5.241,4.728,3.686,6.059
HIST00896,4.659,4.820,4.941,4.545,4.493,5.004,4.251,4.978,4.481,5.508,3.526,6.549,6.820,6.313,3.630,5.620,5.934
HIST00897,4.573,4.849,4.901,3.079,5.096,5.300,5.368,4.280,3.778,4.464,2.409,5.813,6.961,4.404,4.561,4.898,5.599
HIST00898,2.999,3.419,5.053,3.478,2.932,5.407,5.189,4.178,3.876,5.514,3.053,6.511,5.807,4.349,3.439,3.422,5.180
HIST00899,4.779,3.137,4.624,3.168,4.269,4.821,5.139,4.205,3.830,3.090,1.691,6.296,5.907,4.365,3.708,3.678,5.622
HIST00900,4.308,4.512,3.408,3.039,4.657,3.534,3.333,4.023,3.791,4.686,2.538,7.035,5.474,4.972,4.254,4.171,5.215
