person_id,c1,c2,c3,c4,c5,c6,e1,e2,e3,e4,e5,e6,n1,n2,n3,n4,n5,n6,conscientiousness_score,extraversion_score,neuroticism_score,self_report_consistency_index,trait_observation_alignment
TRT00564,3.221,2.605,2.571,3.526,2.616,1.814,5.146,4.160,2.869,4.451,3.205,3.525,5.269,4.604,5.326,5.460,5.192,5.476,2.725,3.893,5.221,7.561,7.645
TRT00565,4.169,3.544,3.194,3.554,4.143,3.689,5.259,3.900,4.267,6.344,4.557,4.701,3.120,2.575,2.552,3.501,3.717,3.776,3.716,4.838,3.207,8.190,8.043
TRT00566,3.659,3.237,4.059,4.762,4.353,4.962,4.976,4.919,4.345,5.507,5.613,6.369,3.998,4.883,3.918,4.759,5.236,5.234,4.172,5.288,4.671,7.344,7.921
TRT00567,3.993,4.430,4.534,3.981,4.562,5.060,3.439,2.394,2.858,2.257,3.281,3.606,4.453,4.727,6.084,4.689,5.072,5.392,4.427,2.972,5.070,8.445,8.222
TRT00568,3.565,2.966,3.815,2.736,3.443,2.677,4.188,5.118,4.430,4.202,4.737,4.034,3.821,2.536,4.083,2.665,4.113,4.303,3.200,4.452,3.587,8.708,7.189
TRT00569,4.153,4.650,4.055,3.753,4.482,4.334,3.291,2.348,4.199,2.018,3.080,1.701,5.962,6.016,5.612,5.693,6.954,6.673,4.238,2.773,6.152,8.063,7.808
TRT00570,5.582,5.830,4.575,4.352,5.299,4.824,3.091,2.883,3.263,3.487,2.405,3.333,2.748,3.174,2.436,3.704,3.009,1.436,5.077,3.077,2.751,7.587,7.953
TRT00571,3.912,2.576,4.313,2.992,4.065,5.084,3.811,5.349,5.160,4.532,3.724,4.523,5.120,4.203,5.002,3.439,5.812,3.030,3.824,4.517,4.434,6.426,7.696
TRT00572,2.513,3.057,2.047,2.268,2.511,2.309,4.602,4.888,5.423,4.078,4.590,4.508,3.974,3.829,4.630,3.999,4.551,4.158,2.451,4.682,4.190,8.851,7.167
TRT00573,1.697,2.064,2.496,2.720,2.660,2.226,4.757,4.170,5.074,4.930,5.085,5.215,4.516,5.731,5.747,5.315,4.296,5.349,2.311,4.872,5.159,8.231,7.103
TRT00574,5.282,4.440,5.182,4.202,5.725,5.110,6.347,5.937,5.203,3.806,5.603,5.761,1.192,1.011,1.000,1.000,1.384,2.327,4.990,5.443,1.319,7.473,7.643
TRT00575,5.527,5.020,5.267,5.256,5.116,3.936,5.735,4.547,5.986,4.941,5.019,4.937,3.799,3.095,3.954,4.071,3.026,4.225,5.020,5.194,3.695,7.974,7.928
TRT00576,6.779,4.684,6.105,5.524,4.924,6.223,2.696,1.707,3.107,4.284,3.086,2.722,1.996,2.345,1.634,3.395,1.000,2.161,5.707,2.934,2.088,7.059,8.217
TRT00577,7.000,7.000,7.000,6.947,6.892,7.000,3.426,4.621,3.053,4.968,3.108,3.030,3.698,4.187,3.787,3.959,3.827,4.659,6.973,3.701,4.019,8.224,7.584
TRT00578,3.009,3.054,4.480,3.144,4.664,4.545,5.344,6.120,4.832,6.089,5.493,5.601,3.900,3.130,3.540,2.824,3.989,2.701,3.816,5.580,3.347,6.981,8.030
TRT00579,5.938,6.536,7.000,6.023,6.267,6.332,5.512,4.765,4.890,4.612,6.172,4.476,2.736,1.635,2.973,2.610,2.671,2.569,6.350,5.071,2.532,7.940,7.842
TRT00580,5.886,6.225,5.385,5.344,6.239,5.053,5.344,5.235,5.807,6.491,4.395,4.018,3.958,3.580,3.797,1.664,4.045,2.982,5.689,5.215,3.338,7.077,8.355
TRT00581,4.119,4.514,5.141,5.629,3.839,5.084,3.024,1.467,2.628,1.889,2.285,3.600,2.031,2.857,2.422,2.550,2.656,2.521,4.721,2.482,2.506,8.269,8.090
TRT00582,5.154,4.813,4.827,4.589,4.861,5.283,1.000,3.308,1.837,2.272,1.000,1.868,2.192,2.013,1.000,2.344,1.925,1.789,4.921,1.881,1.877,7.983,7.135
TRT00583,2.864,1.985,2.181,1.961,3.199,4.076,2.786,1.710,1.691,2.107,2.367,1.700,2.233,1.887,2.067,2.413,1.951,1.713,2.711,2.060,2.044,8.563,7.433
TRT00584,5.051,4.941,3.240,4.426,3.814,4.513,5.710,5.895,5.501,6.014,5.235,4.753,3.926,3.934,4.451,4.698,4.104,3.305,4.331,5.518,4.070,8.082,8.551
TRT00585,4.231,5.758,5.601,4.369,5.845,5.696,2.602,3.522,2.845,4.089,3.605,2.728,4.535,3.242,4.203,2.460,3.867,3.699,5.250,3.232,3.668,8.008,8.039
TRT00586,6.291,5.003,6.781,7.000,5.103,3.974,4.864,5.397,3.817,5.122,3.850,5.285,4.186,3.359,2.771,3.436,2.775,4.324,5.692,4.723,3.475,6.991,8.199
TRT00587,3.453,4.661,3.958,3.601,4.442,4.791,5.237,5.266,4.253,3.448,4.807,4.258,3.530,2.909,3.407,4.923,3.128,3.268,4.151,4.545,3.528,7.228,7.674
TRT00588,3.837,3.694,2.868,3.287,4.785,3.300,5.021,2.887,2.548,4.238,1.969,3.182,3.635,3.724,3.770,4.356,4.235,5.436,3.628,3.307,4.193,7.081,7.380
TRT00589,3.818,2.956,2.735,3.468,2.900,2.421,3.284,2.493,2.649,3.166,2.326,2.117,5.175,4.637,5.169,3.720,4.981,5.229,3.050,2.673,4.819,8.054,7.821
TRT00590,5.114,5.395,5.524,4.070,5.982,5.345,3.173,4.698,3.079,2.951,3.080,3.174,2.697,2.260,2.224,3.143,3.756,2.649,5.238,3.359,2.788,7.710,7.391
TRT00591,5.193,4.987,5.878,3.904,4.512,6.667,4.564,3.424,4.953,4.306,4.358,4.270,3.363,4.609,4.137,4.037,4.751,4.560,5.190,4.312,4.243,7.643,8.359
TRT00592,3.323,3.927,4.754,5.212,3.646,2.952,3.639,3.759,3.201,3.480,3.842,4.408,3.985,3.187,4.057,3.713,4.948,3.583,3.969,3.722,3.912,7.645,8.242
TRT00593,6.456,6.374,6.082,5.588,6.061,6.560,1.613,1.267,1.534,3.027,1.162,1.207,4.545,4.663,5.352,4.563,4.658,4.969,6.187,1.635,4.791,8.462,7.457
TRT00594,4.642,4.694,5.728,4.320,4.595,5.274,2.815,3.798,3.732,3.993,2.368,2.731,3.213,3.468,2.864,2.575,2.228,2.680,4.875,3.240,2.838,8.035,8.118
TRT00595,6.080,6.408,5.437,6.090,3.891,5.702,4.203,3.103,4.338,3.352,3.249,3.523,5.820,4.986,6.599,6.164,6.571,4.904,5.601,3.628,5.840,7.227,7.627
TRT00596,2.624,3.789,4.575,4.169,3.512,3.467,5.371,5.225,4.558,6.486,4.252,5.341,4.187,4.198,5.221,4.766,5.190,4.506,3.689,5.206,4.678,7.774,7.794
TRT00597,4.147,3.273,2.796,3.255,2.754,3.061,5.305,5.946,3.965,4.977,5.849,4.921,4.116,4.639,5.259,5.141,4.620,6.115,3.214,5.160,4.982,7.544,7.766
TRT00598,5.650,6.507,5.690,6.435,5.439,5.549,4.203,5.209,3.256,4.030,4.283,4.686,5.451,5.528,4.368,5.267,5.014,4.504,5.878,4.278,5.022,7.952,7.945
TRT00599,4.359,4.161,4.983,3.977,4.936,4.324,3.673,3.184,3.091,3.788,4.976,5.342,3.609,3.230,3.643,3.599,3.722,3.957,4.457,4.009,3.627,7.884,7.941
TRT00600,4.323,3.389,3.632,4.223,3.805,3.735,5.510,5.551,6.080,7.000,6.014,5.574,1.059,1.551,1.747,2.243,3.215,1.245,3.851,5.955,1.843,8.038,7.822
TRT00601,4.034,4.833,4.859,3.672,4.279,3.566,3.448,3.667,3.118,3.476,2.382,3.379,3.598,2.011,3.143,3.816,3.790,3.174,4.207,3.245,3.255,8.171,8.110
TRT00602,5.858,5.417,4.844,5.117,6.325,5.836,2.021,1.231,3.104,2.152,2.790,1.279,6.230,6.673,5.110,5.816,5.398,5.103,5.566,2.096,5.722,7.520,7.148
TRT00603,2.910,3.106,3.518,3.404,2.931,2.347,3.968,4.599,4.367,4.980,4.665,3.532,2.221,3.511,3.920,2.349,1.897,1.395,3.036,4.352,2.549,7.463,7.304
TRT00604,3.926,3.305,4.004,2.566,3.401,3.208,4.410,4.255,5.888,5.716,4.175,3.591,3.682,2.988,2.697,3.372,3.250,1.759,3.402,4.673,2.958,7.492,7.090
TRT00605,4.036,4.284,4.416,4.006,4.737,3.455,3.295,3.068,4.126,4.158,2.230,3.752,3.271,4.085,2.787,3.713,4.768,3.370,4.156,3.438,3.666,7.863,8.037
TRT00606,3.437,5.077,5.288,5.084,4.399,4.709,2.748,3.421,3.987,2.312,2.504,2.574,3.486,4.160,3.881,2.979,4.235,4.006,4.666,2.924,3.791,7.708,7.682
TRT00607,5.877,3.696,3.770,4.728,5.480,4.658,2.660,1.000,3.225,4.148,2.733,2.529,5.755,5.295,5.141,5.348,5.439,5.286,4.702,2.716,5.377,7.781,8.104
TRT00608,2.150,2.956,3.679,2.330,3.113,3.286,2.846,4.020,4.253,3.730,4.976,4.715,3.184,2.809,2.181,2.060,3.330,2.453,2.919,4.090,2.670,8.041,7.594
TRT00609,4.309,4.120,4.610,4.909,4.881,5.015,3.727,4.788,4.190,3.743,5.010,4.167,4.113,4.821,4.570,4.843,3.915,4.048,4.641,4.271,4.385,7.817,8.366
TRT00610,4.333,4.087,3.384,4.656,4.159,4.410,4.345,4.389,4.928,5.002,4.205,5.526,3.132,4.907,4.359,5.390,4.583,5.009,4.172,4.733,4.563,7.740,7.514
TRT00611,3.537,2.501,3.408,3.456,3.573,3.416,4.585,3.231,3.947,3.820,3.548,4.431,2.024,2.235,2.484,3.074,3.091,2.818,3.315,3.927,2.621,8.041,7.873
TRT00612,4.770,3.958,3.600,4.071,3.754,3.338,5.539,4.402,4.966,4.406,5.070,4.269,2.534,3.518,3.789,3.276,3.389,4.512,3.915,4.775,3.503,7.572,7.733
TRT00613,4.515,3.340,2.878,3.195,3.531,4.085,4.347,4.560,6.286,5.318,5.698,4.991,4.513,2.475,3.671,3.324,3.170,3.052,3.591,5.200,3.367,7.243,8.102
TRT00614,4.258,4.615,4.442,3.550,3.241,5.342,4.406,4.624,4.709,5.243,4.321,3.590,4.911,4.601,5.079,3.851,5.229,5.208,4.241,4.482,4.813,7.826,8.036
TRT00615,3.910,2.936,3.874,3.664,3.921,2.749,2.987,3.007,2.295,3.279,2.803,4.764,3.294,2.779,3.484,4.048,3.463,3.848,3.509,3.189,3.486,7.667,7.622
TRT00616,2.820,3.846,3.015,3.320,3.050,4.223,5.187,4.626,4.902,4.653,4.742,4.739,5.768,6.066,7.000,6.939,7.000,6.550,3.379,4.808,6.554,8.368,6.702
TRT00617,1.645,2.388,2.445,2.596,3.296,2.596,3.205,5.420,4.753,3.958,5.135,4.843,2.893,3.574,3.620,3.503,2.634,4.367,2.494,4.552,3.432,7.764,7.481
TRT00618,2.689,2.696,2.424,3.489,4.815,2.216,1.427,2.029,2.104,2.552,2.361,1.652,2.809,2.392,1.677,2.856,2.811,1.878,3.055,2.021,2.404,7.434,6.867
TRT00619,4.265,6.466,4.248,4.711,4.540,4.909,2.418,3.149,1.993,2.100,3.722,4.154,4.885,4.304,4.382,5.297,4.552,4.431,4.856,2.923,4.642,7.101,8.508
TRT00620,3.703,3.952,3.776,3.668,4.832,2.800,5.442,5.891,4.673,4.707,5.424,4.897,3.314,4.948,4.285,4.074,3.337,4.268,3.789,5.172,4.038,7.610,7.320
TRT00621,6.051,5.194,4.659,5.636,5.899,5.770,5.475,5.310,5.407,5.515,4.238,5.245,3.100,2.463,3.006,3.771,2.730,3.539,5.535,5.198,3.101,7.943,7.492
TRT00622,6.044,5.421,6.428,5.083,5.649,5.332,3.489,3.860,2.953,2.710,2.590,4.144,2.874,3.312,3.614,2.089,2.713,2.533,5.659,3.291,2.856,7.430,7.744
TRT00623,5.226,4.774,3.775,3.983,5.000,4.342,4.561,2.820,4.893,3.667,3.618,5.259,5.383,3.722,4.627,4.740,3.943,4.701,4.517,4.136,4.519,7.522,8.014
TRT00624,6.508,6.488,5.336,4.907,5.282,5.820,3.315,3.579,3.683,3.991,2.778,3.213,5.427,5.678,5.549,6.342,6.081,6.415,5.724,3.426,5.915,7.871,7.686
TRT00625,4.797,4.111,6.220,4.952,5.624,4.563,3.039,4.310,2.775,3.336,4.214,3.906,4.451,4.811,3.826,4.565,4.846,3.583,5.045,3.597,4.347,7.581,8.051
TRT00626,3.100,3.736,2.160,1.860,2.555,3.630,4.246,3.696,3.449,2.353,3.113,3.482,2.062,1.198,2.864,2.163,1.000,1.000,2.840,3.390,1.714,7.476,8.008
TRT00627,2.534,2.309,1.601,2.050,3.258,2.747,2.826,3.364,3.772,3.829,3.167,3.191,3.244,2.903,2.641,3.210,2.477,2.956,2.417,3.358,2.905,8.120,8.023
TRT00628,4.525,5.079,5.806,5.082,5.493,5.614,2.810,2.833,3.435,2.128,3.845,3.192,1.272,1.416,1.000,2.602,1.769,1.975,5.266,3.041,1.672,8.039,8.104
TRT00629,3.354,3.383,3.753,3.827,2.356,3.980,2.890,2.540,2.728,2.819,2.620,2.754,4.727,4.331,4.254,3.723,4.428,5.555,3.442,2.725,4.503,8.479,7.736
TRT00630,5.384,2.853,3.645,4.078,3.612,3.781,2.559,2.692,3.280,2.423,3.106,2.389,2.701,2.839,3.023,2.645,2.555,2.096,3.892,2.741,2.643,7.524,7.939
TRT00631,3.136,3.164,2.250,1.766,3.605,3.183,3.106,4.182,3.471,4.533,3.950,5.025,4.002,3.970,4.709,4.190,5.249,4.121,2.851,4.044,4.374,7.798,7.912
TRT00632,5.878,5.299,3.254,4.851,5.652,3.583,4.910,5.500,4.437,5.443,4.733,5.517,2.459,3.310,2.507,3.180,2.805,3.491,4.753,5.090,2.959,7.318,8.278
TRT00633,4.504,3.024,3.309,3.133,3.714,3.022,3.960,4.566,4.015,3.586,3.761,2.400,1.952,1.627,2.119,1.362,1.703,1.000,3.451,3.715,1.627,7.666,8.050
TRT00634,2.435,3.200,3.455,4.413,4.170,3.997,3.519,2.770,3.924,2.255,2.752,2.901,2.057,2.164,2.483,2.532,2.916,2.106,3.612,3.020,2.376,7.980,7.967
TRT00635,6.113,4.967,4.484,4.526,5.196,5.303,4.739,4.170,3.217,2.927,2.976,5.081,1.745,3.033,2.217,1.609,2.403,1.871,5.098,3.852,2.146,7.039,8.557
TRT00636,4.588,5.353,5.087,4.592,4.731,5.033,3.626,2.935,2.042,2.414,1.801,3.352,1.809,3.844,3.833,3.278,2.878,3.712,4.897,2.695,3.226,7.846,8.204
TRT00637,4.017,2.625,3.713,4.833,3.341,3.314,2.890,3.779,3.062,4.426,5.566,4.111,3.040,3.842,3.364,3.326,3.348,2.484,3.641,3.972,3.234,7.312,7.746
TRT00638,5.358,6.401,5.700,4.684,5.793,5.568,3.879,3.608,5.122,4.263,4.958,4.589,3.263,2.059,3.584,4.105,3.381,4.453,5.584,4.403,3.474,7.915,7.859
TRT00639,6.503,6.094,5.916,6.349,5.793,6.232,3.347,4.547,5.032,2.951,3.846,3.488,2.731,3.779,2.866,2.313,3.481,3.714,6.148,3.869,3.147,7.851,7.871
TRT00640,4.779,5.017,5.939,4.946,5.941,4.705,3.421,3.999,3.041,3.200,2.710,4.901,3.562,3.141,3.267,4.522,4.863,2.018,5.221,3.545,3.562,7.220,7.857
TRT00641,5.632,5.788,4.803,5.555,5.868,6.581,5.312,4.567,4.305,3.845,4.296,4.438,3.606,2.539,4.531,4.612,4.536,4.335,5.705,4.460,4.026,7.358,8.388
TRT00642,5.994,5.828,4.433,5.131,5.031,5.108,3.973,3.821,5.080,3.776,4.334,3.161,2.863,3.194,3.170,3.052,3.458,4.141,5.254,4.024,3.313,7.985,8.451
TRT00643,3.809,4.230,3.900,3.924,3.566,3.196,5.876,5.060,3.842,4.303,5.643,5.455,3.714,3.499,3.065,3.368,3.013,2.427,3.771,5.030,3.181,8.273,8.176
TRT00644,4.381,2.777,1.853,2.940,2.837,2.524,4.399,3.894,4.312,3.634,4.086,5.350,5.652,5.474,4.831,4.926,6.114,4.980,2.885,4.279,5.329,7.881,7.024
TRT00645,3.414,4.063,3.531,4.871,4.162,3.975,4.886,4.123,4.705,4.938,4.051,4.550,3.930,3.295,2.836,4.338,3.739,3.812,4.003,4.542,3.659,8.466,8.278
TRT00646,2.461,2.834,2.523,3.115,1.937,1.886,5.316,5.292,5.754,6.032,6.271,6.163,4.858,4.570,5.716,4.477,6.298,5.471,2.459,5.805,5.232,7.735,6.657
TRT00647,4.487,4.729,4.493,4.958,5.279,3.721,4.881,4.364,4.478,5.082,3.942,5.546,4.025,4.560,4.116,4.023,4.727,4.520,4.611,4.716,4.328,7.298,8.609
TRT00648,2.343,2.489,2.034,1.796,2.442,2.249,4.428,5.805,4.247,4.352,4.279,4.601,6.339,5.253,4.704,5.110,5.709,4.951,2.226,4.619,5.344,8.210,7.345
TRT00649,5.329,4.434,7.000,5.281,4.391,5.410,1.554,1.000,1.546,1.398,1.085,1.247,4.212,5.169,3.463,4.605,5.233,3.159,5.308,1.305,4.307,7.826,7.404
TRT00650,4.922,4.844,4.121,3.656,4.163,4.388,1.555,2.738,2.339,2.355,2.739,2.484,7.000,5.188,7.000,7.000,6.761,7.000,4.349,2.368,6.658,7.585,7.529
TRT00651,5.769,3.906,5.033,4.793,4.457,5.026,4.885,3.703,4.320,3.522,4.446,4.168,3.063,3.743,1.725,3.011,3.492,3.592,4.831,4.174,3.104,7.991,7.814
TRT00652,3.904,6.323,5.468,5.432,4.937,4.875,4.638,5.148,4.880,4.271,5.795,5.235,1.782,2.150,1.000,1.000,2.158,1.000,5.156,4.995,1.515,7.627,7.479
TRT00653,4.852,5.210,6.014,4.492,5.852,4.384,3.139,4.038,2.713,2.739,4.333,4.049,4.299,4.519,4.364,4.138,2.409,4.736,5.134,3.502,4.077,7.447,7.891
TRT00654,2.569,3.097,3.069,1.778,3.003,2.402,5.643,3.805,6.097,4.482,4.934,5.454,3.413,4.782,3.516,2.527,3.626,2.529,2.653,5.069,3.399,6.882,7.385
TRT00655,3.832,4.958,2.784,3.085,3.085,4.885,4.494,4.813,5.367,4.069,4.459,4.471,3.408,3.271,2.756,2.898,2.920,3.903,3.771,4.612,3.193,7.679,7.553
TRT00656,3.858,4.766,3.975,4.931,4.387,4.848,2.696,2.127,3.322,3.511,3.638,4.333,4.846,5.202,5.327,4.482,4.179,4.744,4.461,3.271,4.797,8.035,7.982
TRT00657,3.786,4.001,3.843,2.247,3.070,3.128,4.552,4.870,4.224,5.190,5.129,4.496,2.716,4.189,3.338,2.507,3.202,3.044,3.346,4.744,3.166,8.081,7.456
TRT00658,4.001,3.814,3.984,4.336,4.441,3.685,3.040,3.314,3.883,2.908,3.876,3.173,3.827,5.034,4.644,5.355,4.228,3.634,4.044,3.366,4.454,8.320,8.351
TRT00659,2.804,3.414,3.474,4.229,4.090,3.769,3.883,3.196,4.486,3.738,3.242,4.036,3.380,4.925,4.608,2.798,3.749,3.257,3.630,3.763,3.786,7.838,7.925
TRT00660,3.839,2.494,3.347,3.215,2.494,2.646,3.953,6.078,3.730,4.614,4.351,4.789,4.190,4.234,4.500,5.164,4.248,4.115,3.006,4.586,4.409,7.805,6.991
TRT00661,4.027,2.975,3.994,4.427,4.475,3.845,4.023,4.116,5.353,4.158,4.047,4.727,3.399,3.549,2.960,2.817,4.021,3.255,3.957,4.404,3.333,8.462,7.626
TRT00662,5.928,5.717,6.612,5.895,6.288,4.506,3.600,4.621,4.188,3.975,3.979,3.501,2.721,2.720,2.482,2.746,3.277,3.063,5.824,3.977,2.835,8.079,7.984
TRT00663,4.716,4.608,3.084,4.247,3.891,4.164,4.546,5.945,5.399,4.546,4.765,4.279,3.086,1.919,2.218,2.534,1.782,2.760,4.119,4.913,2.383,7.691,7.892
TRT00664,3.703,3.994,5.038,5.175,4.420,4.038,5.052,4.779,4.416,4.029,5.672,4.241,3.222,4.868,2.785,1.878,2.314,3.381,4.395,4.698,3.075,7.401,7.691
TRT00665,4.176,4.570,3.848,4.087,5.577,4.743,2.719,2.758,2.477,3.303,1.814,2.392,3.105,3.842,3.502,2.644,1.958,3.023,4.500,2.577,3.012,7.963,8.153
TRT00666,4.283,3.931,4.900,3.643,4.414,4.547,3.285,4.065,4.856,3.484,3.471,4.155,4.284,3.484,4.420,4.061,4.536,4.487,4.286,3.886,4.212,8.565,7.671
TRT00667,5.253,6.147,5.644,6.056,6.345,7.000,6.320,6.154,7.000,7.000,6.669,6.861,2.521,3.325,2.584,2.699,3.646,3.533,6.074,6.667,3.051,8.243,7.185
TRT00668,2.940,3.015,2.367,1.859,1.599,1.919,4.082,3.282,4.339,3.831,5.610,4.172,1.703,2.214,1.720,1.516,2.295,1.739,2.283,4.219,1.865,7.554,7.668
TRT00669,5.016,5.000,3.522,4.132,4.561,5.041,5.551,4.382,3.943,4.208,3.744,5.197,5.861,6.477,5.393,6.993,4.104,6.789,4.546,4.504,5.936,7.138,7.892
TRT00670,5.047,4.701,4.683,4.936,4.613,4.860,1.324,1.000,2.411,3.044,2.081,2.648,2.316,2.996,1.915,2.475,2.763,2.194,4.807,2.085,2.443,8.436,8.455
TRT00671,4.375,4.945,5.443,5.192,4.800,4.817,7.000,7.000,6.633,7.000,7.000,6.302,4.593,3.858,3.558,3.949,3.847,4.532,4.929,6.822,4.056,8.886,7.656
TRT00672,4.045,2.945,3.260,4.871,4.496,3.428,5.230,5.770,5.083,4.708,7.000,5.783,2.133,3.837,3.762,3.507,4.255,3.052,3.841,5.596,3.424,7.234,8.408
TRT00673,2.986,3.618,3.077,3.780,2.746,2.035,3.317,3.760,5.495,3.241,4.803,3.848,4.707,4.498,5.865,3.835,4.115,5.496,3.040,4.077,4.753,6.991,7.527
TRT00674,5.315,4.811,4.703,3.750,4.464,4.423,3.823,3.817,3.509,3.196,4.238,2.566,3.456,2.390,3.736,2.696,2.836,4.412,4.578,3.525,3.255,8.143,8.953
TRT00675,4.791,4.689,5.331,4.026,4.343,4.736,2.307,2.608,3.170,3.108,3.649,2.636,2.890,1.613,2.203,1.000,2.647,2.967,4.653,2.913,2.220,7.539,8.118
TRT00676,4.575,4.948,4.717,5.490,5.229,5.525,5.042,6.474,5.707,5.876,6.239,4.718,5.119,4.657,5.679,5.588,3.750,4.181,5.081,5.676,4.829,8.052,7.806
TRT00677,1.921,2.747,2.863,3.289,4.228,2.552,3.542,2.932,2.829,2.336,4.347,4.203,2.030,3.378,3.268,3.783,2.471,4.020,2.933,3.365,3.158,7.374,7.844
TRT00678,5.949,7.000,5.407,6.336,6.130,4.536,4.966,3.849,4.495,4.454,3.975,4.708,4.784,4.748,4.784,5.380,3.819,4.211,5.893,4.408,4.621,7.920,8.065
TRT00679,5.599,3.863,5.712,4.386,4.474,3.556,3.565,2.953,3.218,2.095,2.866,3.060,2.446,1.069,2.236,1.923,2.220,2.425,4.598,2.959,2.053,7.364,8.252
TRT00680,4.490,2.870,2.833,3.402,4.526,3.514,2.956,3.340,3.765,4.559,4.194,2.996,2.785,1.871,3.288,2.246,3.001,3.775,3.606,3.635,2.828,7.627,8.136
TRT00681,5.506,4.973,4.881,5.512,3.594,4.319,3.913,3.399,2.424,3.007,2.334,2.557,4.499,4.483,3.655,2.221,3.367,3.994,4.798,2.939,3.703,7.335,8.157
TRT00682,4.020,5.555,4.281,4.314,4.280,4.931,4.568,5.428,4.867,5.287,5.302,4.694,3.304,3.903,4.085,3.909,4.402,4.246,4.564,5.024,3.975,7.900,7.889
TRT00683,1.804,4.029,3.382,2.281,3.695,2.541,4.334,4.492,4.691,2.782,5.279,4.022,4.069,3.510,4.072,3.797,3.520,4.074,2.955,4.267,3.840,7.640,8.116
TRT00684,3.641,3.475,3.921,2.827,3.815,4.310,2.570,4.023,4.596,3.297,3.222,2.864,3.612,3.418,3.193,2.515,3.225,3.769,3.665,3.429,3.289,7.767,7.730
TRT00685,6.328,5.833,5.948,6.154,6.321,6.052,5.599,4.472,3.808,4.629,4.502,5.345,3.518,2.955,4.186,2.997,2.788,3.862,6.106,4.726,3.384,8.346,8.239
TRT00686,4.869,4.334,4.771,4.078,5.150,4.163,4.519,3.855,3.568,4.249,5.926,5.335,4.095,4.380,4.739,4.013,4.624,4.218,4.561,4.575,4.345,8.027,7.978
TRT00687,1.679,2.524,2.675,3.489,2.150,4.145,5.734,5.196,5.568,5.662,6.245,5.559,2.468,1.912,1.000,3.178,1.797,1.210,2.777,5.661,1.928,7.673,6.936
TRT00688,4.641,4.881,3.715,4.168,5.576,3.993,4.958,4.840,6.136,6.714,4.952,6.072,1.000,2.482,1.000,1.422,1.900,1.491,4.496,5.612,1.549,7.455,7.743
TRT00689,5.161,4.689,3.418,3.592,4.064,3.240,4.272,3.844,4.678,4.734,5.169,5.375,3.842,3.122,3.250,2.983,3.101,3.923,4.027,4.679,3.370,7.808,8.602
TRT00690,4.911,3.964,5.413,5.268,4.999,4.701,5.137,5.461,4.682,5.651,4.923,3.907,4.208,3.443,5.034,3.971,3.616,5.069,4.876,4.960,4.224,7.661,8.049
TRT00691,4.774,4.640,4.488,4.052,2.958,4.630,1.000,2.073,2.493,2.002,1.357,1.816,5.031,5.392,6.263,6.158,5.475,6.145,4.257,1.790,5.744,7.866,7.210
TRT00692,7.000,7.000,6.981,7.000,6.170,7.000,1.336,1.906,2.830,2.865,2.135,3.101,6.285,6.130,6.167,6.340,5.337,6.711,6.858,2.362,6.162,8.209,6.287
TRT00693,4.605,4.484,3.177,4.522,3.708,3.467,2.266,3.429,1.429,2.441,3.073,2.140,4.612,5.264,5.558,4.951,4.908,4.953,3.994,2.463,5.041,7.606,7.603
TRT00694,2.347,2.336,2.018,2.217,3.135,2.426,3.920,4.212,4.078,5.240,4.125,4.696,2.322,1.035,1.000,1.534,1.407,1.000,2.413,4.378,1.383,8.290,7.105
TRT00695,4.545,4.659,4.140,4.988,4.247,4.101,2.234,2.408,2.600,1.413,2.247,2.245,4.916,4.071,4.453,3.793,4.179,4.859,4.447,2.191,4.379,8.603,7.653
TRT00696,4.698,4.664,4.131,5.075,4.406,4.780,2.800,2.752,2.833,2.469,2.829,2.266,2.642,1.551,2.004,2.594,2.377,2.605,4.626,2.658,2.295,8.773,7.092
TRT00697,5.887,5.697,4.598,4.229,4.991,5.005,4.137,4.641,3.995,3.769,3.791,3.725,4.720,5.226,4.579,4.494,4.391,4.897,5.068,4.010,4.718,8.612,8.365
TRT00698,6.078,5.970,6.568,5.366,6.446,6.749,3.550,3.690,3.596,3.724,3.750,4.061,2.450,3.137,3.844,3.187,1.853,3.198,6.196,3.729,2.945,7.875,7.738
TRT00699,5.243,4.732,3.849,4.190,4.164,4.367,4.419,4.988,4.691,5.775,4.799,4.556,3.009,3.050,2.014,4.144,3.571,3.597,4.424,4.871,3.231,8.028,7.362
TRT00700,3.046,4.657,4.250,4.522,4.130,3.591,3.191,2.311,2.194,3.874,3.128,2.652,3.628,3.538,3.808,5.407,4.530,3.164,4.033,2.892,4.012,7.015,8.488
TRT00701,3.369,4.007,3.388,2.595,2.923,2.512,2.124,2.595,2.279,3.265,1.519,2.398,1.243,2.018,2.398,2.877,1.896,2.454,3.132,2.363,2.148,7.476,7.776
TRT00702,5.283,3.904,4.128,4.074,4.774,4.572,4.134,4.744,4.585,4.787,5.326,4.753,4.141,4.879,3.195,2.440,2.239,3.664,4.456,4.721,3.426,7.313,7.986
TRT00703,5.153,4.227,5.442,5.380,4.268,4.776,5.072,3.986,4.432,4.609,4.600,4.353,2.245,2.482,2.304,2.692,1.924,1.630,4.874,4.508,2.213,7.836,8.074
TRT00704,5.186,4.071,3.707,3.752,3.955,4.303,1.000,2.605,1.506,1.235,1.544,1.000,3.035,1.626,2.209,1.106,1.304,1.490,4.162,1.482,1.795,7.558,7.241
