person_id,occasion,situation_type,state_extraversion,state_conscientiousness,state_neuroticism,situational_activation,situational_constraint
TRT00023,8,deadline_pressure,4.556,4.197,3.831,4.293,4.840
TRT00023,9,quiet_work,2.961,4.446,3.464,1.000,6.042
TRT00023,10,ambiguous_conflict,3.765,3.066,3.848,4.620,3.940
TRT00023,11,public_presentation,5.160,3.980,4.982,6.208,5.119
TRT00023,12,deadline_pressure,3.710,4.373,2.990,3.251,5.617
TRT00023,13,social_event,4.257,4.816,4.320,5.952,2.605
TRT00023,14,recovery_time,2.694,3.779,3.526,3.140,2.671
TRT00023,15,ambiguous_conflict,4.455,3.418,4.074,5.132,2.774
TRT00023,16,quiet_work,1.711,5.353,2.797,1.514,6.048
TRT00023,17,family_obligation,3.028,4.770,3.051,4.052,5.623
TRT00023,18,team_meeting,4.293,4.012,3.943,4.377,3.832
TRT00024,1,deadline_pressure,3.462,3.464,3.907,4.702,5.404
TRT00024,2,quiet_work,1.944,4.100,4.066,2.119,6.226
TRT00024,3,social_event,3.542,3.436,4.515,5.899,2.945
TRT00024,4,ambiguous_conflict,3.570,3.462,2.724,4.997,2.784
TRT00024,5,family_obligation,2.850,4.526,2.473,3.821,4.998
TRT00024,6,social_event,3.224,4.049,4.637,5.816,2.835
TRT00024,7,team_meeting,4.246,2.827,3.683,4.664,4.701
TRT00024,8,social_event,4.171,2.796,4.307,5.496,2.728
TRT00024,9,family_obligation,2.839,3.255,3.447,3.593,4.135
TRT00024,10,recovery_time,3.058,2.976,3.463,2.916,2.429
TRT00024,11,quiet_work,2.083,3.182,2.692,1.248,6.240
TRT00024,12,recovery_time,2.874,2.534,3.252,2.674,1.187
TRT00024,13,public_presentation,3.561,4.307,3.677,6.922,4.942
TRT00024,14,recovery_time,2.790,2.417,2.749,1.884,2.044
TRT00024,15,public_presentation,4.441,2.791,4.546,6.889,5.419
TRT00024,16,social_event,3.260,3.502,4.649,6.623,2.947
TRT00024,17,social_event,4.233,2.916,4.237,6.906,3.049
TRT00024,18,family_obligation,3.664,3.466,3.331,4.454,4.697
TRT00025,1,public_presentation,5.834,4.488,3.428,6.359,4.144
TRT00025,2,team_meeting,4.713,3.611,3.747,5.455,3.575
TRT00025,3,quiet_work,4.040,5.017,2.240,2.724,6.933
TRT00025,4,public_presentation,4.758,5.266,3.258,6.659,5.632
TRT00025,5,family_obligation,4.206,4.147,3.055,4.124,4.577
TRT00025,6,family_obligation,4.785,3.414,3.138,3.546,3.925
TRT00025,7,recovery_time,3.769,3.928,3.154,2.949,2.938
TRT00025,8,recovery_time,4.192,3.696,1.796,2.331,1.923
TRT00025,9,recovery_time,3.066,3.510,1.357,2.049,1.575
TRT00025,10,ambiguous_conflict,4.772,4.210,2.876,4.605,4.182
TRT00025,11,deadline_pressure,3.989,5.253,2.580,4.056,5.815
TRT00025,12,quiet_work,3.263,4.847,3.287,2.014,6.473
TRT00025,13,recovery_time,3.367,2.924,3.011,1.819,1.889
TRT00025,14,recovery_time,2.974,4.047,1.991,2.384,1.912
TRT00025,15,quiet_work,2.630,4.838,2.862,1.639,5.848
TRT00025,16,social_event,4.894,4.346,4.200,7.000,2.223
TRT00025,17,family_obligation,4.192,4.064,2.995,4.516,4.674
TRT00025,18,ambiguous_conflict,4.495,3.485,2.973,5.657,3.209
TRT00026,1,deadline_pressure,2.925,3.255,2.851,4.449,5.411
TRT00026,2,recovery_time,2.787,2.342,2.254,2.932,1.826
TRT00026,3,ambiguous_conflict,4.429,4.104,3.972,5.254,3.531
TRT00026,4,quiet_work,2.737,4.237,1.789,2.056,6.186
TRT00026,5,team_meeting,3.135,4.103,3.304,5.225,5.065
TRT00026,6,social_event,5.008,3.834,4.141,6.357,3.421
TRT00026,7,family_obligation,2.249,4.008,3.800,3.783,5.019
TRT00026,8,team_meeting,2.383,3.662,3.175,4.206,4.855
TRT00026,9,social_event,4.181,3.706,4.540,5.866,2.479
TRT00026,10,recovery_time,2.724,2.575,1.909,2.350,3.125
TRT00026,11,recovery_time,2.681,3.027,2.251,2.002,2.523
TRT00026,12,quiet_work,2.378,3.802,2.357,1.000,5.685
TRT00026,13,social_event,3.769,2.776,2.976,5.428,2.380
TRT00026,14,recovery_time,3.034,2.876,2.129,1.554,1.905
TRT00026,15,public_presentation,4.281,4.210,3.464,6.542,5.216
TRT00026,16,team_meeting,3.727,3.131,3.887,4.729,3.828
TRT00026,17,family_obligation,3.085,3.627,3.291,3.770,5.507
TRT00026,18,recovery_time,3.675,3.491,3.155,2.166,2.347
TRT00027,1,team_meeting,4.688,4.928,3.156,6.578,4.207
TRT00027,2,team_meeting,3.372,4.541,2.978,4.208,4.496
TRT00027,3,deadline_pressure,3.786,4.470,3.524,4.289,6.920
TRT00027,4,quiet_work,2.237,4.658,3.051,2.337,5.740
TRT00027,5,public_presentation,3.611,5.458,2.805,5.757,5.018
TRT00027,6,deadline_pressure,3.100,4.744,2.283,3.902,5.912
TRT00027,7,quiet_work,3.286,4.362,2.444,2.217,6.357
TRT00027,8,family_obligation,3.372,4.486,3.196,4.578,4.750
TRT00027,9,deadline_pressure,3.614,4.733,3.245,4.493,4.970
TRT00027,10,quiet_work,4.047,4.287,1.675,1.504,6.597
TRT00027,11,public_presentation,4.577,5.391,2.935,6.732,5.187
TRT00027,12,team_meeting,4.263,3.275,3.527,4.837,3.521
TRT00027,13,social_event,3.933,4.533,3.682,5.823,2.786
TRT00027,14,recovery_time,3.264,3.393,3.216,1.670,1.859
TRT00027,15,deadline_pressure,3.608,4.900,3.738,4.859,5.838
TRT00027,16,recovery_time,3.760,3.992,2.627,2.494,2.491
TRT00027,17,public_presentation,3.879,5.696,1.924,5.538,5.283
TRT00027,18,deadline_pressure,4.027,3.498,2.865,4.536,4.907
TRT00028,1,ambiguous_conflict,2.929,5.516,3.957,4.915,3.396
TRT00028,2,team_meeting,3.668,5.115,4.593,4.880,3.986
TRT00028,3,public_presentation,3.618,4.248,4.048,6.359,5.682
TRT00028,4,public_presentation,4.780,4.463,4.816,6.743,5.061
TRT00028,5,public_presentation,4.597,5.031,5.137,6.968,4.632
TRT00028,6,family_obligation,3.491,3.943,4.336,4.107,4.249
TRT00028,7,public_presentation,3.878,4.608,3.590,5.738,4.792
TRT00028,8,social_event,3.058,4.368,4.945,6.160,2.958
TRT00028,9,deadline_pressure,4.291,4.350,3.656,4.334,5.832
TRT00028,10,family_obligation,2.744,4.459,3.785,3.249,4.636
TRT00028,11,family_obligation,3.703,4.651,3.680,3.290,5.384
TRT00028,12,team_meeting,3.965,4.946,4.963,4.953,4.520
TRT00028,13,public_presentation,3.747,3.565,4.906,5.584,4.888
TRT00028,14,ambiguous_conflict,3.416,3.936,4.412,5.488,3.387
TRT00028,15,team_meeting,3.613,5.159,4.575,4.917,4.324
TRT00028,16,public_presentation,3.858,4.534,5.480,6.962,5.030
TRT00028,17,social_event,4.339,4.550,5.697,6.236,2.919
TRT00028,18,team_meeting,4.075,4.760,4.775,4.884,4.932
TRT00029,1,family_obligation,3.841,5.804,3.147,4.677,5.994
TRT00029,2,quiet_work,1.812,5.442,2.999,1.375,6.068
TRT00029,3,quiet_work,2.942,5.648,2.787,1.879,6.176
TRT00029,4,ambiguous_conflict,3.818,5.356,3.668,4.594,4.230
TRT00029,5,ambiguous_conflict,3.234,5.497,3.137,4.721,2.810
TRT00029,6,team_meeting,4.001,5.337,3.136,5.004,4.381
TRT00029,7,deadline_pressure,2.902,5.496,3.612,4.498,5.868
TRT00029,8,team_meeting,2.776,5.822,1.922,3.789,3.451
TRT00029,9,ambiguous_conflict,3.427,4.766,3.034,4.397,3.596
TRT00029,10,deadline_pressure,3.189,5.338,3.676,4.633,5.960
TRT00029,11,public_presentation,3.282,5.159,3.269,6.375,5.665
TRT00029,12,ambiguous_conflict,3.304,4.987,2.908,4.411,3.171
TRT00029,13,recovery_time,2.729,3.932,2.155,1.539,2.883
TRT00029,14,recovery_time,2.678,4.372,2.897,3.268,2.840
TRT00029,15,family_obligation,3.362,5.254,2.093,4.356,4.307
TRT00029,16,ambiguous_conflict,3.810,5.492,3.902,4.670,4.417
TRT00029,17,team_meeting,3.606,5.122,3.950,5.632,4.594
TRT00029,18,quiet_work,2.085,6.004,2.012,2.091,6.458
TRT00030,1,family_obligation,2.695,6.097,6.191,3.771,5.462
TRT00030,2,social_event,3.490,4.986,5.505,4.895,3.342
TRT00030,3,public_presentation,2.522,5.143,5.403,6.092,5.572
TRT00030,4,social_event,4.222,6.031,4.835,6.414,2.465
TRT00030,5,public_presentation,3.250,5.546,5.103,6.012,4.804
TRT00030,6,quiet_work,1.233,5.229,4.190,2.173,5.843
TRT00030,7,ambiguous_conflict,3.356,5.062,5.768,5.407,4.238
TRT00030,8,ambiguous_conflict,4.250,5.117,5.582,6.111,2.741
TRT00030,9,public_presentation,3.257,5.211,6.552,6.334,4.837
TRT00030,10,public_presentation,3.844,5.980,4.987,6.027,5.581
TRT00030,11,ambiguous_conflict,3.710,4.190,5.700,5.594,3.008
TRT00030,12,deadline_pressure,2.737,5.478,6.249,4.250,6.032
TRT00030,13,quiet_work,2.382,4.611,5.268,3.030,5.822
TRT00030,14,family_obligation,3.184,5.381,5.407,4.609,4.613
TRT00030,15,team_meeting,3.620,5.506,6.606,5.672,4.335
TRT00030,16,team_meeting,2.690,6.218,5.452,4.865,5.217
TRT00030,17,social_event,3.905,5.126,6.099,6.034,2.387
TRT00030,18,quiet_work,2.584,5.305,4.527,2.689,5.504
TRT00031,1,team_meeting,2.959,3.543,3.296,3.955,3.882
TRT00031,2,team_meeting,2.654,3.479,3.702,5.658,5.046
TRT00031,3,public_presentation,3.250,3.329,3.203,6.096,5.113
TRT00031,4,family_obligation,2.261,3.296,2.280,3.908,5.444
TRT00031,5,social_event,3.507,3.346,4.117,5.827,3.201
TRT00031,6,ambiguous_conflict,3.585,3.725,3.203,4.443,4.774
TRT00031,7,recovery_time,2.946,2.479,2.797,2.111,2.029
TRT00031,8,family_obligation,3.265,3.224,3.015,4.363,4.939
TRT00031,9,team_meeting,3.706,3.619,3.373,4.771,4.545
TRT00031,10,team_meeting,3.086,3.841,3.936,5.144,3.935
TRT00031,11,social_event,3.680,2.729,3.678,5.998,3.133
TRT00031,12,team_meeting,3.018,3.240,3.239,4.640,4.167
TRT00031,13,social_event,4.351,3.148,3.606,5.601,1.576
TRT00031,14,social_event,3.460,3.176,3.422,5.891,3.279
TRT00031,15,ambiguous_conflict,3.484,3.429,3.206,5.070,3.521
TRT00031,16,ambiguous_conflict,2.915,3.446,2.926,4.946,4.044
TRT00031,17,ambiguous_conflict,3.650,3.089,2.478,5.589,3.285
TRT00031,18,social_event,3.000,3.591,3.307,4.798,3.153
TRT00032,1,deadline_pressure,4.215,4.303,4.482,4.637,5.308
TRT00032,2,quiet_work,3.503,4.462,2.285,1.000,5.760
TRT00032,3,ambiguous_conflict,3.718,4.289,3.464,4.724,3.357
TRT00032,4,recovery_time,4.284,4.212,2.562,2.541,2.595
TRT00032,5,deadline_pressure,4.663,4.603,4.436,5.036,6.154
TRT00032,6,public_presentation,3.421,3.827,2.697,5.274,5.372
TRT00032,7,quiet_work,4.616,3.722,3.349,2.256,4.893
TRT00032,8,social_event,4.766,3.172,3.603,5.521,2.783
TRT00032,9,deadline_pressure,5.223,4.797,3.513,5.029,5.979
TRT00032,10,ambiguous_conflict,3.542,4.108,4.111,4.447,3.666
TRT00032,11,recovery_time,3.521,3.669,3.551,1.867,2.413
TRT00032,12,public_presentation,4.849,4.721,3.528,5.333,5.299
TRT00032,13,team_meeting,3.732,5.327,3.777,4.273,3.618
TRT00032,14,ambiguous_conflict,4.530,3.594,3.920,5.578,3.153
TRT00032,15,deadline_pressure,3.586,4.536,3.402,4.554,4.965
TRT00032,16,recovery_time,4.327,2.795,3.114,2.932,1.988
TRT00032,17,recovery_time,3.575,3.294,3.729,1.782,2.356
TRT00032,18,quiet_work,4.084,4.662,2.981,2.259,5.962
TRT00033,1,quiet_work,3.943,5.070,2.008,2.869,5.675
TRT00033,2,ambiguous_conflict,4.726,4.694,3.847,5.287,3.414
TRT00033,3,family_obligation,4.582,5.631,4.449,3.404,4.349
TRT00033,4,recovery_time,3.288,4.048,3.004,2.187,2.591
TRT00033,5,family_obligation,4.174,4.626,2.986,4.041,4.684
TRT00033,6,social_event,4.667,4.827,2.431,5.946,2.663
TRT00033,7,team_meeting,4.156,4.719,2.970,5.028,3.967
TRT00033,8,deadline_pressure,4.407,4.332,3.270,4.371,5.125
TRT00033,9,social_event,4.356,4.572,4.409,5.628,2.388
TRT00033,10,public_presentation,4.897,4.770,3.892,6.519,4.969
TRT00033,11,quiet_work,3.181,5.741,2.542,1.747,5.417
TRT00033,12,public_presentation,4.322,4.275,3.485,5.781,4.517
TRT00033,13,deadline_pressure,3.792,5.219,3.761,5.032,5.202
TRT00033,14,social_event,4.548,3.969,4.544,6.725,1.842
TRT00033,15,ambiguous_conflict,5.005,4.805,3.727,5.181,4.371
TRT00033,16,ambiguous_conflict,4.480,5.279,3.905,5.473,3.541
TRT00033,17,social_event,4.871,4.993,3.691,6.777,2.109
TRT00033,18,social_event,3.804,3.763,3.427,4.914,1.839
TRT00034,1,social_event,3.568,3.991,4.084,5.514,3.412
TRT00034,2,deadline_pressure,3.217,4.869,4.344,5.052,4.429
TRT00034,3,social_event,3.062,3.986,4.821,6.057,2.812
TRT00034,4,public_presentation,3.579,5.452,4.988,7.000,5.277
TRT00034,5,recovery_time,2.808,4.089,4.390,2.264,3.091
TRT00034,6,team_meeting,4.102,4.495,4.478,5.611,3.937
TRT00034,7,team_meeting,3.165,5.412,4.733,5.677,5.586
TRT00034,8,family_obligation,3.551,3.534,4.380,3.712,4.821
TRT00034,9,ambiguous_conflict,2.825,3.928,5.260,5.773,3.402
TRT00034,10,social_event,3.344,5.205,4.859,5.569,2.653
TRT00034,11,family_obligation,2.336,4.109,3.601,4.231,5.957
TRT00034,12,recovery_time,2.418,3.001,3.259,2.491,1.737
TRT00034,13,recovery_time,3.137,4.485,5.046,2.373,2.834
TRT00034,14,public_presentation,4.402,4.584,3.971,6.825,5.389
TRT00034,15,team_meeting,4.044,4.283,4.867,5.263,3.702
TRT00034,16,family_obligation,2.674,4.787,4.017,4.088,4.509
TRT00034,17,ambiguous_conflict,2.976,4.861,4.548,4.702,4.076
TRT00034,18,quiet_work,2.197,5.047,3.623,2.239,5.732
TRT00035,1,deadline_pressure,3.774,4.955,3.238,4.093,4.737
TRT00035,2,quiet_work,2.307,4.599,2.863,2.275,5.488
TRT00035,3,recovery_time,3.493,5.182,3.637,2.455,3.152
TRT00035,4,deadline_pressure,4.194,5.626,3.526,4.967,6.653
TRT00035,5,public_presentation,3.477,5.381,3.359,6.558,4.655
TRT00035,6,quiet_work,2.956,5.528,2.548,1.881,6.505
TRT00035,7,team_meeting,3.267,4.667,4.765,4.950,5.162
TRT00035,8,ambiguous_conflict,3.353,5.149,3.800,5.095,4.682
TRT00035,9,recovery_time,2.860,3.770,3.498,2.476,1.215
TRT00035,10,public_presentation,3.171,5.501,3.776,5.867,4.961
TRT00035,11,ambiguous_conflict,3.440,4.661,4.239,5.512,4.931
TRT00035,12,deadline_pressure,3.536,5.276,4.257,4.880,5.572
TRT00035,13,family_obligation,3.039,4.963,3.771,4.044,5.054
TRT00035,14,public_presentation,4.275,4.598,4.274,6.141,4.998
TRT00035,15,family_obligation,3.916,5.231,3.543,3.401,5.863
TRT00035,16,ambiguous_conflict,3.401,5.151,4.105,4.913,3.996
TRT00035,17,ambiguous_conflict,3.649,4.818,4.225,6.033,3.000
TRT00035,18,social_event,4.545,3.926,3.941,6.492,1.928
TRT00036,1,family_obligation,4.213,3.885,3.031,3.811,4.893
TRT00036,2,public_presentation,5.763,4.374,5.031,6.461,5.228
TRT00036,3,social_event,4.578,3.804,5.061,5.960,1.762
TRT00036,4,deadline_pressure,4.433,3.830,3.423,4.051,6.967
TRT00036,5,social_event,3.837,3.961,3.544,5.271,1.911
TRT00036,6,recovery_time,3.798,2.621,3.096,1.255,2.438
TRT00036,7,deadline_pressure,5.302,4.207,3.382,4.730,4.766
TRT00036,8,team_meeting,4.439,3.953,4.148,5.035,4.647
TRT00036,9,team_meeting,4.064,3.911,3.054,4.874,4.137
TRT00036,10,social_event,4.559,4.801,4.236,5.688,2.956
TRT00036,11,recovery_time,3.290,3.382,3.937,2.277,2.471
TRT00036,12,social_event,4.152,4.483,3.926,5.415,3.207
TRT00036,13,quiet_work,3.959,4.004,1.859,1.091,5.402
TRT00036,14,ambiguous_conflict,4.268,4.857,3.689,4.481,3.915
TRT00036,15,public_presentation,4.563,4.784,5.624,6.063,5.296
TRT00036,16,recovery_time,3.873,3.089,3.474,2.661,3.377
TRT00036,17,family_obligation,4.843,4.276,3.811,4.355,3.993
TRT00036,18,quiet_work,3.394,3.960,3.958,1.161,5.663
TRT00037,1,family_obligation,3.387,3.761,2.657,4.321,4.918
TRT00037,2,team_meeting,3.964,4.154,3.748,4.951,4.415
TRT00037,3,deadline_pressure,3.821,4.289,4.252,4.712,4.533
TRT00037,4,social_event,4.722,4.721,3.333,5.677,3.069
TRT00037,5,quiet_work,3.676,3.491,3.007,2.836,4.715
TRT00037,6,public_presentation,4.289,4.156,3.909,6.259,4.930
TRT00037,7,recovery_time,3.610,3.953,2.520,1.822,2.105
TRT00037,8,ambiguous_conflict,4.337,4.057,4.566,4.848,3.775
TRT00037,9,quiet_work,2.779,4.757,3.497,3.043,6.659
TRT00037,10,public_presentation,3.686,4.691,3.360,7.000,5.627
TRT00037,11,quiet_work,2.773,3.310,2.631,1.821,4.434
TRT00037,12,social_event,4.517,3.673,4.914,6.893,2.469
TRT00037,13,quiet_work,2.522,4.803,2.383,1.006,6.611
TRT00037,14,deadline_pressure,3.952,5.350,2.641,3.965,5.769
TRT00037,15,team_meeting,3.943,3.927,4.756,5.781,4.256
TRT00037,16,recovery_time,2.678,3.429,3.179,2.698,1.760
TRT00037,17,public_presentation,4.335,3.651,4.863,7.000,5.545
TRT00037,18,team_meeting,3.711,3.730,2.690,4.678,4.235
TRT00038,1,public_presentation,5.347,3.225,4.920,5.925,5.211
TRT00038,2,ambiguous_conflict,4.347,2.993,3.792,4.312,3.700
TRT00038,3,team_meeting,3.898,3.851,5.692,4.867,4.656
TRT00038,4,public_presentation,4.969,3.437,4.734,5.741,4.221
TRT00038,5,ambiguous_conflict,5.143,3.274,3.514,4.724,3.452
TRT00038,6,deadline_pressure,4.188,3.501,3.609,4.823,5.474
TRT00038,7,public_presentation,4.018,3.347,5.416,5.809,4.603
TRT00038,8,family_obligation,4.549,4.229,4.555,4.286,5.348
TRT00038,9,public_presentation,5.335,3.206,4.736,7.000,4.804
TRT00038,10,deadline_pressure,4.978,3.316,4.460,4.364,4.212
TRT00038,11,social_event,5.483,2.965,5.132,6.060,2.223
TRT00038,12,ambiguous_conflict,4.867,3.676,4.172,4.730,4.032
TRT00038,13,quiet_work,3.720,3.660,3.993,1.222,5.840
TRT00038,14,deadline_pressure,4.281,2.981,5.583,5.133,5.860
TRT00038,15,deadline_pressure,4.582,3.915,4.162,5.546,6.039
TRT00038,16,deadline_pressure,4.919,4.123,4.923,4.396,4.651
TRT00038,17,deadline_pressure,3.947,4.224,4.210,4.185,6.022
TRT00038,18,social_event,4.533,3.011,5.208,6.276,3.164
TRT00039,1,ambiguous_conflict,3.535,3.794,3.689,4.770,2.969
TRT00039,2,public_presentation,4.566,4.782,3.860,6.797,5.672
TRT00039,3,public_presentation,4.390,5.174,3.217,6.273,5.002
TRT00039,4,team_meeting,3.919,4.731,3.728,4.812,3.652
TRT00039,5,public_presentation,4.213,4.144,3.700,6.127,5.796
TRT00039,6,quiet_work,2.973,4.055,3.272,2.986,6.262
TRT00039,7,recovery_time,3.325,3.771,2.628,2.458,2.554
TRT00039,8,public_presentation,3.888,4.616,2.600,5.938,4.160
TRT00039,9,quiet_work,2.640,4.253,3.161,2.654,6.247
TRT00039,10,social_event,5.009,4.984,3.943,6.828,3.137
TRT00039,11,public_presentation,5.638,3.532,3.632,6.218,4.347
TRT00039,12,family_obligation,3.903,3.753,3.161,3.390,4.720
TRT00039,13,family_obligation,3.734,4.179,2.752,4.250,4.840
TRT00039,14,deadline_pressure,2.953,3.914,2.415,3.785,5.971
TRT00039,15,team_meeting,3.527,4.048,3.125,4.706,3.649
TRT00039,16,team_meeting,4.685,3.723,4.522,5.414,3.866
TRT00039,17,ambiguous_conflict,3.510,5.091,3.921,4.482,4.118
TRT00039,18,social_event,4.362,4.685,3.020,4.958,2.867
TRT00040,1,quiet_work,1.705,5.217,3.212,1.793,5.841
TRT00040,2,deadline_pressure,3.356,4.174,3.509,5.173,5.046
TRT00040,3,recovery_time,2.344,4.578,3.121,2.011,2.531
TRT00040,4,deadline_pressure,3.221,5.501,3.491,4.459,4.926
TRT00040,5,ambiguous_conflict,3.012,4.310,3.560,4.287,2.740
TRT00040,6,deadline_pressure,2.919,5.142,3.298,4.480,5.710
TRT00040,7,team_meeting,2.609,4.215,3.907,5.244,3.889
TRT00040,8,ambiguous_conflict,3.334,3.966,3.775,4.554,2.494
TRT00040,9,public_presentation,3.703,4.752,4.178,6.151,4.357
TRT00040,10,public_presentation,3.579,4.667,3.496,5.807,5.074
TRT00040,11,quiet_work,2.784,4.463,3.129,1.835,5.234
TRT00040,12,public_presentation,4.286,4.902,4.574,6.264,4.027
TRT00040,13,public_presentation,3.544,4.726,4.060,6.354,5.463
TRT00040,14,family_obligation,2.720,4.694,3.512,4.205,4.215
TRT00040,15,quiet_work,2.213,5.434,4.173,1.950,5.808
TRT00040,16,recovery_time,3.267,4.935,3.566,2.993,2.289
TRT00040,17,team_meeting,2.731,4.948,3.985,5.300,4.764
TRT00040,18,family_obligation,2.704,5.747,3.326,3.849,5.329
TRT00041,1,ambiguous_conflict,3.823,3.932,3.982,5.007,3.607
TRT00041,2,family_obligation,3.298,4.057,3.856,3.163,4.119
TRT00041,3,recovery_time,3.377,3.123,3.596,2.792,1.923
TRT00041,4,team_meeting,4.182,4.302,4.071,6.116,4.485
TRT00041,5,deadline_pressure,3.660,4.788,3.526,3.728,5.462
TRT00041,6,recovery_time,3.734,2.900,3.675,2.794,1.136
TRT00041,7,family_obligation,3.930,4.677,3.705,4.558,6.059
TRT00041,8,team_meeting,4.233,3.869,3.688,3.648,4.971
TRT00041,9,deadline_pressure,2.945,4.058,3.910,5.062,4.960
TRT00041,10,family_obligation,3.274,4.808,4.709,4.032,4.940
TRT00041,11,team_meeting,3.947,4.314,4.165,5.234,3.846
TRT00041,12,quiet_work,2.587,4.866,3.284,2.044,6.944
TRT00041,13,deadline_pressure,3.419,5.202,4.047,4.958,6.001
TRT00041,14,public_presentation,3.521,4.548,4.265,6.433,4.957
TRT00041,15,family_obligation,4.429,4.403,4.255,3.958,4.437
TRT00041,16,ambiguous_conflict,3.296,3.856,4.846,5.006,3.286
TRT00041,17,quiet_work,3.235,4.198,3.461,2.358,4.997
TRT00041,18,ambiguous_conflict,4.199,3.684,4.757,5.145,4.102
TRT00042,1,team_meeting,4.078,4.479,3.082,5.383,3.278
TRT00042,2,public_presentation,4.405,4.630,3.415,7.000,5.056
TRT00042,3,quiet_work,2.734,5.706,2.611,2.401,6.086
TRT00042,4,recovery_time,3.209,4.049,2.555,3.021,2.026
TRT00042,5,team_meeting,3.397,5.554,3.507,5.593,4.079
TRT00042,6,deadline_pressure,2.929,5.190,2.278,4.858,5.910
TRT00042,7,social_event,4.266,5.760,2.067,5.528,2.903
TRT00042,8,quiet_work,2.177,5.117,1.706,1.306,5.893
TRT00042,9,team_meeting,2.665,4.852,3.073,4.205,4.826
TRT00042,10,family_obligation,3.490,5.043,2.185,3.125,4.812
TRT00042,11,deadline_pressure,3.406,6.187,3.045,4.728,5.372
TRT00042,12,social_event,4.189,4.742,3.879,6.800,2.905
TRT00042,13,recovery_time,2.054,4.534,2.224,1.805,3.377
TRT00042,14,quiet_work,2.157,5.397,1.328,2.157,6.501
TRT00042,15,quiet_work,2.268,4.908,1.358,2.298,5.262
TRT00042,16,quiet_work,2.365,5.249,1.534,2.390,6.028
TRT00042,17,public_presentation,3.768,5.728,2.126,6.816,5.451
TRT00042,18,quiet_work,2.552,5.991,1.723,1.224,5.508
TRT00043,1,public_presentation,4.928,4.251,3.693,6.587,4.077
TRT00043,2,deadline_pressure,3.893,4.409,3.198,4.697,7.000
TRT00043,3,recovery_time,3.980,1.720,3.335,3.124,2.639
TRT00043,4,deadline_pressure,5.102,4.299,2.597,4.017,6.140
TRT00043,5,deadline_pressure,4.440,3.906,3.511,4.530,6.855
TRT00043,6,public_presentation,4.796,4.177,2.800,5.625,4.498
TRT00043,7,social_event,6.121,1.701,3.562,6.255,2.453
TRT00043,8,recovery_time,4.360,2.548,3.115,1.877,2.259
TRT00043,9,public_presentation,5.123,3.814,2.987,6.578,4.439
TRT00043,10,family_obligation,4.942,4.028,3.191,3.860,5.792
TRT00043,11,social_event,4.488,3.207,3.907,5.487,2.771
TRT00043,12,public_presentation,5.641,4.493,4.123,6.098,5.981
TRT00043,13,quiet_work,4.787,2.700,3.285,2.052,5.536
TRT00043,14,team_meeting,4.205,3.336,2.927,6.213,4.321
