person_id,assessment_context,occasion,trait_score,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_assertiveness,state_withdrawal,situation_demand,situation_sociality,situation_evaluation,situation_trust,situation_autonomy,situation_threat,behavioral_consistency_marker,conditional_signature_score,state_inertia_marker
PSD00010,experience_sampling_research_context,14,3.306,3.075,3.654,5.775,3.507,3.833,3.842,2.289,3.162,3.446,1.348,6.183,4.704,2.981,6.537,2.289,0.658
PSD00010,experience_sampling_research_context,15,3.306,3.075,3.654,5.775,3.706,4.217,3.678,2.251,3.723,3.364,1.824,5.131,4.868,4.394,5.719,2.346,0.197
PSD00010,experience_sampling_research_context,16,3.306,3.075,3.654,5.775,3.148,3.535,3.930,2.171,1.946,2.867,1.628,2.904,4.562,1.672,6.830,2.416,0.393
PSD00011,experience_sampling_research_context,1,3.514,3.670,3.570,5.580,3.245,3.222,3.708,2.912,4.412,2.971,2.339,4.165,3.993,3.695,6.672,2.207,0.812
PSD00011,experience_sampling_research_context,2,3.514,3.670,3.570,5.580,4.589,3.787,5.159,3.021,3.400,3.944,3.020,5.553,5.014,2.069,6.071,1.726,0.868
PSD00011,experience_sampling_research_context,3,3.514,3.670,3.570,5.580,3.383,3.753,4.253,4.085,3.803,4.526,3.642,3.454,3.468,3.935,6.631,1.116,0.803
PSD00011,experience_sampling_research_context,4,3.514,3.670,3.570,5.580,3.427,2.895,3.715,1.966,3.004,3.340,1.546,3.694,4.118,2.269,5.877,2.039,0.890
PSD00011,experience_sampling_research_context,5,3.514,3.670,3.570,5.580,3.386,2.823,3.791,3.734,2.230,5.810,2.776,3.461,3.623,4.578,6.300,1.875,0.489
PSD00011,experience_sampling_research_context,6,3.514,3.670,3.570,5.580,3.498,3.154,4.300,3.806,2.158,1.985,2.391,5.030,4.336,3.581,6.814,1.771,0.256
PSD00011,experience_sampling_research_context,7,3.514,3.670,3.570,5.580,3.666,2.706,3.819,2.736,3.813,4.379,1.000,4.137,4.442,5.903,6.269,2.418,0.542
PSD00011,experience_sampling_research_context,8,3.514,3.670,3.570,5.580,3.856,3.000,4.218,3.542,3.529,1.507,3.057,3.860,3.023,4.160,6.839,1.434,0.422
PSD00011,experience_sampling_research_context,9,3.514,3.670,3.570,5.580,4.155,3.874,3.807,2.777,2.754,3.318,3.252,3.866,4.588,2.528,6.293,1.878,0.587
PSD00011,experience_sampling_research_context,10,3.514,3.670,3.570,5.580,3.987,5.370,4.196,2.483,3.892,1.798,3.678,2.973,5.131,2.512,5.700,1.517,0.587
PSD00011,experience_sampling_research_context,11,3.514,3.670,3.570,5.580,4.030,4.215,2.965,2.745,3.428,2.857,1.000,5.205,5.042,5.032,6.396,2.264,0.673
PSD00011,experience_sampling_research_context,12,3.514,3.670,3.570,5.580,3.062,3.565,3.644,2.512,3.546,4.102,3.526,4.233,3.270,2.698,6.170,1.381,0.632
PSD00011,experience_sampling_research_context,13,3.514,3.670,3.570,5.580,3.515,2.611,3.659,2.937,2.448,3.323,2.332,5.296,3.583,4.273,6.108,2.173,0.462
PSD00011,experience_sampling_research_context,14,3.514,3.670,3.570,5.580,4.021,2.668,3.424,2.706,5.383,2.905,1.573,5.111,3.389,1.744,6.135,1.761,0.257
PSD00011,experience_sampling_research_context,15,3.514,3.670,3.570,5.580,3.872,3.859,3.794,2.066,4.364,2.719,2.690,4.402,4.159,1.856,6.621,2.359,0.587
PSD00011,experience_sampling_research_context,16,3.514,3.670,3.570,5.580,2.840,3.245,3.381,2.556,1.615,2.358,2.107,3.384,4.024,1.608,6.337,2.458,0.637
PSD00012,experience_sampling_research_context,1,4.475,3.906,3.986,5.558,4.196,2.979,4.363,2.496,1.000,3.200,2.334,4.520,4.843,1.778,6.268,2.350,1.346
PSD00012,experience_sampling_research_context,2,4.475,3.906,3.986,5.558,3.940,3.470,4.255,3.519,2.852,3.638,3.016,2.879,4.314,3.168,6.332,1.776,0.470
PSD00012,experience_sampling_research_context,3,4.475,3.906,3.986,5.558,3.268,4.101,4.250,3.297,2.787,3.556,2.955,3.810,4.849,1.632,6.375,2.291,0.382
PSD00012,experience_sampling_research_context,4,4.475,3.906,3.986,5.558,3.552,3.955,3.993,3.101,2.824,3.996,2.259,2.746,3.845,2.356,6.690,2.125,0.221
PSD00012,experience_sampling_research_context,5,4.475,3.906,3.986,5.558,3.614,4.801,4.605,2.370,3.417,4.046,2.150,4.585,5.341,1.135,6.699,2.167,0.562
PSD00012,experience_sampling_research_context,6,4.475,3.906,3.986,5.558,4.121,4.060,5.498,3.225,3.851,2.639,3.123,5.207,4.521,3.524,6.391,1.802,0.749
PSD00012,experience_sampling_research_context,7,4.475,3.906,3.986,5.558,3.261,3.140,3.517,2.857,3.964,1.489,1.000,4.545,4.766,3.448,5.978,2.478,1.032
PSD00012,experience_sampling_research_context,8,4.475,3.906,3.986,5.558,3.318,3.359,5.001,2.624,2.424,2.953,1.535,4.745,4.706,3.593,5.904,2.466,0.498
PSD00012,experience_sampling_research_context,9,4.475,3.906,3.986,5.558,3.206,4.123,5.283,3.261,2.167,4.316,3.235,4.422,4.370,2.332,6.388,1.942,0.449
PSD00012,experience_sampling_research_context,10,4.475,3.906,3.986,5.558,3.310,4.575,4.205,2.396,4.015,4.795,2.684,2.859,3.492,1.124,5.984,2.419,0.625
PSD00012,experience_sampling_research_context,11,4.475,3.906,3.986,5.558,3.715,3.472,4.427,2.990,1.887,4.009,2.911,4.642,3.962,3.725,6.286,1.666,0.581
PSD00012,experience_sampling_research_context,12,4.475,3.906,3.986,5.558,3.613,4.556,3.160,3.870,3.175,4.897,2.571,2.843,4.712,3.767,6.166,1.315,0.834
PSD00012,experience_sampling_research_context,13,4.475,3.906,3.986,5.558,3.240,3.681,2.959,2.705,3.345,2.859,1.000,3.675,3.503,3.039,6.194,2.425,0.654
PSD00012,experience_sampling_research_context,14,4.475,3.906,3.986,5.558,3.030,5.264,4.101,2.697,4.534,3.946,2.412,4.167,4.306,2.384,6.104,2.296,0.736
PSD00012,experience_sampling_research_context,15,4.475,3.906,3.986,5.558,4.054,3.099,4.132,1.565,3.785,2.676,1.536,5.542,3.749,1.795,5.827,2.239,1.088
PSD00012,experience_sampling_research_context,16,4.475,3.906,3.986,5.558,3.287,3.729,3.745,2.444,4.500,2.342,1.408,3.195,5.201,3.446,6.372,2.074,0.666
PSD00013,experience_sampling_research_context,1,4.780,4.201,3.865,3.695,3.895,3.592,4.036,2.340,2.508,3.739,1.651,3.523,4.008,3.051,6.676,1.543,0.970
PSD00013,experience_sampling_research_context,2,4.780,4.201,3.865,3.695,3.601,4.364,4.558,1.547,3.761,3.077,2.384,4.384,3.896,3.322,6.668,1.733,0.595
PSD00013,experience_sampling_research_context,3,4.780,4.201,3.865,3.695,4.548,4.637,4.513,1.000,4.564,4.273,2.173,2.637,5.140,4.029,6.310,1.417,0.453
PSD00013,experience_sampling_research_context,4,4.780,4.201,3.865,3.695,4.743,4.077,3.972,1.306,4.090,3.325,2.874,3.990,4.794,3.781,6.359,1.589,0.401
PSD00013,experience_sampling_research_context,5,4.780,4.201,3.865,3.695,4.292,3.891,4.075,1.266,3.678,2.811,1.577,4.522,3.541,2.987,6.478,1.872,0.195
PSD00013,experience_sampling_research_context,6,4.780,4.201,3.865,3.695,4.596,3.309,4.164,1.000,3.074,3.306,1.358,5.299,3.248,2.558,6.248,1.964,0.310
PSD00013,experience_sampling_research_context,7,4.780,4.201,3.865,3.695,4.063,3.645,4.692,1.000,2.915,3.662,2.818,4.296,4.119,1.718,5.972,1.619,0.349
PSD00013,experience_sampling_research_context,8,4.780,4.201,3.865,3.695,3.562,4.403,4.644,1.179,4.499,2.777,1.779,3.248,4.176,3.584,5.957,1.791,0.371
PSD00013,experience_sampling_research_context,9,4.780,4.201,3.865,3.695,4.378,3.628,4.064,1.000,1.787,3.769,1.302,5.621,3.972,2.839,6.203,2.042,0.587
PSD00013,experience_sampling_research_context,10,4.780,4.201,3.865,3.695,5.364,3.831,4.200,1.000,4.703,4.788,1.000,5.124,3.825,2.625,6.453,1.745,0.331
PSD00013,experience_sampling_research_context,11,4.780,4.201,3.865,3.695,4.468,4.016,4.239,1.235,1.973,3.086,1.268,5.517,4.922,1.996,6.710,1.821,0.339
PSD00013,experience_sampling_research_context,12,4.780,4.201,3.865,3.695,4.150,3.684,4.140,1.000,2.640,3.898,2.383,3.488,3.750,1.588,6.616,1.961,0.246
PSD00013,experience_sampling_research_context,13,4.780,4.201,3.865,3.695,3.746,4.044,4.253,1.795,3.624,3.795,3.474,3.946,5.040,2.663,6.365,1.690,0.418
PSD00013,experience_sampling_research_context,14,4.780,4.201,3.865,3.695,3.951,3.910,3.924,1.298,1.000,3.292,2.589,4.327,3.392,4.342,6.772,2.128,0.291
PSD00013,experience_sampling_research_context,15,4.780,4.201,3.865,3.695,4.689,3.175,4.136,1.000,3.203,3.912,2.028,5.743,1.896,2.112,6.285,2.157,0.496
PSD00013,experience_sampling_research_context,16,4.780,4.201,3.865,3.695,4.070,3.494,4.920,1.000,2.231,2.507,2.546,4.233,4.313,2.521,6.409,1.930,0.431
PSD00014,experience_sampling_research_context,1,4.696,4.569,4.527,4.426,4.408,3.650,3.857,2.851,1.540,2.548,1.140,2.473,3.651,4.045,6.266,1.870,0.954
PSD00014,experience_sampling_research_context,2,4.696,4.569,4.527,4.426,3.753,4.482,3.949,2.039,2.987,3.313,3.457,3.907,3.128,4.759,6.304,1.487,0.597
PSD00014,experience_sampling_research_context,3,4.696,4.569,4.527,4.426,4.607,5.958,3.837,2.272,4.071,3.620,3.035,4.345,4.850,3.372,5.800,1.802,0.669
PSD00014,experience_sampling_research_context,4,4.696,4.569,4.527,4.426,4.462,4.767,4.076,1.965,1.816,1.408,1.030,5.448,3.669,2.816,6.758,2.347,0.470
PSD00014,experience_sampling_research_context,5,4.696,4.569,4.527,4.426,4.934,4.129,4.465,1.000,2.409,4.144,1.819,4.472,4.097,2.508,6.396,2.068,0.616
PSD00014,experience_sampling_research_context,6,4.696,4.569,4.527,4.426,4.688,5.149,4.229,1.000,4.725,3.331,2.948,4.383,5.024,2.729,6.651,1.964,0.375
PSD00014,experience_sampling_research_context,7,4.696,4.569,4.527,4.426,4.379,4.937,4.538,1.974,3.137,4.151,4.015,3.737,4.332,3.350,6.717,1.655,0.451
PSD00014,experience_sampling_research_context,8,4.696,4.569,4.527,4.426,4.389,3.745,4.206,1.000,2.180,3.708,1.125,4.646,3.276,3.560,6.271,2.454,0.627
PSD00014,experience_sampling_research_context,9,4.696,4.569,4.527,4.426,5.125,4.458,3.229,1.200,3.810,3.107,1.576,4.866,4.413,2.643,6.435,2.510,0.656
PSD00014,experience_sampling_research_context,10,4.696,4.569,4.527,4.426,4.482,4.168,3.844,1.749,1.489,2.949,2.308,3.219,4.493,4.579,6.746,1.798,0.525
PSD00014,experience_sampling_research_context,11,4.696,4.569,4.527,4.426,5.048,4.395,4.798,1.685,2.186,3.898,2.921,5.080,2.602,2.147,6.773,1.748,0.453
PSD00014,experience_sampling_research_context,12,4.696,4.569,4.527,4.426,4.447,4.415,4.955,2.110,1.548,2.965,3.069,4.047,4.544,2.767,6.751,2.078,0.301
PSD00014,experience_sampling_research_context,13,4.696,4.569,4.527,4.426,4.354,4.657,4.742,1.926,4.162,3.233,2.512,6.205,3.490,3.337,6.299,1.588,0.183
PSD00014,experience_sampling_research_context,14,4.696,4.569,4.527,4.426,3.929,4.169,4.144,1.000,1.592,3.653,1.000,2.868,4.428,3.971,5.793,2.212,0.609
PSD00014,experience_sampling_research_context,15,4.696,4.569,4.527,4.426,4.045,3.827,3.269,1.000,2.697,3.890,1.243,3.642,4.880,2.925,5.789,2.111,0.333
PSD00014,experience_sampling_research_context,16,4.696,4.569,4.527,4.426,3.480,3.731,3.441,2.579,1.306,3.742,3.216,3.790,3.515,4.102,6.061,1.703,0.603
PSD00015,experience_sampling_research_context,1,5.413,4.640,4.781,3.472,3.867,5.085,4.655,1.359,2.958,3.990,2.396,4.772,3.861,3.691,6.422,1.877,0.657
PSD00015,experience_sampling_research_context,2,5.413,4.640,4.781,3.472,4.562,4.808,5.248,1.000,3.737,3.882,2.746,4.202,5.933,3.619,6.334,1.604,0.481
PSD00015,experience_sampling_research_context,3,5.413,4.640,4.781,3.472,4.239,4.466,5.169,1.098,2.260,3.117,2.933,4.799,4.379,2.547,6.492,1.683,0.210
PSD00015,experience_sampling_research_context,4,5.413,4.640,4.781,3.472,3.960,4.988,5.494,1.000,3.701,3.779,3.169,5.056,5.203,2.723,6.598,1.942,0.306
PSD00015,experience_sampling_research_context,5,5.413,4.640,4.781,3.472,3.639,4.100,3.301,1.070,3.097,3.424,1.685,2.069,3.134,2.700,5.843,2.060,0.868
PSD00015,experience_sampling_research_context,6,5.413,4.640,4.781,3.472,4.533,4.662,4.710,1.000,3.118,2.626,1.814,4.940,3.406,2.877,6.616,1.963,0.734
PSD00015,experience_sampling_research_context,7,5.413,4.640,4.781,3.472,4.382,5.072,5.171,1.000,4.696,3.757,2.370,5.099,3.273,2.904,6.425,1.597,0.256
PSD00015,experience_sampling_research_context,8,5.413,4.640,4.781,3.472,5.220,4.665,3.653,1.000,4.452,2.839,1.568,4.617,3.476,2.983,6.143,1.936,0.691
PSD00015,experience_sampling_research_context,9,5.413,4.640,4.781,3.472,5.206,4.995,4.646,1.000,2.994,2.963,1.000,4.578,4.434,1.000,6.476,2.251,0.334
PSD00015,experience_sampling_research_context,10,5.413,4.640,4.781,3.472,4.650,4.435,4.565,1.417,4.590,3.372,2.030,5.040,4.230,2.773,6.761,1.684,0.403
PSD00015,experience_sampling_research_context,11,5.413,4.640,4.781,3.472,5.349,3.968,4.013,1.000,3.066,6.329,2.768,5.079,3.447,2.619,5.971,1.777,0.534
PSD00015,experience_sampling_research_context,12,5.413,4.640,4.781,3.472,4.467,4.444,4.048,1.000,3.211,2.649,3.127,3.443,3.208,2.200,6.541,2.211,0.348
PSD00015,experience_sampling_research_context,13,5.413,4.640,4.781,3.472,4.656,4.693,5.047,1.000,2.304,2.845,1.408,4.095,4.994,3.250,6.623,1.892,0.359
PSD00015,experience_sampling_research_context,14,5.413,4.640,4.781,3.472,4.783,3.749,5.088,1.000,3.218,2.004,2.600,4.781,5.430,2.756,6.483,1.996,0.278
PSD00015,experience_sampling_research_context,15,5.413,4.640,4.781,3.472,5.754,4.756,4.981,1.305,2.143,3.937,3.135,4.711,4.211,3.125,6.621,1.592,0.597
PSD00015,experience_sampling_research_context,16,5.413,4.640,4.781,3.472,5.258,4.977,4.624,1.746,1.670,1.430,5.986,4.025,5.118,4.281,6.511,1.937,0.379
PSD00016,experience_sampling_research_context,1,4.154,4.184,4.388,3.528,4.704,3.567,4.598,1.093,3.838,5.082,1.792,4.917,5.329,3.225,6.095,1.957,1.359
PSD00016,experience_sampling_research_context,2,4.154,4.184,4.388,3.528,3.872,4.123,3.828,1.000,3.544,4.173,1.107,4.247,4.378,2.993,6.396,1.848,0.563
PSD00016,experience_sampling_research_context,3,4.154,4.184,4.388,3.528,4.163,4.775,4.187,1.309,4.402,4.032,1.346,4.657,3.813,3.066,6.559,1.557,0.403
PSD00016,experience_sampling_research_context,4,4.154,4.184,4.388,3.528,3.975,3.536,2.982,1.443,3.224,5.133,2.450,4.499,3.706,3.522,6.242,1.559,0.692
PSD00016,experience_sampling_research_context,5,4.154,4.184,4.388,3.528,4.828,4.462,3.316,1.000,2.789,2.605,1.882,4.273,4.587,2.538,6.403,2.217,0.639
PSD00016,experience_sampling_research_context,6,4.154,4.184,4.388,3.528,5.583,4.085,4.574,1.000,3.420,4.910,4.338,4.028,4.709,2.980,6.349,1.473,0.598
PSD00016,experience_sampling_research_context,7,4.154,4.184,4.388,3.528,4.765,3.847,3.526,1.313,2.871,4.668,1.000,4.141,5.811,4.397,6.694,2.151,0.605
PSD00016,experience_sampling_research_context,8,4.154,4.184,4.388,3.528,4.386,4.899,3.103,1.000,2.935,2.675,2.864,3.307,5.158,2.371,6.180,2.051,0.542
PSD00016,experience_sampling_research_context,9,4.154,4.184,4.388,3.528,4.125,5.037,4.504,1.000,4.378,3.726,2.787,4.035,3.959,3.389,6.378,1.868,0.450
PSD00016,experience_sampling_research_context,10,4.154,4.184,4.388,3.528,5.283,5.416,4.397,1.000,3.377,3.270,3.804,4.802,5.217,2.123,5.789,1.771,0.411
PSD00016,experience_sampling_research_context,11,4.154,4.184,4.388,3.528,4.435,3.864,3.891,1.000,2.372,2.079,2.065,4.178,5.103,1.000,6.211,1.807,0.726
PSD00016,experience_sampling_research_context,12,4.154,4.184,4.388,3.528,4.093,4.544,4.523,1.000,4.014,4.118,3.070,5.854,3.894,4.283,6.697,1.969,0.413
PSD00016,experience_sampling_research_context,13,4.154,4.184,4.388,3.528,4.463,4.631,4.320,2.305,3.715,4.285,4.922,4.342,3.583,3.664,6.750,1.387,0.491
PSD00016,experience_sampling_research_context,14,4.154,4.184,4.388,3.528,4.453,5.432,4.788,1.459,4.153,3.342,2.908,5.073,5.356,3.812,6.609,1.804,0.531
PSD00016,experience_sampling_research_context,15,4.154,4.184,4.388,3.528,5.258,3.952,3.770,1.000,2.825,4.134,1.000,4.535,3.013,3.128,6.047,1.957,0.940
PSD00016,experience_sampling_research_context,16,4.154,4.184,4.388,3.528,3.579,3.968,3.038,1.000,2.399,2.687,4.701,3.658,2.697,3.480,6.141,1.870,0.607
PSD00017,experience_sampling_research_context,1,3.333,4.647,4.981,4.705,4.406,4.183,3.581,3.113,3.029,3.883,1.793,2.442,4.670,2.484,6.453,1.912,0.801
PSD00017,experience_sampling_research_context,2,3.333,4.647,4.981,4.705,3.760,4.902,3.015,2.566,3.671,1.526,2.767,4.055,3.419,1.517,6.354,2.100,0.619
PSD00017,experience_sampling_research_context,3,3.333,4.647,4.981,4.705,4.374,4.943,4.519,2.561,1.560,4.574,4.130,4.110,4.998,2.386,6.752,1.942,0.541
PSD00017,experience_sampling_research_context,4,3.333,4.647,4.981,4.705,4.163,4.149,2.895,3.101,3.264,3.679,2.884,3.912,4.124,3.875,6.414,1.321,0.792
PSD00017,experience_sampling_research_context,5,3.333,4.647,4.981,4.705,3.698,4.792,3.033,3.263,4.316,4.252,1.392,3.388,3.938,2.967,7.019,1.829,0.352
PSD00017,experience_sampling_research_context,6,3.333,4.647,4.981,4.705,4.847,4.563,5.059,2.110,3.102,2.967,2.966,3.743,4.135,1.349,6.267,2.540,1.139
PSD00017,experience_sampling_research_context,7,3.333,4.647,4.981,4.705,4.293,4.556,3.560,2.229,4.900,3.322,1.552,5.385,4.185,2.480,6.432,2.327,0.545
PSD00017,experience_sampling_research_context,8,3.333,4.647,4.981,4.705,3.141,4.394,2.896,3.512,2.533,3.820,2.006,3.264,3.112,4.172,6.364,1.339,0.815
PSD00017,experience_sampling_research_context,9,3.333,4.647,4.981,4.705,4.559,5.037,4.835,2.147,2.084,4.753,2.789,5.685,5.492,2.975,6.241,2.474,1.341
PSD00017,experience_sampling_research_context,10,3.333,4.647,4.981,4.705,5.076,3.481,4.195,2.545,3.353,4.197,1.000,4.388,4.766,2.963,6.218,2.308,0.778
PSD00017,experience_sampling_research_context,11,3.333,4.647,4.981,4.705,3.463,4.148,4.010,2.766,3.526,3.985,3.393,3.279,3.282,2.967,6.365,1.602,0.671
PSD00017,experience_sampling_research_context,12,3.333,4.647,4.981,4.705,4.072,4.699,3.244,2.533,3.298,1.000,1.736,2.672,5.107,3.097,6.436,2.156,0.540
PSD00017,experience_sampling_research_context,13,3.333,4.647,4.981,4.705,4.244,4.244,3.927,1.924,2.974,5.127,1.053,4.727,4.871,2.404,6.398,2.068,0.480
PSD00017,experience_sampling_research_context,14,3.333,4.647,4.981,4.705,4.850,4.086,3.490,1.000,2.952,4.422,1.914,4.926,2.868,3.217,6.073,1.858,0.531
PSD00017,experience_sampling_research_context,15,3.333,4.647,4.981,4.705,4.346,4.714,3.904,2.895,2.845,2.414,2.948,5.556,4.215,5.550,6.386,1.925,0.860
PSD00017,experience_sampling_research_context,16,3.333,4.647,4.981,4.705,4.913,4.115,2.888,2.778,1.342,3.408,1.793,4.438,3.012,4.052,6.524,1.895,0.575
PSD00018,experience_sampling_research_context,1,3.605,3.340,4.709,4.572,4.291,5.065,3.896,1.635,4.197,3.515,1.580,6.152,5.877,3.354,6.360,2.391,1.145
PSD00018,experience_sampling_research_context,2,3.605,3.340,4.709,4.572,3.600,4.732,4.313,2.695,2.933,2.565,3.263,5.023,2.521,3.376,6.724,1.735,0.625
PSD00018,experience_sampling_research_context,3,3.605,3.340,4.709,4.572,3.783,4.231,3.674,1.852,3.002,4.069,1.735,4.511,4.389,3.112,6.436,1.792,0.541
PSD00018,experience_sampling_research_context,4,3.605,3.340,4.709,4.572,4.418,4.984,4.141,2.602,3.503,4.343,1.586,4.619,5.607,3.790,5.965,1.710,0.651
PSD00018,experience_sampling_research_context,5,3.605,3.340,4.709,4.572,3.568,4.194,3.974,3.090,2.969,4.486,3.787,3.989,3.684,4.292,6.841,1.619,0.574
PSD00018,experience_sampling_research_context,6,3.605,3.340,4.709,4.572,2.660,4.259,4.349,2.165,2.928,3.436,1.174,4.845,4.585,2.667,6.075,1.913,0.568
PSD00018,experience_sampling_research_context,7,3.605,3.340,4.709,4.572,3.946,3.758,3.194,1.412,1.788,2.715,1.636,4.475,4.021,1.787,6.399,2.665,0.923
PSD00018,experience_sampling_research_context,8,3.605,3.340,4.709,4.572,3.539,4.254,3.299,1.502,3.292,1.859,1.281,6.569,3.802,3.518,6.344,1.911,0.274
PSD00018,experience_sampling_research_context,9,3.605,3.340,4.709,4.572,2.939,4.087,3.866,2.779,2.764,4.949,1.848,2.927,4.633,4.128,6.527,1.891,0.653
PSD00018,experience_sampling_research_context,10,3.605,3.340,4.709,4.572,2.791,4.801,3.536,2.695,3.109,3.549,2.440,2.924,3.176,2.235,7.157,1.790,0.319
PSD00018,experience_sampling_research_context,11,3.605,3.340,4.709,4.572,3.166,4.902,3.965,2.575,4.444,4.742,1.901,4.078,4.758,2.958,6.679,1.679,0.256
PSD00018,experience_sampling_research_context,12,3.605,3.340,4.709,4.572,3.848,4.930,3.872,2.650,3.221,4.610,2.245,4.347,4.207,1.846,6.498,1.688,0.219
PSD00018,experience_sampling_research_context,13,3.605,3.340,4.709,4.572,4.133,4.447,5.100,2.302,1.000,4.501,2.334,6.471,3.612,3.178,6.328,2.257,0.586
PSD00018,experience_sampling_research_context,14,3.605,3.340,4.709,4.572,3.593,5.051,4.356,2.486,1.000,2.827,3.756,3.785,3.973,3.116,6.590,2.187,0.518
PSD00018,experience_sampling_research_context,15,3.605,3.340,4.709,4.572,3.521,4.104,4.033,2.829,2.857,2.893,4.005,4.632,3.526,4.605,6.602,1.184,0.421
PSD00018,experience_sampling_research_context,16,3.605,3.340,4.709,4.572,3.476,4.294,4.151,3.436,1.000,3.197,3.674,4.402,4.787,3.713,6.731,1.686,0.240
PSD00019,experience_sampling_research_context,1,3.091,3.803,4.638,4.862,4.123,4.449,3.082,3.912,3.762,2.820,4.244,5.093,2.994,3.094,7.083,1.434,0.136
PSD00019,experience_sampling_research_context,2,3.091,3.803,4.638,4.862,3.629,3.961,3.441,3.907,3.613,3.133,1.739,4.881,4.628,3.534,6.787,1.524,0.337
PSD00019,experience_sampling_research_context,3,3.091,3.803,4.638,4.862,4.643,4.254,4.181,2.945,1.570,2.781,3.056,2.881,4.953,1.623,6.334,2.230,0.752
PSD00019,experience_sampling_research_context,4,3.091,3.803,4.638,4.862,4.270,5.592,4.245,2.221,4.930,2.218,3.550,5.925,3.496,2.370,6.251,2.189,0.625
PSD00019,experience_sampling_research_context,5,3.091,3.803,4.638,4.862,3.636,4.212,3.516,1.513,2.759,4.570,1.458,3.488,4.219,2.337,6.504,1.953,0.863
PSD00019,experience_sampling_research_context,6,3.091,3.803,4.638,4.862,3.552,4.560,4.072,2.582,2.765,2.350,2.059,3.712,4.259,3.434,6.341,1.670,0.515
PSD00019,experience_sampling_research_context,7,3.091,3.803,4.638,4.862,4.293,3.905,4.527,2.368,3.327,5.093,3.395,4.569,4.131,2.875,6.055,1.583,0.516
